"ZIP
code [1]",Size of adjusted gross income,Number of returns
12534,"$50,000 under $75,000",1030
12534,"$75,000 under $100,000",610
12534,"$100,000 under $200,000",700
12534,"$200,000 or more",190
,,
12538,,"6,690"
12538,"$1 under $25,000",2120
12538,"$25,000 under $50,000",1510
12538,"$50,000 under $75,000",1020
12538,"$75,000 under $100,000",700
12538,"$100,000 under $200,000",1170
12538,"$200,000 or more",170
,,
12540,,"3,710"
12540,"$1 under $25,000",1010
12540,"$25,000 under $50,000",570
12540,"$50,000 under $75,000",450
12540,"$75,000 under $100,000",390
12540,"$100,000 under $200,000",880
12540,"$200,000 or more",410
,,
12542,,"2,980"
12542,"$1 under $25,000",880
12542,"$25,000 under $50,000",680
12542,"$50,000 under $75,000",410
12542,"$75,000 under $100,000",350
12542,"$100,000 under $200,000",530
12542,"$200,000 or more",130
,,
12543,,"1,600"
12543,"$1 under $25,000",530
12543,"$25,000 under $50,000",430
12543,"$50,000 under $75,000",240
12543,"$75,000 under $100,000",200
12543,"$100,000 under $200,000",200
12543,"$200,000 or more",**
,,
12545,,"2,210"
12545,"$1 under $25,000",620
12545,"$25,000 under $50,000",490
12545,"$50,000 under $75,000",280
12545,"$75,000 under $100,000",230
12545,"$100,000 under $200,000",380
12545,"$200,000 or more",210
,,
12546,,"1,370"
12546,"$1 under $25,000",470
12546,"$25,000 under $50,000",370
12546,"$50,000 under $75,000",200
12546,"$75,000 under $100,000",120
12546,"$100,000 under $200,000",160
12546,"$200,000 or more",50
,,
12547,,"1,510"
12547,"$1 under $25,000",490
12547,"$25,000 under $50,000",310
12547,"$50,000 under $75,000",230
12547,"$75,000 under $100,000",160
12547,"$100,000 under $200,000",250
12547,"$200,000 or more",70
,,
12548,,790
12548,"$1 under $25,000",250
12548,"$25,000 under $50,000",160
12548,"$50,000 under $75,000",130
12548,"$75,000 under $100,000",90
12548,"$100,000 under $200,000",140
12548,"$200,000 or more",20
,,
12549,,"5,090"
12549,"$1 under $25,000",1500
12549,"$25,000 under $50,000",950
12549,"$50,000 under $75,000",700
12549,"$75,000 under $100,000",590
12549,"$100,000 under $200,000",1080
12549,"$200,000 or more",270
,,
12550,,"25,580"
12550,"$1 under $25,000",10180
12550,"$25,000 under $50,000",6330
12550,"$50,000 under $75,000",3180
12550,"$75,000 under $100,000",2100
12550,"$100,000 under $200,000",3110
12550,"$200,000 or more",680
,,
12553,,"13,040"
12553,"$1 under $25,000",4030
12553,"$25,000 under $50,000",3030
12553,"$50,000 under $75,000",1970
12553,"$75,000 under $100,000",1360
12553,"$100,000 under $200,000",2190
12553,"$200,000 or more",460
,,
12561,,"7,210"
12561,"$1 under $25,000",2370
12561,"$25,000 under $50,000",1410
12561,"$50,000 under $75,000",970
12561,"$75,000 under $100,000",730
12561,"$100,000 under $200,000",1330
12561,"$200,000 or more",400
,,
12563,,"3,560"
12563,"$1 under $25,000",1190
12563,"$25,000 under $50,000",580
12563,"$50,000 under $75,000",500
12563,"$75,000 under $100,000",370
12563,"$100,000 under $200,000",680
12563,"$200,000 or more",240
,,
12564,,"3,510"
12564,"$1 under $25,000",990
12564,"$25,000 under $50,000",660
12564,"$50,000 under $75,000",480
12564,"$75,000 under $100,000",360
12564,"$100,000 under $200,000",760
12564,"$200,000 or more",260
,,
12565,,750
12565,"$1 under $25,000",300
12565,"$25,000 under $50,000",230
12565,"$50,000 under $75,000",100
12565,"$75,000 under $100,000",60
12565,"$100,000 under $200,000",60
12565,"$200,000 or more",**
,,
12566,,"5,120"
12566,"$1 under $25,000",1630
12566,"$25,000 under $50,000",1080
12566,"$50,000 under $75,000",770
12566,"$75,000 under $100,000",570
12566,"$100,000 under $200,000",930
12566,"$200,000 or more",140
,,
12567,,"1,310"
12567,"$1 under $25,000",420
12567,"$25,000 under $50,000",330
12567,"$50,000 under $75,000",200
12567,"$75,000 under $100,000",130
12567,"$100,000 under $200,000",170
12567,"$200,000 or more",60
,,
12569,,"5,140"
12569,"$1 under $25,000",1490
12569,"$25,000 under $50,000",1070
12569,"$50,000 under $75,000",750
12569,"$75,000 under $100,000",570
12569,"$100,000 under $200,000",980
12569,"$200,000 or more",280
,,
12570,,"3,460"
12570,"$1 under $25,000",930
12570,"$25,000 under $50,000",520
12570,"$50,000 under $75,000",420
12570,"$75,000 under $100,000",380
12570,"$100,000 under $200,000",910
12570,"$200,000 or more",300
,,
12571,,"4,630"
12571,"$1 under $25,000",1430
12571,"$25,000 under $50,000",910
12571,"$50,000 under $75,000",650
12571,"$75,000 under $100,000",480
12571,"$100,000 under $200,000",880
12571,"$200,000 or more",280
,,
12572,,"4,420"
12572,"$1 under $25,000",1220
12572,"$25,000 under $50,000",800
12572,"$50,000 under $75,000",650
12572,"$75,000 under $100,000",490
12572,"$100,000 under $200,000",860
12572,"$200,000 or more",400
,,
12575,,"1,150"
12575,"$1 under $25,000",310
12575,"$25,000 under $50,000",200
12575,"$50,000 under $75,000",130
12575,"$75,000 under $100,000",110
12575,"$100,000 under $200,000",320
12575,"$200,000 or more",80
,,
12577,,"1,010"
12577,"$1 under $25,000",290
12577,"$25,000 under $50,000",150
12577,"$50,000 under $75,000",130
12577,"$75,000 under $100,000",130
12577,"$100,000 under $200,000",240
12577,"$200,000 or more",70
,,
12578,,"1,130"
12578,"$1 under $25,000",330
12578,"$25,000 under $50,000",190
12578,"$50,000 under $75,000",160
12578,"$75,000 under $100,000",110
12578,"$100,000 under $200,000",270
12578,"$200,000 or more",70
,,
12580,,"1,850"
12580,"$1 under $25,000",540
12580,"$25,000 under $50,000",370
12580,"$50,000 under $75,000",250
12580,"$75,000 under $100,000",230
12580,"$100,000 under $200,000",350
12580,"$200,000 or more",110
,,
12581,,"1,010"
12581,"$1 under $25,000",280
12581,"$25,000 under $50,000",230
12581,"$50,000 under $75,000",160
12581,"$75,000 under $100,000",100
12581,"$100,000 under $200,000",180
12581,"$200,000 or more",60
,,
12582,,"2,300"
12582,"$1 under $25,000",570
12582,"$25,000 under $50,000",360
12582,"$50,000 under $75,000",300
12582,"$75,000 under $100,000",260
12582,"$100,000 under $200,000",610
12582,"$200,000 or more",200
,,
12583,,"1,070"
12583,"$1 under $25,000",350
12583,"$25,000 under $50,000",260
12583,"$50,000 under $75,000",150
12583,"$75,000 under $100,000",110
12583,"$100,000 under $200,000",160
12583,"$200,000 or more",40
,,
12585,,440
12585,"$1 under $25,000",120
12585,"$25,000 under $50,000",80
12585,"$50,000 under $75,000",60
12585,"$75,000 under $100,000",40
12585,"$100,000 under $200,000",110
12585,"$200,000 or more",30
,,
12586,,"6,200"
12586,"$1 under $25,000",2070
12586,"$25,000 under $50,000",1390
12586,"$50,000 under $75,000",900
12586,"$75,000 under $100,000",610
12586,"$100,000 under $200,000",1060
12586,"$200,000 or more",170
,,
12589,,"6,800"
12589,"$1 under $25,000",2310
12589,"$25,000 under $50,000",1370
12589,"$50,000 under $75,000",950
12589,"$75,000 under $100,000",740
12589,"$100,000 under $200,000",1200
12589,"$200,000 or more",230
,,
12590,,"18,520"
12590,"$1 under $25,000",5420
12590,"$25,000 under $50,000",3780
12590,"$50,000 under $75,000",2750
12590,"$75,000 under $100,000",2190
12590,"$100,000 under $200,000",3600
12590,"$200,000 or more",780
,,
12592,,550
12592,"$1 under $25,000",170
12592,"$25,000 under $50,000",140
12592,"$50,000 under $75,000",100
12592,"$75,000 under $100,000",50
12592,"$100,000 under $200,000",90
12592,"$200,000 or more",**
,,
12594,,"1,960"
12594,"$1 under $25,000",660
12594,"$25,000 under $50,000",440
12594,"$50,000 under $75,000",280
12594,"$75,000 under $100,000",210
12594,"$100,000 under $200,000",320
12594,"$200,000 or more",50
,,
12601,,"17,980"
12601,"$1 under $25,000",7500
12601,"$25,000 under $50,000",4740
12601,"$50,000 under $75,000",2250
12601,"$75,000 under $100,000",1350
12601,"$100,000 under $200,000",1800
12601,"$200,000 or more",340
,,
12603,,"20,990"
12603,"$1 under $25,000",6160
12603,"$25,000 under $50,000",4180
12603,"$50,000 under $75,000",3070
12603,"$75,000 under $100,000",2340
12603,"$100,000 under $200,000",4190
12603,"$200,000 or more",1050
,,
12701,,"4,590"
12701,"$1 under $25,000",2180
12701,"$25,000 under $50,000",1250
12701,"$50,000 under $75,000",520
12701,"$75,000 under $100,000",280
12701,"$100,000 under $200,000",290
12701,"$200,000 or more",70
,,
12719,,440
12719,"$1 under $25,000",150
12719,"$25,000 under $50,000",90
12719,"$50,000 under $75,000",80
12719,"$75,000 under $100,000",50
12719,"$100,000 under $200,000",70
12719,"$200,000 or more",**
,,
12720,,110
12720,"$1 under $25,000",30
12720,"$25,000 under $50,000",20
12720,"$50,000 under $75,000",30
12720,"$75,000 under $100,000",30
12720,"$100,000 under $200,000",**
12720,"$200,000 or more",**
,,
12721,,"2,980"
12721,"$1 under $25,000",980
12721,"$25,000 under $50,000",690
12721,"$50,000 under $75,000",420
12721,"$75,000 under $100,000",320
12721,"$100,000 under $200,000",490
12721,"$200,000 or more",80
,,
12723,,710
12723,"$1 under $25,000",260
12723,"$25,000 under $50,000",170
12723,"$50,000 under $75,000",100
12723,"$75,000 under $100,000",70
12723,"$100,000 under $200,000",90
12723,"$200,000 or more",20
,,
12725,,140
12725,"$1 under $25,000",50
12725,"$25,000 under $50,000",40
12725,"$50,000 under $75,000",20
12725,"$75,000 under $100,000",30
12725,"$100,000 under $200,000",**
12725,"$200,000 or more",**
,,
12726,,500
12726,"$1 under $25,000",170
12726,"$25,000 under $50,000",110
12726,"$50,000 under $75,000",80
12726,"$75,000 under $100,000",60
12726,"$100,000 under $200,000",80
12726,"$200,000 or more",**
,,
12729,,800
12729,"$1 under $25,000",300
12729,"$25,000 under $50,000",200
12729,"$50,000 under $75,000",120
12729,"$75,000 under $100,000",90
12729,"$100,000 under $200,000",90
12729,"$200,000 or more",**
,,
12732,,360
12732,"$1 under $25,000",120
12732,"$25,000 under $50,000",70
12732,"$50,000 under $75,000",50
12732,"$75,000 under $100,000",40
12732,"$100,000 under $200,000",80
12732,"$200,000 or more",**
,,
12733,,260
12733,"$1 under $25,000",130
12733,"$25,000 under $50,000",80
12733,"$50,000 under $75,000",20
12733,"$75,000 under $100,000",30
12733,"$100,000 under $200,000",**
12733,"$200,000 or more",**
,,
12734,,550
12734,"$1 under $25,000",200
12734,"$25,000 under $50,000",190
12734,"$50,000 under $75,000",70
12734,"$75,000 under $100,000",40
12734,"$100,000 under $200,000",50
12734,"$200,000 or more",**
,,
12737,,860
12737,"$1 under $25,000",300
12737,"$25,000 under $50,000",180
12737,"$50,000 under $75,000",130
12737,"$75,000 under $100,000",110
12737,"$100,000 under $200,000",120
12737,"$200,000 or more",20
,,
12738,,120
12738,"$1 under $25,000",50
12738,"$25,000 under $50,000",20
12738,"$50,000 under $75,000",20
12738,"$75,000 under $100,000",30
12738,"$100,000 under $200,000",**
12738,"$200,000 or more",**
,,
12740,,900
12740,"$1 under $25,000",290
12740,"$25,000 under $50,000",190
12740,"$50,000 under $75,000",160
12740,"$75,000 under $100,000",120
12740,"$100,000 under $200,000",120
12740,"$200,000 or more",20
,,
12741,,130
12741,"$1 under $25,000",50
12741,"$25,000 under $50,000",30
12741,"$50,000 under $75,000",20
12741,"$75,000 under $100,000",30
12741,"$100,000 under $200,000",**
12741,"$200,000 or more",0
,,
12742,,160
12742,"$1 under $25,000",60
12742,"$25,000 under $50,000",70
12742,"$50,000 under $75,000",**
12742,"$75,000 under $100,000",30
12742,"$100,000 under $200,000",**
12742,"$200,000 or more",**
,,
12743,,150
12743,"$1 under $25,000",60
12743,"$25,000 under $50,000",20
12743,"$50,000 under $75,000",40
12743,"$75,000 under $100,000",**
12743,"$100,000 under $200,000",30
12743,"$200,000 or more",**
,,
12746,,560
12746,"$1 under $25,000",210
12746,"$25,000 under $50,000",130
12746,"$50,000 under $75,000",100
12746,"$75,000 under $100,000",50
12746,"$100,000 under $200,000",70
12746,"$200,000 or more",**
,,
12747,,750
12747,"$1 under $25,000",290
12747,"$25,000 under $50,000",200
12747,"$50,000 under $75,000",100
12747,"$75,000 under $100,000",60
12747,"$100,000 under $200,000",100
12747,"$200,000 or more",**
,,
12748,,930
12748,"$1 under $25,000",340
12748,"$25,000 under $50,000",210
12748,"$50,000 under $75,000",140
12748,"$75,000 under $100,000",80
12748,"$100,000 under $200,000",140
12748,"$200,000 or more",20
,,
12751,,430
12751,"$1 under $25,000",220
12751,"$25,000 under $50,000",110
12751,"$50,000 under $75,000",50
12751,"$75,000 under $100,000",30
12751,"$100,000 under $200,000",20
12751,"$200,000 or more",**
,,
12752,,160
12752,"$1 under $25,000",50
12752,"$25,000 under $50,000",50
12752,"$50,000 under $75,000",40
12752,"$75,000 under $100,000",**
12752,"$100,000 under $200,000",20
12752,"$200,000 or more",**
,,
12754,,"2,760"
12754,"$1 under $25,000",1150
12754,"$25,000 under $50,000",780
12754,"$50,000 under $75,000",360
12754,"$75,000 under $100,000",190
12754,"$100,000 under $200,000",220
12754,"$200,000 or more",60
,,
12758,,"1,740"
12758,"$1 under $25,000",680
12758,"$25,000 under $50,000",430
12758,"$50,000 under $75,000",250
12758,"$75,000 under $100,000",150
12758,"$100,000 under $200,000",200
12758,"$200,000 or more",30
,,
12759,,670
12759,"$1 under $25,000",360
12759,"$25,000 under $50,000",160
12759,"$50,000 under $75,000",70
12759,"$75,000 under $100,000",40
12759,"$100,000 under $200,000",40
12759,"$200,000 or more",**
,,
12760,,210
12760,"$1 under $25,000",90
12760,"$25,000 under $50,000",50
12760,"$50,000 under $75,000",50
12760,"$75,000 under $100,000",**
12760,"$100,000 under $200,000",20
12760,"$200,000 or more",**
,,
12762,,260
12762,"$1 under $25,000",110
12762,"$25,000 under $50,000",70
12762,"$50,000 under $75,000",50
12762,"$75,000 under $100,000",**
12762,"$100,000 under $200,000",30
12762,"$200,000 or more",**
,,
12763,,360
12763,"$1 under $25,000",130
12763,"$25,000 under $50,000",100
12763,"$50,000 under $75,000",60
12763,"$75,000 under $100,000",30
12763,"$100,000 under $200,000",40
12763,"$200,000 or more",**
,,
12764,,770
12764,"$1 under $25,000",300
12764,"$25,000 under $50,000",160
12764,"$50,000 under $75,000",110
12764,"$75,000 under $100,000",80
12764,"$100,000 under $200,000",120
12764,"$200,000 or more",**
,,
12765,,430
12765,"$1 under $25,000",130
12765,"$25,000 under $50,000",100
12765,"$50,000 under $75,000",60
12765,"$75,000 under $100,000",50
12765,"$100,000 under $200,000",90
12765,"$200,000 or more",**
,,
12766,,150
12766,"$1 under $25,000",70
12766,"$25,000 under $50,000",40
12766,"$50,000 under $75,000",20
12766,"$75,000 under $100,000",20
12766,"$100,000 under $200,000",**
12766,"$200,000 or more",**
,,
12768,,420
12768,"$1 under $25,000",150
12768,"$25,000 under $50,000",110
12768,"$50,000 under $75,000",70
12768,"$75,000 under $100,000",30
12768,"$100,000 under $200,000",60
12768,"$200,000 or more",**
,,
12771,,"6,290"
12771,"$1 under $25,000",2530
12771,"$25,000 under $50,000",1490
12771,"$50,000 under $75,000",810
12771,"$75,000 under $100,000",560
12771,"$100,000 under $200,000",790
12771,"$200,000 or more",110
,,
12775,,"1,260"
12775,"$1 under $25,000",370
12775,"$25,000 under $50,000",240
12775,"$50,000 under $75,000",180
12775,"$75,000 under $100,000",150
12775,"$100,000 under $200,000",250
12775,"$200,000 or more",70
,,
12776,,850
12776,"$1 under $25,000",310
12776,"$25,000 under $50,000",220
12776,"$50,000 under $75,000",120
12776,"$75,000 under $100,000",80
12776,"$100,000 under $200,000",120
12776,"$200,000 or more",**
,,
12777,,330
12777,"$1 under $25,000",90
12777,"$25,000 under $50,000",70
12777,"$50,000 under $75,000",40
12777,"$75,000 under $100,000",50
12777,"$100,000 under $200,000",80
12777,"$200,000 or more",**
,,
12779,,"1,000"
12779,"$1 under $25,000",430
12779,"$25,000 under $50,000",330
12779,"$50,000 under $75,000",90
12779,"$75,000 under $100,000",60
12779,"$100,000 under $200,000",70
12779,"$200,000 or more",20
,,
12780,,"1,100"
12780,"$1 under $25,000",380
12780,"$25,000 under $50,000",220
12780,"$50,000 under $75,000",170
12780,"$75,000 under $100,000",140
12780,"$100,000 under $200,000",190
12780,"$200,000 or more",**
,,
12783,,570
12783,"$1 under $25,000",200
12783,"$25,000 under $50,000",160
12783,"$50,000 under $75,000",80
12783,"$75,000 under $100,000",60
12783,"$100,000 under $200,000",70
12783,"$200,000 or more",**
,,
12786,,310
12786,"$1 under $25,000",110
12786,"$25,000 under $50,000",80
12786,"$50,000 under $75,000",50
12786,"$75,000 under $100,000",20
12786,"$100,000 under $200,000",50
12786,"$200,000 or more",**
,,
12787,,210
12787,"$1 under $25,000",60
12787,"$25,000 under $50,000",50
12787,"$50,000 under $75,000",40
12787,"$75,000 under $100,000",30
12787,"$100,000 under $200,000",30
12787,"$200,000 or more",**
,,
12788,,940
12788,"$1 under $25,000",350
12788,"$25,000 under $50,000",230
12788,"$50,000 under $75,000",140
12788,"$75,000 under $100,000",100
12788,"$100,000 under $200,000",120
12788,"$200,000 or more",**
,,
12789,,750
12789,"$1 under $25,000",300
12789,"$25,000 under $50,000",210
12789,"$50,000 under $75,000",100
12789,"$75,000 under $100,000",50
12789,"$100,000 under $200,000",90
12789,"$200,000 or more",**
,,
12790,,"2,250"
12790,"$1 under $25,000",750
12790,"$25,000 under $50,000",580
12790,"$50,000 under $75,000",370
12790,"$75,000 under $100,000",250
12790,"$100,000 under $200,000",260
12790,"$200,000 or more",40
,,
12791,,320
12791,"$1 under $25,000",110
12791,"$25,000 under $50,000",70
12791,"$50,000 under $75,000",40
12791,"$75,000 under $100,000",50
12791,"$100,000 under $200,000",50
12791,"$200,000 or more",**
,,
12792,,210
12792,"$1 under $25,000",70
12792,"$25,000 under $50,000",50
12792,"$50,000 under $75,000",60
12792,"$75,000 under $100,000",**
12792,"$100,000 under $200,000",30
12792,"$200,000 or more",**
,,
12801,,"7,510"
12801,"$1 under $25,000",3000
12801,"$25,000 under $50,000",2140
12801,"$50,000 under $75,000",1040
12801,"$75,000 under $100,000",620
12801,"$100,000 under $200,000",600
12801,"$200,000 or more",110
,,
12803,,"4,380"
12803,"$1 under $25,000",1580
12803,"$25,000 under $50,000",1140
12803,"$50,000 under $75,000",690
12803,"$75,000 under $100,000",470
12803,"$100,000 under $200,000",470
12803,"$200,000 or more",30
,,
12804,,"13,930"
12804,"$1 under $25,000",4740
12804,"$25,000 under $50,000",3000
12804,"$50,000 under $75,000",2020
12804,"$75,000 under $100,000",1400
12804,"$100,000 under $200,000",2210
12804,"$200,000 or more",560
,,
12808,,160
12808,"$1 under $25,000",50
12808,"$25,000 under $50,000",30
12808,"$50,000 under $75,000",50
12808,"$75,000 under $100,000",**
12808,"$100,000 under $200,000",30
12808,"$200,000 or more",**
,,
12809,,"1,650"
12809,"$1 under $25,000",580
12809,"$25,000 under $50,000",430
12809,"$50,000 under $75,000",260
12809,"$75,000 under $100,000",180
12809,"$100,000 under $200,000",200
12809,"$200,000 or more",**
,,
12810,,320
12810,"$1 under $25,000",130
12810,"$25,000 under $50,000",90
12810,"$50,000 under $75,000",50
12810,"$75,000 under $100,000",20
12810,"$100,000 under $200,000",30
12810,"$200,000 or more",**
,,
12814,,950
12814,"$1 under $25,000",380
12814,"$25,000 under $50,000",210
12814,"$50,000 under $75,000",100
12814,"$75,000 under $100,000",100
12814,"$100,000 under $200,000",110
12814,"$200,000 or more",50
,,
12815,,510
12815,"$1 under $25,000",180
12815,"$25,000 under $50,000",140
12815,"$50,000 under $75,000",70
12815,"$75,000 under $100,000",50
12815,"$100,000 under $200,000",70
12815,"$200,000 or more",**
,,
12816,,"2,100"
12816,"$1 under $25,000",740
12816,"$25,000 under $50,000",510
12816,"$50,000 under $75,000",350
12816,"$75,000 under $100,000",220
12816,"$100,000 under $200,000",240
12816,"$200,000 or more",40
,,
12817,,"1,140"
12817,"$1 under $25,000",390
12817,"$25,000 under $50,000",270
12817,"$50,000 under $75,000",180
12817,"$75,000 under $100,000",120
12817,"$100,000 under $200,000",150
12817,"$200,000 or more",30
,,
12819,,130
12819,"$1 under $25,000",60
12819,"$25,000 under $50,000",50
12819,"$50,000 under $75,000",**
12819,"$75,000 under $100,000",20
12819,"$100,000 under $200,000",**
12819,"$200,000 or more",**
,,
12821,,150
12821,"$1 under $25,000",50
12821,"$25,000 under $50,000",40
12821,"$50,000 under $75,000",30
12821,"$75,000 under $100,000",30
12821,"$100,000 under $200,000",**
12821,"$200,000 or more",0
,,
12822,,"2,920"
12822,"$1 under $25,000",1090
12822,"$25,000 under $50,000",800
12822,"$50,000 under $75,000",450
12822,"$75,000 under $100,000",300
12822,"$100,000 under $200,000",260
12822,"$200,000 or more",20
,,
12823,,150
12823,"$1 under $25,000",40
12823,"$25,000 under $50,000",40
12823,"$50,000 under $75,000",40
12823,"$75,000 under $100,000",**
12823,"$100,000 under $200,000",30
12823,"$200,000 or more",**
,,
12824,,450
12824,"$1 under $25,000",150
12824,"$25,000 under $50,000",100
12824,"$50,000 under $75,000",70
12824,"$75,000 under $100,000",40
12824,"$100,000 under $200,000",60
12824,"$200,000 or more",30
,,
12827,,"1,900"
12827,"$1 under $25,000",650
12827,"$25,000 under $50,000",490
12827,"$50,000 under $75,000",340
12827,"$75,000 under $100,000",190
12827,"$100,000 under $200,000",200
12827,"$200,000 or more",30
,,
12828,,"4,830"
12828,"$1 under $25,000",1750
12828,"$25,000 under $50,000",1380
12828,"$50,000 under $75,000",720
12828,"$75,000 under $100,000",430
12828,"$100,000 under $200,000",500
12828,"$200,000 or more",50
,,
12831,,"8,670"
12831,"$1 under $25,000",2650
12831,"$25,000 under $50,000",1700
12831,"$50,000 under $75,000",1150
12831,"$75,000 under $100,000",1000
12831,"$100,000 under $200,000",1770
12831,"$200,000 or more",400
,,
12832,,"2,790"
12832,"$1 under $25,000",1100
12832,"$25,000 under $50,000",730
12832,"$50,000 under $75,000",450
12832,"$75,000 under $100,000",230
12832,"$100,000 under $200,000",260
12832,"$200,000 or more",20
,,
12833,,"2,270"
12833,"$1 under $25,000",730
12833,"$25,000 under $50,000",480
12833,"$50,000 under $75,000",310
12833,"$75,000 under $100,000",240
12833,"$100,000 under $200,000",390
12833,"$200,000 or more",120
,,
12834,,"3,200"
12834,"$1 under $25,000",1030
12834,"$25,000 under $50,000",790
12834,"$50,000 under $75,000",500
12834,"$75,000 under $100,000",360
12834,"$100,000 under $200,000",450
12834,"$200,000 or more",70
,,
12835,,"1,270"
12835,"$1 under $25,000",450
12835,"$25,000 under $50,000",320
12835,"$50,000 under $75,000",220
12835,"$75,000 under $100,000",120
12835,"$100,000 under $200,000",160
12835,"$200,000 or more",**
,,
12836,,280
12836,"$1 under $25,000",100
12836,"$25,000 under $50,000",80
12836,"$50,000 under $75,000",30
12836,"$75,000 under $100,000",20
12836,"$100,000 under $200,000",50
12836,"$200,000 or more",**
,,
12837,,360
12837,"$1 under $25,000",130
12837,"$25,000 under $50,000",110
12837,"$50,000 under $75,000",50
12837,"$75,000 under $100,000",40
12837,"$100,000 under $200,000",30
12837,"$200,000 or more",0
,,
12838,,330
12838,"$1 under $25,000",120
12838,"$25,000 under $50,000",90
12838,"$50,000 under $75,000",60
12838,"$75,000 under $100,000",30
12838,"$100,000 under $200,000",30
12838,"$200,000 or more",0
,,
12839,,"6,210"
12839,"$1 under $25,000",2450
12839,"$25,000 under $50,000",1810
12839,"$50,000 under $75,000",930
12839,"$75,000 under $100,000",520
12839,"$100,000 under $200,000",460
12839,"$200,000 or more",40
,,
12842,,610
12842,"$1 under $25,000",240
12842,"$25,000 under $50,000",140
12842,"$50,000 under $75,000",90
12842,"$75,000 under $100,000",70
12842,"$100,000 under $200,000",70
12842,"$200,000 or more",**
,,
12843,,260
12843,"$1 under $25,000",100
12843,"$25,000 under $50,000",70
12843,"$50,000 under $75,000",60
12843,"$75,000 under $100,000",**
12843,"$100,000 under $200,000",30
12843,"$200,000 or more",**
,,
12844,,140
12844,"$1 under $25,000",40
12844,"$25,000 under $50,000",20
12844,"$50,000 under $75,000",30
12844,"$75,000 under $100,000",**
12844,"$100,000 under $200,000",30
12844,"$200,000 or more",20
,,
12845,,"2,600"
12845,"$1 under $25,000",1000
12845,"$25,000 under $50,000",530
12845,"$50,000 under $75,000",340
12845,"$75,000 under $100,000",240
12845,"$100,000 under $200,000",370
12845,"$200,000 or more",120
,,
12846,,"1,590"
12846,"$1 under $25,000",570
12846,"$25,000 under $50,000",420
12846,"$50,000 under $75,000",260
12846,"$75,000 under $100,000",160
12846,"$100,000 under $200,000",180
12846,"$200,000 or more",**
,,
12847,,340
12847,"$1 under $25,000",120
12847,"$25,000 under $50,000",90
12847,"$50,000 under $75,000",50
12847,"$75,000 under $100,000",50
12847,"$100,000 under $200,000",30
12847,"$200,000 or more",**
,,
12849,,290
12849,"$1 under $25,000",120
12849,"$25,000 under $50,000",80
12849,"$50,000 under $75,000",40
12849,"$75,000 under $100,000",20
12849,"$100,000 under $200,000",30
12849,"$200,000 or more",**
,,
12850,,"1,380"
12850,"$1 under $25,000",390
12850,"$25,000 under $50,000",310
12850,"$50,000 under $75,000",210
12850,"$75,000 under $100,000",170
12850,"$100,000 under $200,000",240
12850,"$200,000 or more",60
,,
12851,,160
12851,"$1 under $25,000",70
12851,"$25,000 under $50,000",40
12851,"$50,000 under $75,000",30
12851,"$75,000 under $100,000",20
12851,"$100,000 under $200,000",**
12851,"$200,000 or more",**
,,
12852,,200
12852,"$1 under $25,000",60
12852,"$25,000 under $50,000",50
12852,"$50,000 under $75,000",40
12852,"$75,000 under $100,000",20
12852,"$100,000 under $200,000",30
12852,"$200,000 or more",**
,,
12853,,640
12853,"$1 under $25,000",280
12853,"$25,000 under $50,000",170
12853,"$50,000 under $75,000",90
12853,"$75,000 under $100,000",40
12853,"$100,000 under $200,000",60
12853,"$200,000 or more",**
,,
12855,,120
12855,"$1 under $25,000",40
12855,"$25,000 under $50,000",50
12855,"$50,000 under $75,000",**
12855,"$75,000 under $100,000",30
12855,"$100,000 under $200,000",**
12855,"$200,000 or more",0
,,
12857,,270
12857,"$1 under $25,000",110
12857,"$25,000 under $50,000",70
12857,"$50,000 under $75,000",40
12857,"$75,000 under $100,000",20
12857,"$100,000 under $200,000",30
12857,"$200,000 or more",**
,,
12859,,"1,030"
12859,"$1 under $25,000",320
12859,"$25,000 under $50,000",260
12859,"$50,000 under $75,000",170
12859,"$75,000 under $100,000",110
12859,"$100,000 under $200,000",150
12859,"$200,000 or more",20
,,
12860,,360
12860,"$1 under $25,000",150
12860,"$25,000 under $50,000",110
12860,"$50,000 under $75,000",50
12860,"$75,000 under $100,000",20
12860,"$100,000 under $200,000",30
12860,"$200,000 or more",**
,,
12861,,280
12861,"$1 under $25,000",100
12861,"$25,000 under $50,000",50
12861,"$50,000 under $75,000",40
12861,"$75,000 under $100,000",40
12861,"$100,000 under $200,000",50
12861,"$200,000 or more",**
,,
12863,,360
12863,"$1 under $25,000",120
12863,"$25,000 under $50,000",70
12863,"$50,000 under $75,000",50
12863,"$75,000 under $100,000",40
12863,"$100,000 under $200,000",80
12863,"$200,000 or more",**
,,
12865,,"1,560"
12865,"$1 under $25,000",590
12865,"$25,000 under $50,000",410
12865,"$50,000 under $75,000",240
12865,"$75,000 under $100,000",150
12865,"$100,000 under $200,000",140
12865,"$200,000 or more",30
,,
12866,,"19,760"
12866,"$1 under $25,000",5520
12866,"$25,000 under $50,000",3850
12866,"$50,000 under $75,000",2770
12866,"$75,000 under $100,000",2050
12866,"$100,000 under $200,000",3750
12866,"$200,000 or more",1820
,,
12870,,810
12870,"$1 under $25,000",300
12870,"$25,000 under $50,000",230
12870,"$50,000 under $75,000",110
12870,"$75,000 under $100,000",70
12870,"$100,000 under $200,000",80
12870,"$200,000 or more",20
,,
