"ZIP
code [1]",Size of adjusted gross income,Number of returns
10567,"$1 under $25,000",2450
10567,"$25,000 under $50,000",1440
10567,"$50,000 under $75,000",1120
10567,"$75,000 under $100,000",970
10567,"$100,000 under $200,000",2470
10567,"$200,000 or more",1360
,,
10570,,"6,040"
10570,"$1 under $25,000",1490
10570,"$25,000 under $50,000",750
10570,"$50,000 under $75,000",590
10570,"$75,000 under $100,000",460
10570,"$100,000 under $200,000",1220
10570,"$200,000 or more",1530
,,
10573,,"18,890"
10573,"$1 under $25,000",6760
10573,"$25,000 under $50,000",4310
10573,"$50,000 under $75,000",2400
10573,"$75,000 under $100,000",1330
10573,"$100,000 under $200,000",2200
10573,"$200,000 or more",1890
,,
10576,,"2,490"
10576,"$1 under $25,000",570
10576,"$25,000 under $50,000",230
10576,"$50,000 under $75,000",200
10576,"$75,000 under $100,000",160
10576,"$100,000 under $200,000",510
10576,"$200,000 or more",820
,,
10577,,"1,550"
10577,"$1 under $25,000",420
10577,"$25,000 under $50,000",140
10577,"$50,000 under $75,000",130
10577,"$75,000 under $100,000",80
10577,"$100,000 under $200,000",180
10577,"$200,000 or more",600
,,
10578,,420
10578,"$1 under $25,000",110
10578,"$25,000 under $50,000",70
10578,"$50,000 under $75,000",50
10578,"$75,000 under $100,000",30
10578,"$100,000 under $200,000",130
10578,"$200,000 or more",30
,,
10579,,"4,330"
10579,"$1 under $25,000",1000
10579,"$25,000 under $50,000",660
10579,"$50,000 under $75,000",570
10579,"$75,000 under $100,000",510
10579,"$100,000 under $200,000",1110
10579,"$200,000 or more",480
,,
10580,,"8,010"
10580,"$1 under $25,000",1940
10580,"$25,000 under $50,000",740
10580,"$50,000 under $75,000",630
10580,"$75,000 under $100,000",470
10580,"$100,000 under $200,000",1180
10580,"$200,000 or more",3050
,,
10583,,"18,730"
10583,"$1 under $25,000",4010
10583,"$25,000 under $50,000",1710
10583,"$50,000 under $75,000",1570
10583,"$75,000 under $100,000",1260
10583,"$100,000 under $200,000",3280
10583,"$200,000 or more",6900
,,
10588,,"1,350"
10588,"$1 under $25,000",350
10588,"$25,000 under $50,000",210
10588,"$50,000 under $75,000",210
10588,"$75,000 under $100,000",140
10588,"$100,000 under $200,000",320
10588,"$200,000 or more",120
,,
10589,,"4,580"
10589,"$1 under $25,000",900
10589,"$25,000 under $50,000",580
10589,"$50,000 under $75,000",640
10589,"$75,000 under $100,000",580
10589,"$100,000 under $200,000",1190
10589,"$200,000 or more",690
,,
10590,,"3,200"
10590,"$1 under $25,000",740
10590,"$25,000 under $50,000",370
10590,"$50,000 under $75,000",320
10590,"$75,000 under $100,000",270
10590,"$100,000 under $200,000",740
10590,"$200,000 or more",760
,,
10591,,"11,990"
10591,"$1 under $25,000",3590
10591,"$25,000 under $50,000",2430
10591,"$50,000 under $75,000",1420
10591,"$75,000 under $100,000",1050
10591,"$100,000 under $200,000",1920
10591,"$200,000 or more",1580
,,
10594,,"2,550"
10594,"$1 under $25,000",640
10594,"$25,000 under $50,000",370
10594,"$50,000 under $75,000",300
10594,"$75,000 under $100,000",250
10594,"$100,000 under $200,000",600
10594,"$200,000 or more",390
,,
10595,,"3,200"
10595,"$1 under $25,000",760
10595,"$25,000 under $50,000",420
10595,"$50,000 under $75,000",420
10595,"$75,000 under $100,000",300
10595,"$100,000 under $200,000",770
10595,"$200,000 or more",530
,,
10597,,500
10597,"$1 under $25,000",120
10597,"$25,000 under $50,000",60
10597,"$50,000 under $75,000",30
10597,"$75,000 under $100,000",20
10597,"$100,000 under $200,000",70
10597,"$200,000 or more",200
,,
10598,,"14,560"
10598,"$1 under $25,000",3580
10598,"$25,000 under $50,000",1960
10598,"$50,000 under $75,000",1680
10598,"$75,000 under $100,000",1320
10598,"$100,000 under $200,000",3850
10598,"$200,000 or more",2170
,,
10601,,"6,050"
10601,"$1 under $25,000",1750
10601,"$25,000 under $50,000",1200
10601,"$50,000 under $75,000",840
10601,"$75,000 under $100,000",570
10601,"$100,000 under $200,000",990
10601,"$200,000 or more",700
,,
10603,,"9,970"
10603,"$1 under $25,000",2810
10603,"$25,000 under $50,000",2010
10603,"$50,000 under $75,000",1580
10603,"$75,000 under $100,000",1070
10603,"$100,000 under $200,000",1770
10603,"$200,000 or more",730
,,
10604,,"5,600"
10604,"$1 under $25,000",1700
10604,"$25,000 under $50,000",1100
10604,"$50,000 under $75,000",740
10604,"$75,000 under $100,000",510
10604,"$100,000 under $200,000",890
10604,"$200,000 or more",660
,,
10605,,"10,100"
10605,"$1 under $25,000",2450
10605,"$25,000 under $50,000",1480
10605,"$50,000 under $75,000",1220
10605,"$75,000 under $100,000",900
10605,"$100,000 under $200,000",2110
10605,"$200,000 or more",1940
,,
10606,,"8,280"
10606,"$1 under $25,000",3030
10606,"$25,000 under $50,000",1920
10606,"$50,000 under $75,000",1030
10606,"$75,000 under $100,000",620
10606,"$100,000 under $200,000",1030
10606,"$200,000 or more",650
,,
10607,,"4,030"
10607,"$1 under $25,000",1100
10607,"$25,000 under $50,000",740
10607,"$50,000 under $75,000",540
10607,"$75,000 under $100,000",380
10607,"$100,000 under $200,000",800
10607,"$200,000 or more",470
,,
10701,,"28,780"
10701,"$1 under $25,000",12230
10701,"$25,000 under $50,000",7270
10701,"$50,000 under $75,000",3950
10701,"$75,000 under $100,000",2170
10701,"$100,000 under $200,000",2640
10701,"$200,000 or more",520
,,
10703,,"10,640"
10703,"$1 under $25,000",3850
10703,"$25,000 under $50,000",2600
10703,"$50,000 under $75,000",1560
10703,"$75,000 under $100,000",1010
10703,"$100,000 under $200,000",1400
10703,"$200,000 or more",220
,,
10704,,"16,980"
10704,"$1 under $25,000",4840
10704,"$25,000 under $50,000",3830
10704,"$50,000 under $75,000",3060
10704,"$75,000 under $100,000",1940
10704,"$100,000 under $200,000",2780
10704,"$200,000 or more",530
,,
10705,,"18,510"
10705,"$1 under $25,000",8050
10705,"$25,000 under $50,000",4760
10705,"$50,000 under $75,000",2470
10705,"$75,000 under $100,000",1280
10705,"$100,000 under $200,000",1540
10705,"$200,000 or more",410
,,
10706,,"4,510"
10706,"$1 under $25,000",970
10706,"$25,000 under $50,000",560
10706,"$50,000 under $75,000",480
10706,"$75,000 under $100,000",420
10706,"$100,000 under $200,000",960
10706,"$200,000 or more",1120
,,
10707,,"5,200"
10707,"$1 under $25,000",1280
10707,"$25,000 under $50,000",750
10707,"$50,000 under $75,000",690
10707,"$75,000 under $100,000",520
10707,"$100,000 under $200,000",1150
10707,"$200,000 or more",810
,,
10708,,"11,320"
10708,"$1 under $25,000",2340
10708,"$25,000 under $50,000",1430
10708,"$50,000 under $75,000",1540
10708,"$75,000 under $100,000",1210
10708,"$100,000 under $200,000",2370
10708,"$200,000 or more",2430
,,
10709,,"4,850"
10709,"$1 under $25,000",1180
10709,"$25,000 under $50,000",650
10709,"$50,000 under $75,000",620
10709,"$75,000 under $100,000",470
10709,"$100,000 under $200,000",1060
10709,"$200,000 or more",870
,,
10710,,"14,110"
10710,"$1 under $25,000",3580
10710,"$25,000 under $50,000",2760
10710,"$50,000 under $75,000",2240
10710,"$75,000 under $100,000",1720
10710,"$100,000 under $200,000",2990
10710,"$200,000 or more",820
,,
10801,,"18,460"
10801,"$1 under $25,000",6860
10801,"$25,000 under $50,000",4030
10801,"$50,000 under $75,000",2550
10801,"$75,000 under $100,000",1630
10801,"$100,000 under $200,000",2430
10801,"$200,000 or more",960
,,
10803,,"6,000"
10803,"$1 under $25,000",1330
10803,"$25,000 under $50,000",770
10803,"$50,000 under $75,000",610
10803,"$75,000 under $100,000",480
10803,"$100,000 under $200,000",1010
10803,"$200,000 or more",1800
,,
10804,,"7,080"
10804,"$1 under $25,000",1490
10804,"$25,000 under $50,000",650
10804,"$50,000 under $75,000",670
10804,"$75,000 under $100,000",490
10804,"$100,000 under $200,000",1470
10804,"$200,000 or more",2310
,,
10805,,"9,220"
10805,"$1 under $25,000",2850
10805,"$25,000 under $50,000",2050
10805,"$50,000 under $75,000",1600
10805,"$75,000 under $100,000",1040
10805,"$100,000 under $200,000",1330
10805,"$200,000 or more",350
,,
10901,,"11,430"
10901,"$1 under $25,000",3270
10901,"$25,000 under $50,000",1970
10901,"$50,000 under $75,000",1430
10901,"$75,000 under $100,000",1080
10901,"$100,000 under $200,000",2320
10901,"$200,000 or more",1360
,,
10913,,"2,600"
10913,"$1 under $25,000",680
10913,"$25,000 under $50,000",350
10913,"$50,000 under $75,000",280
10913,"$75,000 under $100,000",250
10913,"$100,000 under $200,000",610
10913,"$200,000 or more",430
,,
10916,,"2,190"
10916,"$1 under $25,000",600
10916,"$25,000 under $50,000",330
10916,"$50,000 under $75,000",280
10916,"$75,000 under $100,000",220
10916,"$100,000 under $200,000",570
10916,"$200,000 or more",190
,,
10917,,"1,010"
10917,"$1 under $25,000",320
10917,"$25,000 under $50,000",160
10917,"$50,000 under $75,000",140
10917,"$75,000 under $100,000",90
10917,"$100,000 under $200,000",210
10917,"$200,000 or more",90
,,
10918,,"5,700"
10918,"$1 under $25,000",1600
10918,"$25,000 under $50,000",990
10918,"$50,000 under $75,000",790
10918,"$75,000 under $100,000",670
10918,"$100,000 under $200,000",1260
10918,"$200,000 or more",390
,,
10919,,610
10919,"$1 under $25,000",180
10919,"$25,000 under $50,000",140
10919,"$50,000 under $75,000",70
10919,"$75,000 under $100,000",70
10919,"$100,000 under $200,000",120
10919,"$200,000 or more",30
,,
10920,,"4,500"
10920,"$1 under $25,000",1210
10920,"$25,000 under $50,000",730
10920,"$50,000 under $75,000",550
10920,"$75,000 under $100,000",490
10920,"$100,000 under $200,000",1110
10920,"$200,000 or more",410
,,
10921,,"2,130"
10921,"$1 under $25,000",600
10921,"$25,000 under $50,000",390
10921,"$50,000 under $75,000",320
10921,"$75,000 under $100,000",230
10921,"$100,000 under $200,000",470
10921,"$200,000 or more",120
,,
10923,,"4,870"
10923,"$1 under $25,000",1610
10923,"$25,000 under $50,000",1050
10923,"$50,000 under $75,000",740
10923,"$75,000 under $100,000",480
10923,"$100,000 under $200,000",800
10923,"$200,000 or more",190
,,
10924,,"6,180"
10924,"$1 under $25,000",1760
10924,"$25,000 under $50,000",1040
10924,"$50,000 under $75,000",820
10924,"$75,000 under $100,000",610
10924,"$100,000 under $200,000",1400
10924,"$200,000 or more",550
,,
10925,,"2,430"
10925,"$1 under $25,000",720
10925,"$25,000 under $50,000",480
10925,"$50,000 under $75,000",370
10925,"$75,000 under $100,000",300
10925,"$100,000 under $200,000",470
10925,"$200,000 or more",90
,,
10926,,"1,900"
10926,"$1 under $25,000",550
10926,"$25,000 under $50,000",390
10926,"$50,000 under $75,000",310
10926,"$75,000 under $100,000",220
10926,"$100,000 under $200,000",340
10926,"$200,000 or more",90
,,
10927,,"6,110"
10927,"$1 under $25,000",2970
10927,"$25,000 under $50,000",1620
10927,"$50,000 under $75,000",660
10927,"$75,000 under $100,000",340
10927,"$100,000 under $200,000",400
10927,"$200,000 or more",120
,,
10928,,"2,250"
10928,"$1 under $25,000",740
10928,"$25,000 under $50,000",590
10928,"$50,000 under $75,000",360
10928,"$75,000 under $100,000",210
10928,"$100,000 under $200,000",290
10928,"$200,000 or more",60
,,
10930,,"4,310"
10930,"$1 under $25,000",1220
10930,"$25,000 under $50,000",640
10930,"$50,000 under $75,000",520
10930,"$75,000 under $100,000",440
10930,"$100,000 under $200,000",1100
10930,"$200,000 or more",390
,,
10931,,510
10931,"$1 under $25,000",180
10931,"$25,000 under $50,000",120
10931,"$50,000 under $75,000",70
10931,"$75,000 under $100,000",60
10931,"$100,000 under $200,000",80
10931,"$200,000 or more",**
,,
10940,,"24,230"
10940,"$1 under $25,000",8900
10940,"$25,000 under $50,000",6040
10940,"$50,000 under $75,000",3450
10940,"$75,000 under $100,000",2250
10940,"$100,000 under $200,000",3120
10940,"$200,000 or more",470
,,
10941,,"6,990"
10941,"$1 under $25,000",2180
10941,"$25,000 under $50,000",1740
10941,"$50,000 under $75,000",1060
10941,"$75,000 under $100,000",740
10941,"$100,000 under $200,000",1070
10941,"$200,000 or more",200
,,
10950,,"17,490"
10950,"$1 under $25,000",6600
10950,"$25,000 under $50,000",3180
10950,"$50,000 under $75,000",1880
10950,"$75,000 under $100,000",1480
10950,"$100,000 under $200,000",3230
10950,"$200,000 or more",1120
,,
10952,,"12,200"
10952,"$1 under $25,000",5340
10952,"$25,000 under $50,000",2380
10952,"$50,000 under $75,000",1130
10952,"$75,000 under $100,000",790
10952,"$100,000 under $200,000",1520
10952,"$200,000 or more",1040
,,
10954,,"12,380"
10954,"$1 under $25,000",3540
10954,"$25,000 under $50,000",2250
10954,"$50,000 under $75,000",1670
10954,"$75,000 under $100,000",1320
10954,"$100,000 under $200,000",2660
10954,"$200,000 or more",940
,,
10956,,"15,970"
10956,"$1 under $25,000",4110
10956,"$25,000 under $50,000",2180
10956,"$50,000 under $75,000",1750
10956,"$75,000 under $100,000",1400
10956,"$100,000 under $200,000",4000
10956,"$200,000 or more",2530
,,
10958,,"1,610"
10958,"$1 under $25,000",490
10958,"$25,000 under $50,000",290
10958,"$50,000 under $75,000",230
10958,"$75,000 under $100,000",180
10958,"$100,000 under $200,000",340
10958,"$200,000 or more",80
,,
10960,,"7,740"
10960,"$1 under $25,000",2310
10960,"$25,000 under $50,000",1470
10960,"$50,000 under $75,000",1020
10960,"$75,000 under $100,000",730
10960,"$100,000 under $200,000",1410
10960,"$200,000 or more",800
,,
10962,,"2,540"
10962,"$1 under $25,000",650
10962,"$25,000 under $50,000",370
10962,"$50,000 under $75,000",320
10962,"$75,000 under $100,000",250
10962,"$100,000 under $200,000",590
10962,"$200,000 or more",360
,,
10963,,"1,200"
10963,"$1 under $25,000",370
10963,"$25,000 under $50,000",240
10963,"$50,000 under $75,000",170
10963,"$75,000 under $100,000",150
10963,"$100,000 under $200,000",240
10963,"$200,000 or more",30
,,
10964,,750
10964,"$1 under $25,000",170
10964,"$25,000 under $50,000",110
10964,"$50,000 under $75,000",90
10964,"$75,000 under $100,000",60
10964,"$100,000 under $200,000",140
10964,"$200,000 or more",180
,,
10965,,"7,890"
10965,"$1 under $25,000",1970
10965,"$25,000 under $50,000",1190
10965,"$50,000 under $75,000",1030
10965,"$75,000 under $100,000",780
10965,"$100,000 under $200,000",2020
10965,"$200,000 or more",900
,,
10968,,"1,280"
10968,"$1 under $25,000",250
10968,"$25,000 under $50,000",190
10968,"$50,000 under $75,000",190
10968,"$75,000 under $100,000",150
10968,"$100,000 under $200,000",300
10968,"$200,000 or more",200
,,
10969,,650
10969,"$1 under $25,000",200
10969,"$25,000 under $50,000",160
10969,"$50,000 under $75,000",80
10969,"$75,000 under $100,000",70
10969,"$100,000 under $200,000",100
10969,"$200,000 or more",40
,,
10970,,"5,220"
10970,"$1 under $25,000",1500
10970,"$25,000 under $50,000",1060
10970,"$50,000 under $75,000",760
10970,"$75,000 under $100,000",540
10970,"$100,000 under $200,000",1000
10970,"$200,000 or more",360
,,
10973,,"1,140"
10973,"$1 under $25,000",360
10973,"$25,000 under $50,000",200
10973,"$50,000 under $75,000",140
10973,"$75,000 under $100,000",130
10973,"$100,000 under $200,000",250
10973,"$200,000 or more",60
,,
10974,,"1,560"
10974,"$1 under $25,000",460
10974,"$25,000 under $50,000",290
10974,"$50,000 under $75,000",210
10974,"$75,000 under $100,000",160
10974,"$100,000 under $200,000",320
10974,"$200,000 or more",120
,,
10975,,170
10975,"$1 under $25,000",50
10975,"$25,000 under $50,000",40
10975,"$50,000 under $75,000",40
10975,"$75,000 under $100,000",20
10975,"$100,000 under $200,000",20
10975,"$200,000 or more",**
,,
10976,,850
10976,"$1 under $25,000",320
10976,"$25,000 under $50,000",170
10976,"$50,000 under $75,000",100
10976,"$75,000 under $100,000",70
10976,"$100,000 under $200,000",120
10976,"$200,000 or more",70
,,
10977,,"24,330"
10977,"$1 under $25,000",11080
10977,"$25,000 under $50,000",6130
10977,"$50,000 under $75,000",2570
10977,"$75,000 under $100,000",1520
10977,"$100,000 under $200,000",2270
10977,"$200,000 or more",760
,,
10980,,"7,070"
10980,"$1 under $25,000",2010
10980,"$25,000 under $50,000",1290
10980,"$50,000 under $75,000",980
10980,"$75,000 under $100,000",700
10980,"$100,000 under $200,000",1530
10980,"$200,000 or more",560
,,
10983,,"2,980"
10983,"$1 under $25,000",710
10983,"$25,000 under $50,000",430
10983,"$50,000 under $75,000",360
10983,"$75,000 under $100,000",290
10983,"$100,000 under $200,000",810
10983,"$200,000 or more",380
,,
10984,,"1,350"
10984,"$1 under $25,000",320
10984,"$25,000 under $50,000",240
10984,"$50,000 under $75,000",190
10984,"$75,000 under $100,000",150
10984,"$100,000 under $200,000",340
10984,"$200,000 or more",110
,,
10985,,150
10985,"$1 under $25,000",40
10985,"$25,000 under $50,000",40
10985,"$50,000 under $75,000",20
10985,"$75,000 under $100,000",20
10985,"$100,000 under $200,000",30
10985,"$200,000 or more",**
,,
10986,,940
10986,"$1 under $25,000",260
10986,"$25,000 under $50,000",170
10986,"$50,000 under $75,000",100
10986,"$75,000 under $100,000",110
10986,"$100,000 under $200,000",200
10986,"$200,000 or more",100
,,
10987,,"1,890"
10987,"$1 under $25,000",600
10987,"$25,000 under $50,000",220
10987,"$50,000 under $75,000",210
10987,"$75,000 under $100,000",160
10987,"$100,000 under $200,000",400
10987,"$200,000 or more",300
,,
10989,,"5,040"
10989,"$1 under $25,000",1200
10989,"$25,000 under $50,000",840
10989,"$50,000 under $75,000",710
10989,"$75,000 under $100,000",610
10989,"$100,000 under $200,000",1240
10989,"$200,000 or more",440
,,
10990,,"9,790"
10990,"$1 under $25,000",2850
10990,"$25,000 under $50,000",1610
10990,"$50,000 under $75,000",1180
10990,"$75,000 under $100,000",1040
10990,"$100,000 under $200,000",2190
10990,"$200,000 or more",920
,,
10992,,"4,730"
10992,"$1 under $25,000",1370
10992,"$25,000 under $50,000",840
10992,"$50,000 under $75,000",600
10992,"$75,000 under $100,000",520
10992,"$100,000 under $200,000",1090
10992,"$200,000 or more",310
,,
10993,,"2,530"
10993,"$1 under $25,000",980
10993,"$25,000 under $50,000",680
10993,"$50,000 under $75,000",360
10993,"$75,000 under $100,000",220
10993,"$100,000 under $200,000",270
10993,"$200,000 or more",20
,,
10994,,"3,870"
10994,"$1 under $25,000",980
10994,"$25,000 under $50,000",530
10994,"$50,000 under $75,000",470
10994,"$75,000 under $100,000",380
10994,"$100,000 under $200,000",900
10994,"$200,000 or more",610
,,
10996,,"1,090"
10996,"$1 under $25,000",320
10996,"$25,000 under $50,000",120
10996,"$50,000 under $75,000",170
10996,"$75,000 under $100,000",180
10996,"$100,000 under $200,000",250
10996,"$200,000 or more",50
,,
10998,,"1,550"
10998,"$1 under $25,000",420
