"ZIP
code [1]",Size of adjusted gross income,Number of returns
,,
11733,,"8,610"
11733,"$1 under $25,000",2240
11733,"$25,000 under $50,000",1100
11733,"$50,000 under $75,000",820
11733,"$75,000 under $100,000",760
11733,"$100,000 under $200,000",2090
11733,"$200,000 or more",1600
,,
11735,,"17,140"
11735,"$1 under $25,000",5290
11735,"$25,000 under $50,000",3400
11735,"$50,000 under $75,000",2440
11735,"$75,000 under $100,000",1920
11735,"$100,000 under $200,000",3320
11735,"$200,000 or more",770
,,
11738,,"8,290"
11738,"$1 under $25,000",2800
11738,"$25,000 under $50,000",1590
11738,"$50,000 under $75,000",1150
11738,"$75,000 under $100,000",920
11738,"$100,000 under $200,000",1580
11738,"$200,000 or more",250
,,
11740,,"4,550"
11740,"$1 under $25,000",1390
11740,"$25,000 under $50,000",630
11740,"$50,000 under $75,000",520
11740,"$75,000 under $100,000",410
11740,"$100,000 under $200,000",1060
11740,"$200,000 or more",540
,,
11741,,"14,180"
11741,"$1 under $25,000",4000
11741,"$25,000 under $50,000",2630
11741,"$50,000 under $75,000",2090
11741,"$75,000 under $100,000",1620
11741,"$100,000 under $200,000",3250
11741,"$200,000 or more",590
,,
11742,,"6,970"
11742,"$1 under $25,000",2190
11742,"$25,000 under $50,000",1260
11742,"$50,000 under $75,000",980
11742,"$75,000 under $100,000",800
11742,"$100,000 under $200,000",1460
11742,"$200,000 or more",280
,,
11743,,"21,860"
11743,"$1 under $25,000",6060
11743,"$25,000 under $50,000",3180
11743,"$50,000 under $75,000",2540
11743,"$75,000 under $100,000",2000
11743,"$100,000 under $200,000",4530
11743,"$200,000 or more",3550
,,
11746,,"33,360"
11746,"$1 under $25,000",11900
11746,"$25,000 under $50,000",6050
11746,"$50,000 under $75,000",3800
11746,"$75,000 under $100,000",2740
11746,"$100,000 under $200,000",5510
11746,"$200,000 or more",3360
,,
11747,,"10,530"
11747,"$1 under $25,000",2640
11747,"$25,000 under $50,000",1480
11747,"$50,000 under $75,000",1190
11747,"$75,000 under $100,000",940
11747,"$100,000 under $200,000",2350
11747,"$200,000 or more",1930
,,
11749,,"1,800"
11749,"$1 under $25,000",610
11749,"$25,000 under $50,000",420
11749,"$50,000 under $75,000",280
11749,"$75,000 under $100,000",180
11749,"$100,000 under $200,000",260
11749,"$200,000 or more",50
,,
11751,,"7,710"
11751,"$1 under $25,000",2370
11751,"$25,000 under $50,000",1450
11751,"$50,000 under $75,000",1090
11751,"$75,000 under $100,000",810
11751,"$100,000 under $200,000",1550
11751,"$200,000 or more",440
,,
11752,,"5,240"
11752,"$1 under $25,000",1690
11752,"$25,000 under $50,000",1070
11752,"$50,000 under $75,000",750
11752,"$75,000 under $100,000",550
11752,"$100,000 under $200,000",1050
11752,"$200,000 or more",130
,,
11753,,"6,440"
11753,"$1 under $25,000",1650
11753,"$25,000 under $50,000",720
11753,"$50,000 under $75,000",610
11753,"$75,000 under $100,000",510
11753,"$100,000 under $200,000",1390
11753,"$200,000 or more",1560
,,
11754,,"9,420"
11754,"$1 under $25,000",2720
11754,"$25,000 under $50,000",1550
11754,"$50,000 under $75,000",1160
11754,"$75,000 under $100,000",1040
11754,"$100,000 under $200,000",2240
11754,"$200,000 or more",710
,,
11755,,"6,110"
11755,"$1 under $25,000",1770
11755,"$25,000 under $50,000",1070
11755,"$50,000 under $75,000",810
11755,"$75,000 under $100,000",710
11755,"$100,000 under $200,000",1390
11755,"$200,000 or more",360
,,
11756,,"22,880"
11756,"$1 under $25,000",6980
11756,"$25,000 under $50,000",4410
11756,"$50,000 under $75,000",3380
11756,"$75,000 under $100,000",2730
11756,"$100,000 under $200,000",4760
11756,"$200,000 or more",620
,,
11757,,"23,370"
11757,"$1 under $25,000",8100
11757,"$25,000 under $50,000",4950
11757,"$50,000 under $75,000",3460
11757,"$75,000 under $100,000",2540
11757,"$100,000 under $200,000",3890
11757,"$200,000 or more",430
,,
11758,,"28,390"
11758,"$1 under $25,000",8020
11758,"$25,000 under $50,000",4840
11758,"$50,000 under $75,000",3740
11758,"$75,000 under $100,000",3010
11758,"$100,000 under $200,000",6410
11758,"$200,000 or more",2370
,,
11762,,"11,590"
11762,"$1 under $25,000",3090
11762,"$25,000 under $50,000",1700
11762,"$50,000 under $75,000",1450
11762,"$75,000 under $100,000",1250
11762,"$100,000 under $200,000",3110
11762,"$200,000 or more",990
,,
11763,,"14,530"
11763,"$1 under $25,000",5120
11763,"$25,000 under $50,000",2990
11763,"$50,000 under $75,000",2070
11763,"$75,000 under $100,000",1570
11763,"$100,000 under $200,000",2430
11763,"$200,000 or more",350
,,
11764,,"6,290"
11764,"$1 under $25,000",1770
11764,"$25,000 under $50,000",860
11764,"$50,000 under $75,000",720
11764,"$75,000 under $100,000",620
11764,"$100,000 under $200,000",1680
11764,"$200,000 or more",640
,,
11765,,330
11765,"$1 under $25,000",70
11765,"$25,000 under $50,000",40
11765,"$50,000 under $75,000",30
11765,"$75,000 under $100,000",30
11765,"$100,000 under $200,000",50
11765,"$200,000 or more",110
,,
11766,,"6,170"
11766,"$1 under $25,000",1730
11766,"$25,000 under $50,000",870
11766,"$50,000 under $75,000",680
11766,"$75,000 under $100,000",610
11766,"$100,000 under $200,000",1610
11766,"$200,000 or more",670
,,
11767,,"7,150"
11767,"$1 under $25,000",2050
11767,"$25,000 under $50,000",1060
11767,"$50,000 under $75,000",890
11767,"$75,000 under $100,000",730
11767,"$100,000 under $200,000",1780
11767,"$200,000 or more",640
,,
11768,,"10,870"
11768,"$1 under $25,000",2840
11768,"$25,000 under $50,000",1380
11768,"$50,000 under $75,000",1200
11768,"$75,000 under $100,000",1050
11768,"$100,000 under $200,000",2540
11768,"$200,000 or more",1860
,,
11769,,"5,000"
11769,"$1 under $25,000",1430
11769,"$25,000 under $50,000",790
11769,"$50,000 under $75,000",690
11769,"$75,000 under $100,000",590
11769,"$100,000 under $200,000",1170
11769,"$200,000 or more",330
,,
11771,,"5,150"
11771,"$1 under $25,000",1470
11771,"$25,000 under $50,000",830
11771,"$50,000 under $75,000",630
11771,"$75,000 under $100,000",410
11771,"$100,000 under $200,000",870
11771,"$200,000 or more",940
,,
11772,,"22,370"
11772,"$1 under $25,000",8020
11772,"$25,000 under $50,000",5240
11772,"$50,000 under $75,000",3170
11772,"$75,000 under $100,000",2230
11772,"$100,000 under $200,000",3230
11772,"$200,000 or more",480
,,
11776,,"11,910"
11776,"$1 under $25,000",3980
11776,"$25,000 under $50,000",2360
11776,"$50,000 under $75,000",1580
11776,"$75,000 under $100,000",1300
11776,"$100,000 under $200,000",2260
11776,"$200,000 or more",430
,,
11777,,"4,590"
11777,"$1 under $25,000",1200
11777,"$25,000 under $50,000",740
11777,"$50,000 under $75,000",530
11777,"$75,000 under $100,000",480
11777,"$100,000 under $200,000",1030
11777,"$200,000 or more",610
,,
11778,,"6,080"
11778,"$1 under $25,000",1860
11778,"$25,000 under $50,000",1140
11778,"$50,000 under $75,000",880
11778,"$75,000 under $100,000",750
11778,"$100,000 under $200,000",1240
11778,"$200,000 or more",210
,,
11779,,"19,170"
11779,"$1 under $25,000",5970
11779,"$25,000 under $50,000",3970
11779,"$50,000 under $75,000",2890
11779,"$75,000 under $100,000",2230
11779,"$100,000 under $200,000",3650
11779,"$200,000 or more",460
,,
11780,,"7,640"
11780,"$1 under $25,000",2210
11780,"$25,000 under $50,000",1100
11780,"$50,000 under $75,000",860
11780,"$75,000 under $100,000",730
11780,"$100,000 under $200,000",1650
11780,"$200,000 or more",1090
,,
11782,,"7,990"
11782,"$1 under $25,000",2210
11782,"$25,000 under $50,000",1260
11782,"$50,000 under $75,000",1010
11782,"$75,000 under $100,000",850
11782,"$100,000 under $200,000",1970
11782,"$200,000 or more",690
,,
11783,,"10,930"
11783,"$1 under $25,000",2990
11783,"$25,000 under $50,000",1660
11783,"$50,000 under $75,000",1420
11783,"$75,000 under $100,000",1260
11783,"$100,000 under $200,000",2800
11783,"$200,000 or more",800
,,
11784,,"12,050"
11784,"$1 under $25,000",4050
11784,"$25,000 under $50,000",2610
11784,"$50,000 under $75,000",1840
11784,"$75,000 under $100,000",1360
11784,"$100,000 under $200,000",2000
11784,"$200,000 or more",190
,,
11786,,"3,120"
11786,"$1 under $25,000",910
11786,"$25,000 under $50,000",400
11786,"$50,000 under $75,000",310
11786,"$75,000 under $100,000",300
11786,"$100,000 under $200,000",850
11786,"$200,000 or more",350
,,
11787,,"17,060"
11787,"$1 under $25,000",4580
11787,"$25,000 under $50,000",2480
11787,"$50,000 under $75,000",2040
11787,"$75,000 under $100,000",1780
11787,"$100,000 under $200,000",4390
11787,"$200,000 or more",1790
,,
11788,,"8,480"
11788,"$1 under $25,000",2350
11788,"$25,000 under $50,000",1390
11788,"$50,000 under $75,000",1100
11788,"$75,000 under $100,000",900
11788,"$100,000 under $200,000",2040
11788,"$200,000 or more",700
,,
11789,,"3,720"
11789,"$1 under $25,000",1100
11789,"$25,000 under $50,000",750
11789,"$50,000 under $75,000",540
11789,"$75,000 under $100,000",480
11789,"$100,000 under $200,000",760
11789,"$200,000 or more",90
,,
11790,,"6,710"
11790,"$1 under $25,000",1880
11790,"$25,000 under $50,000",910
11790,"$50,000 under $75,000",680
11790,"$75,000 under $100,000",650
11790,"$100,000 under $200,000",1750
11790,"$200,000 or more",840
,,
11791,,"12,090"
11791,"$1 under $25,000",3180
11791,"$25,000 under $50,000",1430
11791,"$50,000 under $75,000",1260
11791,"$75,000 under $100,000",970
11791,"$100,000 under $200,000",2730
11791,"$200,000 or more",2520
,,
11792,,"4,230"
11792,"$1 under $25,000",1140
11792,"$25,000 under $50,000",650
11792,"$50,000 under $75,000",460
11792,"$75,000 under $100,000",440
11792,"$100,000 under $200,000",1150
11792,"$200,000 or more",390
,,
11793,,"16,580"
11793,"$1 under $25,000",4490
11793,"$25,000 under $50,000",2430
11793,"$50,000 under $75,000",2050
11793,"$75,000 under $100,000",1810
11793,"$100,000 under $200,000",4360
11793,"$200,000 or more",1440
,,
11795,,"13,000"
11795,"$1 under $25,000",3740
11795,"$25,000 under $50,000",2170
11795,"$50,000 under $75,000",1560
11795,"$75,000 under $100,000",1430
11795,"$100,000 under $200,000",3060
11795,"$200,000 or more",1040
,,
11796,,"1,860"
11796,"$1 under $25,000",540
11796,"$25,000 under $50,000",310
11796,"$50,000 under $75,000",240
11796,"$75,000 under $100,000",200
11796,"$100,000 under $200,000",460
11796,"$200,000 or more",110
,,
11797,,"4,600"
11797,"$1 under $25,000",1260
11797,"$25,000 under $50,000",550
11797,"$50,000 under $75,000",420
11797,"$75,000 under $100,000",340
11797,"$100,000 under $200,000",800
11797,"$200,000 or more",1230
,,
11798,,"8,150"
11798,"$1 under $25,000",3790
11798,"$25,000 under $50,000",2280
11798,"$50,000 under $75,000",930
11798,"$75,000 under $100,000",500
11798,"$100,000 under $200,000",570
11798,"$200,000 or more",80
,,
11801,,"21,170"
11801,"$1 under $25,000",6990
11801,"$25,000 under $50,000",4400
11801,"$50,000 under $75,000",3090
11801,"$75,000 under $100,000",2270
11801,"$100,000 under $200,000",3750
11801,"$200,000 or more",670
,,
11803,,"14,190"
11803,"$1 under $25,000",3590
11803,"$25,000 under $50,000",1920
11803,"$50,000 under $75,000",1580
11803,"$75,000 under $100,000",1380
11803,"$100,000 under $200,000",3710
11803,"$200,000 or more",2010
,,
11804,,"2,520"
11804,"$1 under $25,000",640
11804,"$25,000 under $50,000",320
11804,"$50,000 under $75,000",280
11804,"$75,000 under $100,000",250
11804,"$100,000 under $200,000",650
11804,"$200,000 or more",380
,,
11901,,"12,510"
11901,"$1 under $25,000",5350
11901,"$25,000 under $50,000",3180
11901,"$50,000 under $75,000",1600
11901,"$75,000 under $100,000",880
11901,"$100,000 under $200,000",1240
11901,"$200,000 or more",260
,,
11933,,"3,450"
11933,"$1 under $25,000",1210
11933,"$25,000 under $50,000",660
11933,"$50,000 under $75,000",440
11933,"$75,000 under $100,000",370
11933,"$100,000 under $200,000",620
11933,"$200,000 or more",150
,,
11934,,"3,840"
11934,"$1 under $25,000",1160
11934,"$25,000 under $50,000",660
11934,"$50,000 under $75,000",450
11934,"$75,000 under $100,000",420
11934,"$100,000 under $200,000",890
11934,"$200,000 or more",260
,,
11935,,"1,850"
11935,"$1 under $25,000",570
11935,"$25,000 under $50,000",320
11935,"$50,000 under $75,000",230
11935,"$75,000 under $100,000",190
11935,"$100,000 under $200,000",360
11935,"$200,000 or more",180
,,
11937,,"9,010"
11937,"$1 under $25,000",3350
11937,"$25,000 under $50,000",1820
11937,"$50,000 under $75,000",1090
11937,"$75,000 under $100,000",730
11937,"$100,000 under $200,000",1180
11937,"$200,000 or more",840
,,
11939,,510
11939,"$1 under $25,000",160
11939,"$25,000 under $50,000",90
11939,"$50,000 under $75,000",80
11939,"$75,000 under $100,000",60
11939,"$100,000 under $200,000",80
11939,"$200,000 or more",40
,,
11940,,"2,750"
11940,"$1 under $25,000",860
11940,"$25,000 under $50,000",490
11940,"$50,000 under $75,000",330
11940,"$75,000 under $100,000",290
11940,"$100,000 under $200,000",580
11940,"$200,000 or more",200
,,
11941,,"1,310"
11941,"$1 under $25,000",400
11941,"$25,000 under $50,000",200
11941,"$50,000 under $75,000",180
11941,"$75,000 under $100,000",130
11941,"$100,000 under $200,000",310
11941,"$200,000 or more",90
,,
11942,,"2,650"
11942,"$1 under $25,000",960
11942,"$25,000 under $50,000",430
11942,"$50,000 under $75,000",320
11942,"$75,000 under $100,000",250
11942,"$100,000 under $200,000",490
11942,"$200,000 or more",200
,,
11944,,"2,300"
11944,"$1 under $25,000",900
11944,"$25,000 under $50,000",510
11944,"$50,000 under $75,000",280
11944,"$75,000 under $100,000",210
11944,"$100,000 under $200,000",290
11944,"$200,000 or more",110
,,
11946,,"7,390"
11946,"$1 under $25,000",2830
11946,"$25,000 under $50,000",1620
11946,"$50,000 under $75,000",990
11946,"$75,000 under $100,000",650
11946,"$100,000 under $200,000",1010
11946,"$200,000 or more",290
,,
11948,,630
11948,"$1 under $25,000",190
11948,"$25,000 under $50,000",130
11948,"$50,000 under $75,000",80
11948,"$75,000 under $100,000",60
11948,"$100,000 under $200,000",120
11948,"$200,000 or more",50
,,
11949,,"6,930"
11949,"$1 under $25,000",2090
11949,"$25,000 under $50,000",1190
11949,"$50,000 under $75,000",890
11949,"$75,000 under $100,000",680
11949,"$100,000 under $200,000",1620
11949,"$200,000 or more",460
,,
11950,,"7,680"
11950,"$1 under $25,000",3130
11950,"$25,000 under $50,000",1860
11950,"$50,000 under $75,000",1050
11950,"$75,000 under $100,000",740
11950,"$100,000 under $200,000",840
11950,"$200,000 or more",60
,,
11951,,"6,250"
11951,"$1 under $25,000",2600
11951,"$25,000 under $50,000",1500
11951,"$50,000 under $75,000",890
11951,"$75,000 under $100,000",570
11951,"$100,000 under $200,000",640
11951,"$200,000 or more",50
,,
11952,,"2,620"
11952,"$1 under $25,000",850
11952,"$25,000 under $50,000",460
11952,"$50,000 under $75,000",350
11952,"$75,000 under $100,000",280
11952,"$100,000 under $200,000",480
11952,"$200,000 or more",200
,,
11953,,"6,640"
11953,"$1 under $25,000",2140
11953,"$25,000 under $50,000",1480
11953,"$50,000 under $75,000",1100
11953,"$75,000 under $100,000",790
11953,"$100,000 under $200,000",990
11953,"$200,000 or more",140
,,
11954,,"2,740"
11954,"$1 under $25,000",1050
11954,"$25,000 under $50,000",720
11954,"$50,000 under $75,000",300
11954,"$75,000 under $100,000",210
11954,"$100,000 under $200,000",300
11954,"$200,000 or more",160
,,
11955,,"1,760"
11955,"$1 under $25,000",540
11955,"$25,000 under $50,000",400
11955,"$50,000 under $75,000",330
11955,"$75,000 under $100,000",190
11955,"$100,000 under $200,000",250
11955,"$200,000 or more",50
,,
11957,,460
11957,"$1 under $25,000",120
11957,"$25,000 under $50,000",80
11957,"$50,000 under $75,000",60
11957,"$75,000 under $100,000",50
11957,"$100,000 under $200,000",90
11957,"$200,000 or more",60
,,
11958,,490
11958,"$1 under $25,000",170
11958,"$25,000 under $50,000",100
11958,"$50,000 under $75,000",60
11958,"$75,000 under $100,000",50
11958,"$100,000 under $200,000",70
11958,"$200,000 or more",40
,,
11961,,"6,870"
11961,"$1 under $25,000",2420
11961,"$25,000 under $50,000",1460
11961,"$50,000 under $75,000",1000
11961,"$75,000 under $100,000",760
11961,"$100,000 under $200,000",1080
11961,"$200,000 or more",150
,,
11963,,"4,140"
11963,"$1 under $25,000",1350
11963,"$25,000 under $50,000",820
11963,"$50,000 under $75,000",510
11963,"$75,000 under $100,000",370
11963,"$100,000 under $200,000",640
11963,"$200,000 or more",450
,,
11967,,"12,480"
11967,"$1 under $25,000",4570
11967,"$25,000 under $50,000",2910
11967,"$50,000 under $75,000",1820
11967,"$75,000 under $100,000",1280
11967,"$100,000 under $200,000",1770
11967,"$200,000 or more",130
,,
11968,,"5,320"
11968,"$1 under $25,000",1860
11968,"$25,000 under $50,000",1040
11968,"$50,000 under $75,000",660
11968,"$75,000 under $100,000",410
11968,"$100,000 under $200,000",770
11968,"$200,000 or more",580
,,
11971,,"3,100"
11971,"$1 under $25,000",950
11971,"$25,000 under $50,000",560
11971,"$50,000 under $75,000",420
11971,"$75,000 under $100,000",320
11971,"$100,000 under $200,000",610
11971,"$200,000 or more",240
,,
11976,,"1,170"
11976,"$1 under $25,000",340
11976,"$25,000 under $50,000",220
11976,"$50,000 under $75,000",140
11976,"$75,000 under $100,000",80
11976,"$100,000 under $200,000",180
11976,"$200,000 or more",210
,,
11977,,"1,300"
11977,"$1 under $25,000",440
11977,"$25,000 under $50,000",210
11977,"$50,000 under $75,000",140
11977,"$75,000 under $100,000",100
11977,"$100,000 under $200,000",260
11977,"$200,000 or more",150
,,
11978,,"1,940"
11978,"$1 under $25,000",670
11978,"$25,000 under $50,000",420
11978,"$50,000 under $75,000",210
11978,"$75,000 under $100,000",150
11978,"$100,000 under $200,000",300
11978,"$200,000 or more",190
,,
11980,,"2,240"
11980,"$1 under $25,000",590
11980,"$25,000 under $50,000",430
11980,"$50,000 under $75,000",380
11980,"$75,000 under $100,000",310
11980,"$100,000 under $200,000",460
11980,"$200,000 or more",70
,,
12007,,100
12007,"$1 under $25,000",30
12007,"$25,000 under $50,000",20
12007,"$50,000 under $75,000",30
12007,"$75,000 under $100,000",20
12007,"$100,000 under $200,000",**
12007,"$200,000 or more",**
,,
12008,,230
12008,"$1 under $25,000",60
12008,"$25,000 under $50,000",40
12008,"$50,000 under $75,000",30
12008,"$75,000 under $100,000",40
12008,"$100,000 under $200,000",60
12008,"$200,000 or more",**
,,
12009,,"3,720"
12009,"$1 under $25,000",1110
12009,"$25,000 under $50,000",700
12009,"$50,000 under $75,000",540
12009,"$75,000 under $100,000",450
12009,"$100,000 under $200,000",730
12009,"$200,000 or more",190
,,
12010,,"13,180"
12010,"$1 under $25,000",5620
12010,"$25,000 under $50,000",3430
12010,"$50,000 under $75,000",1800
12010,"$75,000 under $100,000",1040
12010,"$100,000 under $200,000",1140
12010,"$200,000 or more",150
,,
12015,,"1,650"
12015,"$1 under $25,000",530
12015,"$25,000 under $50,000",340
12015,"$50,000 under $75,000",260
12015,"$75,000 under $100,000",190
12015,"$100,000 under $200,000",280
12015,"$200,000 or more",50
,,
12017,,170
12017,"$1 under $25,000",50
12017,"$25,000 under $50,000",40
12017,"$50,000 under $75,000",40
12017,"$75,000 under $100,000",**
12017,"$100,000 under $200,000",40
12017,"$200,000 or more",**
,,
12018,,"3,860"
12018,"$1 under $25,000",1110
12018,"$25,000 under $50,000",770
12018,"$50,000 under $75,000",610
12018,"$75,000 under $100,000",490
12018,"$100,000 under $200,000",750
12018,"$200,000 or more",130
,,
12019,,"7,690"
12019,"$1 under $25,000",1980
12019,"$25,000 under $50,000",1280
12019,"$50,000 under $75,000",1130
12019,"$75,000 under $100,000",1010
12019,"$100,000 under $200,000",1870
12019,"$200,000 or more",420
,,
12020,,"15,890"
12020,"$1 under $25,000",5050
12020,"$25,000 under $50,000",3410
12020,"$50,000 under $75,000",2390
12020,"$75,000 under $100,000",1800
12020,"$100,000 under $200,000",2800
12020,"$200,000 or more",440
,,
12022,,380
12022,"$1 under $25,000",150
12022,"$25,000 under $50,000",80
12022,"$50,000 under $75,000",70
12022,"$75,000 under $100,000",40
12022,"$100,000 under $200,000",40
12022,"$200,000 or more",**
,,
12023,,"1,010"
12023,"$1 under $25,000",340
12023,"$25,000 under $50,000",220
12023,"$50,000 under $75,000",170
12023,"$75,000 under $100,000",120
12023,"$100,000 under $200,000",160
12023,"$200,000 or more",**
,,
12025,,"2,700"
12025,"$1 under $25,000",950
12025,"$25,000 under $50,000",680
12025,"$50,000 under $75,000",420
12025,"$75,000 under $100,000",300
12025,"$100,000 under $200,000",310
12025,"$200,000 or more",40
,,
12027,,"2,020"
12027,"$1 under $25,000",560
12027,"$25,000 under $50,000",330
12027,"$50,000 under $75,000",280
12027,"$75,000 under $100,000",250
12027,"$100,000 under $200,000",500
12027,"$200,000 or more",100
,,
12028,,600
12028,"$1 under $25,000",210
12028,"$25,000 under $50,000",150
12028,"$50,000 under $75,000",100
12028,"$75,000 under $100,000",70
12028,"$100,000 under $200,000",70
12028,"$200,000 or more",**
,,
12029,,510
12029,"$1 under $25,000",160
12029,"$25,000 under $50,000",100
12029,"$50,000 under $75,000",80
12029,"$75,000 under $100,000",60
12029,"$100,000 under $200,000",80
12029,"$200,000 or more",30
,,
12031,,110
12031,"$1 under $25,000",40
12031,"$25,000 under $50,000",40
12031,"$50,000 under $75,000",30
12031,"$75,000 under $100,000",**
12031,"$100,000 under $200,000",**
12031,"$200,000 or more",**
,,
12032,,480
12032,"$1 under $25,000",170
12032,"$25,000 under $50,000",130
12032,"$50,000 under $75,000",80
12032,"$75,000 under $100,000",50
12032,"$100,000 under $200,000",50
12032,"$200,000 or more",**
,,
12033,,"4,090"
12033,"$1 under $25,000",1260
12033,"$25,000 under $50,000",860
12033,"$50,000 under $75,000",600
12033,"$75,000 under $100,000",470
12033,"$100,000 under $200,000",780
12033,"$200,000 or more",120
,,
12035,,410
12035,"$1 under $25,000",160
12035,"$25,000 under $50,000",120
12035,"$50,000 under $75,000",50
12035,"$75,000 under $100,000",50
12035,"$100,000 under $200,000",30
12035,"$200,000 or more",**
,,
12037,,"1,730"
12037,"$1 under $25,000",650
12037,"$25,000 under $50,000",400
12037,"$50,000 under $75,000",280
12037,"$75,000 under $100,000",160
12037,"$100,000 under $200,000",180
12037,"$200,000 or more",60
,,
12041,,290
12041,"$1 under $25,000",90
12041,"$25,000 under $50,000",70
12041,"$50,000 under $75,000",50
12041,"$75,000 under $100,000",30
12041,"$100,000 under $200,000",50
12041,"$200,000 or more",**
,,
12042,,220
12042,"$1 under $25,000",60
12042,"$25,000 under $50,000",60
12042,"$50,000 under $75,000",50
12042,"$75,000 under $100,000",30
12042,"$100,000 under $200,000",20
12042,"$200,000 or more",**
,,
12043,,"3,080"
12043,"$1 under $25,000",1220
12043,"$25,000 under $50,000",730
12043,"$50,000 under $75,000",450
12043,"$75,000 under $100,000",290
12043,"$100,000 under $200,000",340
12043,"$200,000 or more",50
,,
12046,,320
12046,"$1 under $25,000",80
12046,"$25,000 under $50,000",80
12046,"$50,000 under $75,000",70
12046,"$75,000 under $100,000",30
12046,"$100,000 under $200,000",60
12046,"$200,000 or more",**
,,
12047,,"9,980"
12047,"$1 under $25,000",3660
12047,"$25,000 under $50,000",2650
12047,"$50,000 under $75,000",1550
12047,"$75,000 under $100,000",860
12047,"$100,000 under $200,000",1060
12047,"$200,000 or more",200
,,
12051,,"1,780"
12051,"$1 under $25,000",620
12051,"$25,000 under $50,000",450
12051,"$50,000 under $75,000",290
12051,"$75,000 under $100,000",180
12051,"$100,000 under $200,000",210
12051,"$200,000 or more",30
,,
12052,,720
12052,"$1 under $25,000",210
12052,"$25,000 under $50,000",180
12052,"$50,000 under $75,000",130
12052,"$75,000 under $100,000",90
12052,"$100,000 under $200,000",110
12052,"$200,000 or more",**
,,
12053,,"2,130"
12053,"$1 under $25,000",620
12053,"$25,000 under $50,000",410
12053,"$50,000 under $75,000",340
12053,"$75,000 under $100,000",300
12053,"$100,000 under $200,000",410
12053,"$200,000 or more",50
,,
12054,,"8,840"
12054,"$1 under $25,000",2200
12054,"$25,000 under $50,000",1430
12054,"$50,000 under $75,000",1280
12054,"$75,000 under $100,000",1080
12054,"$100,000 under $200,000",2120
12054,"$200,000 or more",730
,,
12056,,"1,180"
12056,"$1 under $25,000",350
12056,"$25,000 under $50,000",230
12056,"$50,000 under $75,000",190
12056,"$75,000 under $100,000",150
12056,"$100,000 under $200,000",230
12056,"$200,000 or more",30
,,
12057,,760
12057,"$1 under $25,000",300
12057,"$25,000 under $50,000",200
12057,"$50,000 under $75,000",130
12057,"$75,000 under $100,000",60
12057,"$100,000 under $200,000",70
12057,"$200,000 or more",**
,,
12058,,650
12058,"$1 under $25,000",230
12058,"$25,000 under $50,000",150
12058,"$50,000 under $75,000",120
12058,"$75,000 under $100,000",70
12058,"$100,000 under $200,000",80
12058,"$200,000 or more",**
,,
12059,,830
12059,"$1 under $25,000",240
12059,"$25,000 under $50,000",210
12059,"$50,000 under $75,000",130
12059,"$75,000 under $100,000",90
12059,"$100,000 under $200,000",160
12059,"$200,000 or more",**
,,
12060,,680
12060,"$1 under $25,000",210
12060,"$25,000 under $50,000",140
12060,"$50,000 under $75,000",100
12060,"$75,000 under $100,000",100
12060,"$100,000 under $200,000",100
12060,"$200,000 or more",30
,,
12061,,"4,920"
12061,"$1 under $25,000",1310
12061,"$25,000 under $50,000",990
12061,"$50,000 under $75,000",780
12061,"$75,000 under $100,000",570
12061,"$100,000 under $200,000",1010
12061,"$200,000 or more",260
,,
12062,,840
12062,"$1 under $25,000",250
12062,"$25,000 under $50,000",220
12062,"$50,000 under $75,000",160
12062,"$75,000 under $100,000",90
12062,"$100,000 under $200,000",120
12062,"$200,000 or more",**
,,
12063,,290
12063,"$1 under $25,000",90
12063,"$25,000 under $50,000",60
12063,"$50,000 under $75,000",30
12063,"$75,000 under $100,000",40
12063,"$100,000 under $200,000",70
12063,"$200,000 or more",**
,,
12064,,220
12064,"$1 under $25,000",90
12064,"$25,000 under $50,000",70
12064,"$50,000 under $75,000",30
12064,"$75,000 under $100,000",30
12064,"$100,000 under $200,000",**
12064,"$200,000 or more",0
,,
12065,,"22,140"
12065,"$1 under $25,000",6090
12065,"$25,000 under $50,000",4300
12065,"$50,000 under $75,000",3220
12065,"$75,000 under $100,000",2570
12065,"$100,000 under $200,000",4780
12065,"$200,000 or more",1180
,,
12066,,980
12066,"$1 under $25,000",300
12066,"$25,000 under $50,000",250
12066,"$50,000 under $75,000",170
12066,"$75,000 under $100,000",120
12066,"$100,000 under $200,000",140
12066,"$200,000 or more",**
,,
12067,,780
12067,"$1 under $25,000",230
12067,"$25,000 under $50,000",160
12067,"$50,000 under $75,000",150
12067,"$75,000 under $100,000",90
12067,"$100,000 under $200,000",150
12067,"$200,000 or more",**
,,
12068,,"1,380"
12068,"$1 under $25,000",500
12068,"$25,000 under $50,000",390
12068,"$50,000 under $75,000",240
12068,"$75,000 under $100,000",120
12068,"$100,000 under $200,000",130
12068,"$200,000 or more",**
,,
12070,,640
12070,"$1 under $25,000",220
12070,"$25,000 under $50,000",160
12070,"$50,000 under $75,000",90
12070,"$75,000 under $100,000",70
12070,"$100,000 under $200,000",80
12070,"$200,000 or more",20
,,
12071,,120
12071,"$1 under $25,000",40
12071,"$25,000 under $50,000",40
12071,"$50,000 under $75,000",20
12071,"$75,000 under $100,000",20
12071,"$100,000 under $200,000",**
12071,"$200,000 or more",**
,,
12072,,"1,180"
12072,"$1 under $25,000",390
12072,"$25,000 under $50,000",330
12072,"$50,000 under $75,000",200
12072,"$75,000 under $100,000",130
