"ZIP
code [1]",Size of adjusted gross income,Number of returns
14041,"$100,000 under $200,000",**
14041,"$200,000 or more",**
,,
14042,,"1,690"
14042,"$1 under $25,000",700
14042,"$25,000 under $50,000",470
14042,"$50,000 under $75,000",280
14042,"$75,000 under $100,000",150
14042,"$100,000 under $200,000",90
14042,"$200,000 or more",**
,,
14043,,"12,980"
14043,"$1 under $25,000",4770
14043,"$25,000 under $50,000",3540
14043,"$50,000 under $75,000",2210
14043,"$75,000 under $100,000",1280
14043,"$100,000 under $200,000",1090
14043,"$200,000 or more",90
,,
14047,,"3,180"
14047,"$1 under $25,000",1130
14047,"$25,000 under $50,000",740
14047,"$50,000 under $75,000",480
14047,"$75,000 under $100,000",380
14047,"$100,000 under $200,000",400
14047,"$200,000 or more",50
,,
14048,,"6,440"
14048,"$1 under $25,000",3090
14048,"$25,000 under $50,000",1670
14048,"$50,000 under $75,000",810
14048,"$75,000 under $100,000",470
14048,"$100,000 under $200,000",360
14048,"$200,000 or more",40
,,
14051,,"10,020"
14051,"$1 under $25,000",2920
14051,"$25,000 under $50,000",1360
14051,"$50,000 under $75,000",1040
14051,"$75,000 under $100,000",1140
14051,"$100,000 under $200,000",2420
14051,"$200,000 or more",1140
,,
14052,,"8,970"
14052,"$1 under $25,000",2890
14052,"$25,000 under $50,000",1710
14052,"$50,000 under $75,000",1190
14052,"$75,000 under $100,000",1010
14052,"$100,000 under $200,000",1650
14052,"$200,000 or more",520
,,
14054,,610
14054,"$1 under $25,000",200
14054,"$25,000 under $50,000",170
14054,"$50,000 under $75,000",110
14054,"$75,000 under $100,000",60
14054,"$100,000 under $200,000",70
14054,"$200,000 or more",**
,,
14055,,720
14055,"$1 under $25,000",260
14055,"$25,000 under $50,000",150
14055,"$50,000 under $75,000",130
14055,"$75,000 under $100,000",90
14055,"$100,000 under $200,000",90
14055,"$200,000 or more",**
,,
14057,,"4,170"
14057,"$1 under $25,000",1470
14057,"$25,000 under $50,000",900
14057,"$50,000 under $75,000",630
14057,"$75,000 under $100,000",450
14057,"$100,000 under $200,000",630
14057,"$200,000 or more",90
,,
14058,,"1,060"
14058,"$1 under $25,000",370
14058,"$25,000 under $50,000",270
14058,"$50,000 under $75,000",170
14058,"$75,000 under $100,000",120
14058,"$100,000 under $200,000",130
14058,"$200,000 or more",**
,,
14059,,"4,960"
14059,"$1 under $25,000",1570
14059,"$25,000 under $50,000",970
14059,"$50,000 under $75,000",690
14059,"$75,000 under $100,000",640
14059,"$100,000 under $200,000",870
14059,"$200,000 or more",220
,,
14060,,180
14060,"$1 under $25,000",70
14060,"$25,000 under $50,000",60
14060,"$50,000 under $75,000",30
14060,"$75,000 under $100,000",20
14060,"$100,000 under $200,000",**
14060,"$200,000 or more",**
,,
14062,,"1,530"
14062,"$1 under $25,000",590
14062,"$25,000 under $50,000",400
14062,"$50,000 under $75,000",250
14062,"$75,000 under $100,000",170
14062,"$100,000 under $200,000",120
14062,"$200,000 or more",**
,,
14063,,"5,110"
14063,"$1 under $25,000",1940
14063,"$25,000 under $50,000",1100
14063,"$50,000 under $75,000",760
14063,"$75,000 under $100,000",570
14063,"$100,000 under $200,000",650
14063,"$200,000 or more",90
,,
14065,,770
14065,"$1 under $25,000",290
14065,"$25,000 under $50,000",230
14065,"$50,000 under $75,000",140
14065,"$75,000 under $100,000",70
14065,"$100,000 under $200,000",40
14065,"$200,000 or more",**
,,
14066,,490
14066,"$1 under $25,000",190
14066,"$25,000 under $50,000",130
14066,"$50,000 under $75,000",90
14066,"$75,000 under $100,000",50
14066,"$100,000 under $200,000",30
14066,"$200,000 or more",**
,,
14067,,"2,400"
14067,"$1 under $25,000",870
14067,"$25,000 under $50,000",610
14067,"$50,000 under $75,000",380
14067,"$75,000 under $100,000",280
14067,"$100,000 under $200,000",260
14067,"$200,000 or more",**
,,
14068,,"3,580"
14068,"$1 under $25,000",1140
14068,"$25,000 under $50,000",580
14068,"$50,000 under $75,000",440
14068,"$75,000 under $100,000",400
14068,"$100,000 under $200,000",760
14068,"$200,000 or more",260
,,
14069,,450
14069,"$1 under $25,000",130
14069,"$25,000 under $50,000",130
14069,"$50,000 under $75,000",60
14069,"$75,000 under $100,000",60
14069,"$100,000 under $200,000",70
14069,"$200,000 or more",**
,,
14070,,"2,300"
14070,"$1 under $25,000",930
14070,"$25,000 under $50,000",650
14070,"$50,000 under $75,000",350
14070,"$75,000 under $100,000",200
14070,"$100,000 under $200,000",170
14070,"$200,000 or more",**
,,
14072,,"10,580"
14072,"$1 under $25,000",3270
14072,"$25,000 under $50,000",2070
14072,"$50,000 under $75,000",1420
14072,"$75,000 under $100,000",1350
14072,"$100,000 under $200,000",1980
14072,"$200,000 or more",490
,,
14075,,"22,270"
14075,"$1 under $25,000",7680
14075,"$25,000 under $50,000",4800
14075,"$50,000 under $75,000",3310
14075,"$75,000 under $100,000",2590
14075,"$100,000 under $200,000",3310
14075,"$200,000 or more",580
,,
14080,,"2,130"
14080,"$1 under $25,000",690
14080,"$25,000 under $50,000",490
14080,"$50,000 under $75,000",380
14080,"$75,000 under $100,000",260
14080,"$100,000 under $200,000",280
14080,"$200,000 or more",30
,,
14081,,"1,220"
14081,"$1 under $25,000",530
14081,"$25,000 under $50,000",330
14081,"$50,000 under $75,000",190
14081,"$75,000 under $100,000",70
14081,"$100,000 under $200,000",100
14081,"$200,000 or more",**
,,
14082,,230
14082,"$1 under $25,000",70
14082,"$25,000 under $50,000",70
14082,"$50,000 under $75,000",50
14082,"$75,000 under $100,000",40
14082,"$100,000 under $200,000",**
14082,"$200,000 or more",**
,,
14085,,"3,740"
14085,"$1 under $25,000",1070
14085,"$25,000 under $50,000",670
14085,"$50,000 under $75,000",570
14085,"$75,000 under $100,000",530
14085,"$100,000 under $200,000",790
14085,"$200,000 or more",110
,,
14086,,"17,210"
14086,"$1 under $25,000",5620
14086,"$25,000 under $50,000",3360
14086,"$50,000 under $75,000",2430
14086,"$75,000 under $100,000",2080
14086,"$100,000 under $200,000",3220
14086,"$200,000 or more",500
,,
14091,,590
14091,"$1 under $25,000",230
14091,"$25,000 under $50,000",170
14091,"$50,000 under $75,000",90
14091,"$75,000 under $100,000",50
14091,"$100,000 under $200,000",50
14091,"$200,000 or more",**
,,
14092,,"5,680"
14092,"$1 under $25,000",1850
14092,"$25,000 under $50,000",1180
14092,"$50,000 under $75,000",840
14092,"$75,000 under $100,000",670
14092,"$100,000 under $200,000",920
14092,"$200,000 or more",220
,,
14094,,"24,480"
14094,"$1 under $25,000",9440
14094,"$25,000 under $50,000",6180
14094,"$50,000 under $75,000",3540
14094,"$75,000 under $100,000",2350
14094,"$100,000 under $200,000",2640
14094,"$200,000 or more",330
,,
14098,,"1,340"
14098,"$1 under $25,000",550
14098,"$25,000 under $50,000",350
14098,"$50,000 under $75,000",190
14098,"$75,000 under $100,000",130
14098,"$100,000 under $200,000",120
14098,"$200,000 or more",**
,,
14101,,820
14101,"$1 under $25,000",350
14101,"$25,000 under $50,000",230
14101,"$50,000 under $75,000",120
14101,"$75,000 under $100,000",70
14101,"$100,000 under $200,000",50
14101,"$200,000 or more",**
,,
14102,,670
14102,"$1 under $25,000",240
14102,"$25,000 under $50,000",130
14102,"$50,000 under $75,000",90
14102,"$75,000 under $100,000",80
14102,"$100,000 under $200,000",130
14102,"$200,000 or more",**
,,
14103,,"4,930"
14103,"$1 under $25,000",2120
14103,"$25,000 under $50,000",1320
14103,"$50,000 under $75,000",690
14103,"$75,000 under $100,000",400
14103,"$100,000 under $200,000",360
14103,"$200,000 or more",40
,,
14105,,"2,130"
14105,"$1 under $25,000",800
14105,"$25,000 under $50,000",570
14105,"$50,000 under $75,000",350
14105,"$75,000 under $100,000",210
14105,"$100,000 under $200,000",180
14105,"$200,000 or more",20
,,
14108,,"2,790"
14108,"$1 under $25,000",1020
14108,"$25,000 under $50,000",740
14108,"$50,000 under $75,000",450
14108,"$75,000 under $100,000",290
14108,"$100,000 under $200,000",260
14108,"$200,000 or more",30
,,
14111,,"1,590"
14111,"$1 under $25,000",610
14111,"$25,000 under $50,000",390
14111,"$50,000 under $75,000",260
14111,"$75,000 under $100,000",170
14111,"$100,000 under $200,000",160
14111,"$200,000 or more",**
,,
14113,,400
14113,"$1 under $25,000",130
14113,"$25,000 under $50,000",110
14113,"$50,000 under $75,000",80
14113,"$75,000 under $100,000",50
14113,"$100,000 under $200,000",30
14113,"$200,000 or more",**
,,
14120,,"22,520"
14120,"$1 under $25,000",8360
14120,"$25,000 under $50,000",5410
14120,"$50,000 under $75,000",3270
14120,"$75,000 under $100,000",2380
14120,"$100,000 under $200,000",2770
14120,"$200,000 or more",330
,,
14125,,"1,760"
14125,"$1 under $25,000",670
14125,"$25,000 under $50,000",470
14125,"$50,000 under $75,000",270
14125,"$75,000 under $100,000",180
14125,"$100,000 under $200,000",170
14125,"$200,000 or more",**
,,
14127,,"15,640"
14127,"$1 under $25,000",4870
14127,"$25,000 under $50,000",2830
14127,"$50,000 under $75,000",2050
14127,"$75,000 under $100,000",1650
14127,"$100,000 under $200,000",2980
14127,"$200,000 or more",1260
,,
14129,,570
14129,"$1 under $25,000",180
14129,"$25,000 under $50,000",180
14129,"$50,000 under $75,000",90
14129,"$75,000 under $100,000",80
14129,"$100,000 under $200,000",40
14129,"$200,000 or more",**
,,
14131,,"2,550"
14131,"$1 under $25,000",910
14131,"$25,000 under $50,000",630
14131,"$50,000 under $75,000",400
14131,"$75,000 under $100,000",270
14131,"$100,000 under $200,000",310
14131,"$200,000 or more",30
,,
14132,,"2,910"
14132,"$1 under $25,000",1050
14132,"$25,000 under $50,000",710
14132,"$50,000 under $75,000",480
14132,"$75,000 under $100,000",290
14132,"$100,000 under $200,000",360
14132,"$200,000 or more",20
,,
14134,,150
14134,"$1 under $25,000",60
14134,"$25,000 under $50,000",40
14134,"$50,000 under $75,000",20
14134,"$75,000 under $100,000",30
14134,"$100,000 under $200,000",**
14134,"$200,000 or more",**
,,
14136,,"2,310"
14136,"$1 under $25,000",960
14136,"$25,000 under $50,000",570
14136,"$50,000 under $75,000",360
14136,"$75,000 under $100,000",220
14136,"$100,000 under $200,000",170
14136,"$200,000 or more",30
,,
14138,,850
14138,"$1 under $25,000",360
14138,"$25,000 under $50,000",220
14138,"$50,000 under $75,000",140
14138,"$75,000 under $100,000",70
14138,"$100,000 under $200,000",60
14138,"$200,000 or more",**
,,
14139,,"1,180"
14139,"$1 under $25,000",420
14139,"$25,000 under $50,000",230
14139,"$50,000 under $75,000",180
14139,"$75,000 under $100,000",140
14139,"$100,000 under $200,000",180
14139,"$200,000 or more",30
,,
14141,,"3,730"
14141,"$1 under $25,000",1450
14141,"$25,000 under $50,000",890
14141,"$50,000 under $75,000",610
14141,"$75,000 under $100,000",370
14141,"$100,000 under $200,000",360
14141,"$200,000 or more",50
,,
14143,,670
14143,"$1 under $25,000",230
14143,"$25,000 under $50,000",180
14143,"$50,000 under $75,000",110
14143,"$75,000 under $100,000",90
14143,"$100,000 under $200,000",60
14143,"$200,000 or more",**
,,
14145,,770
14145,"$1 under $25,000",250
14145,"$25,000 under $50,000",210
14145,"$50,000 under $75,000",130
14145,"$75,000 under $100,000",100
14145,"$100,000 under $200,000",80
14145,"$200,000 or more",**
,,
14150,,"22,070"
14150,"$1 under $25,000",8370
14150,"$25,000 under $50,000",6060
14150,"$50,000 under $75,000",3580
14150,"$75,000 under $100,000",2200
14150,"$100,000 under $200,000",1740
14150,"$200,000 or more",120
,,
14167,,800
14167,"$1 under $25,000",260
14167,"$25,000 under $50,000",210
14167,"$50,000 under $75,000",150
14167,"$75,000 under $100,000",100
14167,"$100,000 under $200,000",80
14167,"$200,000 or more",**
,,
14170,,"1,260"
14170,"$1 under $25,000",370
14170,"$25,000 under $50,000",290
14170,"$50,000 under $75,000",200
14170,"$75,000 under $100,000",170
14170,"$100,000 under $200,000",190
14170,"$200,000 or more",40
,,
14171,,960
14171,"$1 under $25,000",370
14171,"$25,000 under $50,000",260
14171,"$50,000 under $75,000",160
14171,"$75,000 under $100,000",80
14171,"$100,000 under $200,000",90
14171,"$200,000 or more",**
,,
14172,,"1,620"
14172,"$1 under $25,000",600
14172,"$25,000 under $50,000",350
14172,"$50,000 under $75,000",240
14172,"$75,000 under $100,000",200
14172,"$100,000 under $200,000",200
14172,"$200,000 or more",30
,,
14174,,"2,900"
14174,"$1 under $25,000",990
14174,"$25,000 under $50,000",580
14174,"$50,000 under $75,000",420
14174,"$75,000 under $100,000",330
14174,"$100,000 under $200,000",460
14174,"$200,000 or more",120
,,
14201,,"4,580"
14201,"$1 under $25,000",2580
14201,"$25,000 under $50,000",1140
14201,"$50,000 under $75,000",420
14201,"$75,000 under $100,000",190
14201,"$100,000 under $200,000",190
14201,"$200,000 or more",60
,,
14202,,"1,690"
14202,"$1 under $25,000",710
14202,"$25,000 under $50,000",390
14202,"$50,000 under $75,000",150
14202,"$75,000 under $100,000",110
14202,"$100,000 under $200,000",170
14202,"$200,000 or more",160
,,
14203,,730
14203,"$1 under $25,000",320
14203,"$25,000 under $50,000",190
14203,"$50,000 under $75,000",80
14203,"$75,000 under $100,000",60
14203,"$100,000 under $200,000",60
14203,"$200,000 or more",20
,,
14204,,"3,270"
14204,"$1 under $25,000",2020
14204,"$25,000 under $50,000",740
14204,"$50,000 under $75,000",290
14204,"$75,000 under $100,000",130
14204,"$100,000 under $200,000",90
14204,"$200,000 or more",**
,,
14206,,"9,490"
14206,"$1 under $25,000",4790
14206,"$25,000 under $50,000",2790
14206,"$50,000 under $75,000",1130
14206,"$75,000 under $100,000",500
14206,"$100,000 under $200,000",280
14206,"$200,000 or more",**
,,
14207,,"9,310"
14207,"$1 under $25,000",5770
14207,"$25,000 under $50,000",2400
14207,"$50,000 under $75,000",720
14207,"$75,000 under $100,000",270
14207,"$100,000 under $200,000",150
14207,"$200,000 or more",**
,,
14208,,"3,640"
14208,"$1 under $25,000",2170
14208,"$25,000 under $50,000",980
14208,"$50,000 under $75,000",310
14208,"$75,000 under $100,000",110
14208,"$100,000 under $200,000",70
14208,"$200,000 or more",**
,,
14209,,"3,470"
14209,"$1 under $25,000",1490
14209,"$25,000 under $50,000",930
14209,"$50,000 under $75,000",430
14209,"$75,000 under $100,000",200
14209,"$100,000 under $200,000",260
14209,"$200,000 or more",160
,,
14210,,"6,330"
14210,"$1 under $25,000",3330
14210,"$25,000 under $50,000",1850
14210,"$50,000 under $75,000",710
14210,"$75,000 under $100,000",280
14210,"$100,000 under $200,000",160
14210,"$200,000 or more",**
,,
14211,,"8,600"
14211,"$1 under $25,000",5600
14211,"$25,000 under $50,000",2100
14211,"$50,000 under $75,000",580
14211,"$75,000 under $100,000",210
14211,"$100,000 under $200,000",110
14211,"$200,000 or more",**
,,
14212,,"4,150"
14212,"$1 under $25,000",2540
14212,"$25,000 under $50,000",1050
14212,"$50,000 under $75,000",330
14212,"$75,000 under $100,000",150
14212,"$100,000 under $200,000",80
14212,"$200,000 or more",**
,,
14213,,"9,060"
14213,"$1 under $25,000",5870
14213,"$25,000 under $50,000",2130
14213,"$50,000 under $75,000",600
14213,"$75,000 under $100,000",260
14213,"$100,000 under $200,000",170
14213,"$200,000 or more",30
,,
14214,,"7,600"
14214,"$1 under $25,000",3500
14214,"$25,000 under $50,000",1830
14214,"$50,000 under $75,000",860
14214,"$75,000 under $100,000",510
14214,"$100,000 under $200,000",710
14214,"$200,000 or more",190
,,
14215,,"16,580"
14215,"$1 under $25,000",9340
14215,"$25,000 under $50,000",4560
14215,"$50,000 under $75,000",1550
14215,"$75,000 under $100,000",670
14215,"$100,000 under $200,000",430
14215,"$200,000 or more",30
,,
14216,,"11,260"
14216,"$1 under $25,000",4290
14216,"$25,000 under $50,000",3190
14216,"$50,000 under $75,000",1690
14216,"$75,000 under $100,000",840
14216,"$100,000 under $200,000",960
14216,"$200,000 or more",290
,,
14217,,"11,710"
14217,"$1 under $25,000",4270
14217,"$25,000 under $50,000",3160
14217,"$50,000 under $75,000",1930
14217,"$75,000 under $100,000",1230
14217,"$100,000 under $200,000",1000
14217,"$200,000 or more",120
,,
14218,,"8,900"
14218,"$1 under $25,000",4260
14218,"$25,000 under $50,000",2510
14218,"$50,000 under $75,000",1180
14218,"$75,000 under $100,000",540
14218,"$100,000 under $200,000",390
14218,"$200,000 or more",20
,,
14219,,"6,140"
14219,"$1 under $25,000",2440
14219,"$25,000 under $50,000",1750
14219,"$50,000 under $75,000",980
14219,"$75,000 under $100,000",530
14219,"$100,000 under $200,000",410
14219,"$200,000 or more",30
,,
14220,,"11,640"
14220,"$1 under $25,000",4810
14220,"$25,000 under $50,000",3320
14220,"$50,000 under $75,000",1690
14220,"$75,000 under $100,000",930
14220,"$100,000 under $200,000",850
14220,"$200,000 or more",40
,,
14221,,"27,280"
14221,"$1 under $25,000",8290
14221,"$25,000 under $50,000",4710
14221,"$50,000 under $75,000",3820
14221,"$75,000 under $100,000",3210
14221,"$100,000 under $200,000",5240
14221,"$200,000 or more",2010
,,
14222,,"6,020"
14222,"$1 under $25,000",1970
14222,"$25,000 under $50,000",1620
14222,"$50,000 under $75,000",910
14222,"$75,000 under $100,000",470
14222,"$100,000 under $200,000",680
14222,"$200,000 or more",370
,,
14223,,"12,400"
14223,"$1 under $25,000",4360
14223,"$25,000 under $50,000",3080
14223,"$50,000 under $75,000",2080
14223,"$75,000 under $100,000",1440
14223,"$100,000 under $200,000",1330
14223,"$200,000 or more",110
,,
14224,,"21,400"
14224,"$1 under $25,000",7380
14224,"$25,000 under $50,000",5140
14224,"$50,000 under $75,000",3450
14224,"$75,000 under $100,000",2540
14224,"$100,000 under $200,000",2640
14224,"$200,000 or more",250
,,
14225,,"17,630"
14225,"$1 under $25,000",7090
14225,"$25,000 under $50,000",5190
14225,"$50,000 under $75,000",2870
14225,"$75,000 under $100,000",1470
14225,"$100,000 under $200,000",970
14225,"$200,000 or more",40
,,
14226,,"14,510"
14226,"$1 under $25,000",4950
14226,"$25,000 under $50,000",3060
14226,"$50,000 under $75,000",2180
14226,"$75,000 under $100,000",1550
14226,"$100,000 under $200,000",2050
14226,"$200,000 or more",720
,,
14227,,"11,990"
14227,"$1 under $25,000",4310
14227,"$25,000 under $50,000",3310
14227,"$50,000 under $75,000",2040
14227,"$75,000 under $100,000",1210
14227,"$100,000 under $200,000",1060
14227,"$200,000 or more",60
,,
14228,,"9,180"
14228,"$1 under $25,000",3470
14228,"$25,000 under $50,000",2020
14228,"$50,000 under $75,000",1250
14228,"$75,000 under $100,000",970
14228,"$100,000 under $200,000",1180
14228,"$200,000 or more",290
,,
14301,,"5,110"
14301,"$1 under $25,000",3110
14301,"$25,000 under $50,000",1310
14301,"$50,000 under $75,000",410
14301,"$75,000 under $100,000",160
14301,"$100,000 under $200,000",120
14301,"$200,000 or more",**
,,
14303,,"2,430"
14303,"$1 under $25,000",1480
14303,"$25,000 under $50,000",610
14303,"$50,000 under $75,000",210
14303,"$75,000 under $100,000",80
14303,"$100,000 under $200,000",50
14303,"$200,000 or more",**
,,
14304,,"15,250"
14304,"$1 under $25,000",6420
14304,"$25,000 under $50,000",3930
14304,"$50,000 under $75,000",2260
14304,"$75,000 under $100,000",1320
14304,"$100,000 under $200,000",1220
14304,"$200,000 or more",100
,,
14305,,"7,330"
14305,"$1 under $25,000",3800
14305,"$25,000 under $50,000",1770
14305,"$50,000 under $75,000",860
14305,"$75,000 under $100,000",440
14305,"$100,000 under $200,000",420
14305,"$200,000 or more",40
,,
14411,,"5,480"
14411,"$1 under $25,000",2380
14411,"$25,000 under $50,000",1450
14411,"$50,000 under $75,000",790
14411,"$75,000 under $100,000",440
14411,"$100,000 under $200,000",390
14411,"$200,000 or more",30
,,
14414,,"3,480"
14414,"$1 under $25,000",1250
14414,"$25,000 under $50,000",850
14414,"$50,000 under $75,000",510
14414,"$75,000 under $100,000",340
14414,"$100,000 under $200,000",480
14414,"$200,000 or more",50
,,
14416,,"1,910"
14416,"$1 under $25,000",690
14416,"$25,000 under $50,000",470
14416,"$50,000 under $75,000",280
14416,"$75,000 under $100,000",240
14416,"$100,000 under $200,000",230
14416,"$200,000 or more",**
,,
14418,,570
14418,"$1 under $25,000",230
14418,"$25,000 under $50,000",120
14418,"$50,000 under $75,000",100
14418,"$75,000 under $100,000",60
14418,"$100,000 under $200,000",60
14418,"$200,000 or more",**
,,
14420,,"7,610"
14420,"$1 under $25,000",2830
14420,"$25,000 under $50,000",1690
14420,"$50,000 under $75,000",1180
14420,"$75,000 under $100,000",820
14420,"$100,000 under $200,000",990
14420,"$200,000 or more",100
,,
14422,,"1,100"
14422,"$1 under $25,000",390
14422,"$25,000 under $50,000",280
14422,"$50,000 under $75,000",180
14422,"$75,000 under $100,000",110
14422,"$100,000 under $200,000",120
14422,"$200,000 or more",20
,,
14423,,"2,330"
14423,"$1 under $25,000",850
14423,"$25,000 under $50,000",550
14423,"$50,000 under $75,000",370
14423,"$75,000 under $100,000",260
14423,"$100,000 under $200,000",270
14423,"$200,000 or more",30
,,
14424,,"13,380"
14424,"$1 under $25,000",5000
14424,"$25,000 under $50,000",3030
14424,"$50,000 under $75,000",1890
14424,"$75,000 under $100,000",1280
14424,"$100,000 under $200,000",1710
14424,"$200,000 or more",470
,,
14425,,"5,800"
14425,"$1 under $25,000",2040
14425,"$25,000 under $50,000",1340
14425,"$50,000 under $75,000",940
14425,"$75,000 under $100,000",640
14425,"$100,000 under $200,000",750
14425,"$200,000 or more",90
,,
14427,,920
14427,"$1 under $25,000",350
14427,"$25,000 under $50,000",230
14427,"$50,000 under $75,000",170
14427,"$75,000 under $100,000",90
14427,"$100,000 under $200,000",80
14427,"$200,000 or more",**
,,
14428,,"4,440"
14428,"$1 under $25,000",1460
14428,"$25,000 under $50,000",950
14428,"$50,000 under $75,000",720
14428,"$75,000 under $100,000",540
14428,"$100,000 under $200,000",690
14428,"$200,000 or more",80
,,
14432,,"2,640"
14432,"$1 under $25,000",1010
14432,"$25,000 under $50,000",690
14432,"$50,000 under $75,000",410
14432,"$75,000 under $100,000",270
14432,"$100,000 under $200,000",260
14432,"$200,000 or more",**
,,
14433,,"1,990"
14433,"$1 under $25,000",810
14433,"$25,000 under $50,000",590
14433,"$50,000 under $75,000",290
14433,"$75,000 under $100,000",160
14433,"$100,000 under $200,000",140
14433,"$200,000 or more",**
,,
14435,,"1,450"
14435,"$1 under $25,000",460
14435,"$25,000 under $50,000",350
14435,"$50,000 under $75,000",230
14435,"$75,000 under $100,000",160
14435,"$100,000 under $200,000",210
14435,"$200,000 or more",40
,,
14437,,"4,350"
14437,"$1 under $25,000",1780
14437,"$25,000 under $50,000",1150
14437,"$50,000 under $75,000",650
14437,"$75,000 under $100,000",390
14437,"$100,000 under $200,000",340
14437,"$200,000 or more",40
,,
14441,,170
14441,"$1 under $25,000",80
14441,"$25,000 under $50,000",40
14441,"$50,000 under $75,000",20
14441,"$75,000 under $100,000",30
14441,"$100,000 under $200,000",**
14441,"$200,000 or more",**
,,
14445,,"4,090"
14445,"$1 under $25,000",1710
14445,"$25,000 under $50,000",1190
14445,"$50,000 under $75,000",610
14445,"$75,000 under $100,000",290
14445,"$100,000 under $200,000",250
14445,"$200,000 or more",40
,,
14450,,"21,470"
14450,"$1 under $25,000",6570
14450,"$25,000 under $50,000",3820
14450,"$50,000 under $75,000",2800
14450,"$75,000 under $100,000",2560
14450,"$100,000 under $200,000",4520
14450,"$200,000 or more",1200
,,
14454,,"2,970"
14454,"$1 under $25,000",1000
14454,"$25,000 under $50,000",590
14454,"$50,000 under $75,000",460
14454,"$75,000 under $100,000",330
14454,"$100,000 under $200,000",490
14454,"$200,000 or more",100
,,
14456,,"8,870"
14456,"$1 under $25,000",4000
14456,"$25,000 under $50,000",2130
14456,"$50,000 under $75,000",1130
14456,"$75,000 under $100,000",680
14456,"$100,000 under $200,000",780
14456,"$200,000 or more",150
,,
14462,,290
14462,"$1 under $25,000",90
14462,"$25,000 under $50,000",80
14462,"$50,000 under $75,000",50
14462,"$75,000 under $100,000",40
14462,"$100,000 under $200,000",30
14462,"$200,000 or more",**
,,
14464,,"3,460"
14464,"$1 under $25,000",1300
14464,"$25,000 under $50,000",880
14464,"$50,000 under $75,000",540
14464,"$75,000 under $100,000",380
14464,"$100,000 under $200,000",330
14464,"$200,000 or more",30
,,
14466,,850
14466,"$1 under $25,000",330
14466,"$25,000 under $50,000",200
14466,"$50,000 under $75,000",130
14466,"$75,000 under $100,000",100
14466,"$100,000 under $200,000",90
14466,"$200,000 or more",**
,,
14467,,"4,780"
14467,"$1 under $25,000",1750
14467,"$25,000 under $50,000",1110
14467,"$50,000 under $75,000",730
14467,"$75,000 under $100,000",520
14467,"$100,000 under $200,000",580
14467,"$200,000 or more",90
,,
14468,,"9,310"
14468,"$1 under $25,000",3110
14468,"$25,000 under $50,000",2060
14468,"$50,000 under $75,000",1490
14468,"$75,000 under $100,000",1150
14468,"$100,000 under $200,000",1330
14468,"$200,000 or more",170
,,
14469,,"2,960"
14469,"$1 under $25,000",1100
14469,"$25,000 under $50,000",680
14469,"$50,000 under $75,000",450
14469,"$75,000 under $100,000",330
14469,"$100,000 under $200,000",350
14469,"$200,000 or more",50
,,
14470,,"3,740"
14470,"$1 under $25,000",1450
14470,"$25,000 under $50,000",1010
14470,"$50,000 under $75,000",620
14470,"$75,000 under $100,000",340
14470,"$100,000 under $200,000",300
14470,"$200,000 or more",20
,,
14471,,"1,410"
14471,"$1 under $25,000",530
14471,"$25,000 under $50,000",340
14471,"$50,000 under $75,000",220
14471,"$75,000 under $100,000",140
14471,"$100,000 under $200,000",150
14471,"$200,000 or more",30
,,
14472,,"4,280"
14472,"$1 under $25,000",1370
14472,"$25,000 under $50,000",680
14472,"$50,000 under $75,000",520
14472,"$75,000 under $100,000",380
14472,"$100,000 under $200,000",890
14472,"$200,000 or more",440
,,
14475,,180
14475,"$1 under $25,000",60
14475,"$25,000 under $50,000",50
14475,"$50,000 under $75,000",**
14475,"$75,000 under $100,000",30
14475,"$100,000 under $200,000",40
14475,"$200,000 or more",**
,,
14476,,"1,040"
14476,"$1 under $25,000",360
14476,"$25,000 under $50,000",270
14476,"$50,000 under $75,000",190
14476,"$75,000 under $100,000",100
14476,"$100,000 under $200,000",120
14476,"$200,000 or more",**
,,
14477,,760
14477,"$1 under $25,000",280
14477,"$25,000 under $50,000",200
14477,"$50,000 under $75,000",120
14477,"$75,000 under $100,000",80
14477,"$100,000 under $200,000",80
14477,"$200,000 or more",**
,,
14478,,460
14478,"$1 under $25,000",160
14478,"$25,000 under $50,000",90
14478,"$50,000 under $75,000",80
14478,"$75,000 under $100,000",40
14478,"$100,000 under $200,000",90
14478,"$200,000 or more",**
,,
14480,,460
14480,"$1 under $25,000",200
14480,"$25,000 under $50,000",120
14480,"$50,000 under $75,000",60
14480,"$75,000 under $100,000",40
14480,"$100,000 under $200,000",40
14480,"$200,000 or more",**
,,
14481,,890
14481,"$1 under $25,000",320
14481,"$25,000 under $50,000",230
14481,"$50,000 under $75,000",160
14481,"$75,000 under $100,000",90
14481,"$100,000 under $200,000",90
14481,"$200,000 or more",**
,,
14482,,"4,050"
14482,"$1 under $25,000",1530
14482,"$25,000 under $50,000",1050
14482,"$50,000 under $75,000",610
14482,"$75,000 under $100,000",400
14482,"$100,000 under $200,000",400
14482,"$200,000 or more",60
,,
14485,,"1,980"
14485,"$1 under $25,000",720
14485,"$25,000 under $50,000",470
14485,"$50,000 under $75,000",310
14485,"$75,000 under $100,000",230
14485,"$100,000 under $200,000",220
14485,"$200,000 or more",30
,,
14486,,160
14486,"$1 under $25,000",50
14486,"$25,000 under $50,000",40
14486,"$50,000 under $75,000",30
14486,"$75,000 under $100,000",20
14486,"$100,000 under $200,000",20
14486,"$200,000 or more",**
,,
