"ZIP
code [1]",Size of adjusted gross income,Number of returns
11702,"$25,000 under $50,000",1210
11702,"$50,000 under $75,000",990
11702,"$75,000 under $100,000",850
11702,"$100,000 under $200,000",1750
11702,"$200,000 or more",650
,,
11703,,"9,030"
11703,"$1 under $25,000",2810
11703,"$25,000 under $50,000",1900
11703,"$50,000 under $75,000",1500
11703,"$75,000 under $100,000",1080
11703,"$100,000 under $200,000",1560
11703,"$200,000 or more",180
,,
11704,,"20,210"
11704,"$1 under $25,000",6720
11704,"$25,000 under $50,000",4790
11704,"$50,000 under $75,000",3120
11704,"$75,000 under $100,000",2220
11704,"$100,000 under $200,000",3020
11704,"$200,000 or more",340
,,
11705,,"3,960"
11705,"$1 under $25,000",1090
11705,"$25,000 under $50,000",590
11705,"$50,000 under $75,000",490
11705,"$75,000 under $100,000",430
11705,"$100,000 under $200,000",970
11705,"$200,000 or more",390
,,
11706,,"31,200"
11706,"$1 under $25,000",12640
11706,"$25,000 under $50,000",8020
11706,"$50,000 under $75,000",4100
11706,"$75,000 under $100,000",2570
11706,"$100,000 under $200,000",3200
11706,"$200,000 or more",670
,,
11709,,"3,450"
11709,"$1 under $25,000",990
11709,"$25,000 under $50,000",570
11709,"$50,000 under $75,000",440
11709,"$75,000 under $100,000",370
11709,"$100,000 under $200,000",750
11709,"$200,000 or more",330
,,
11710,,"17,520"
11710,"$1 under $25,000",5040
11710,"$25,000 under $50,000",2880
11710,"$50,000 under $75,000",2290
11710,"$75,000 under $100,000",1840
11710,"$100,000 under $200,000",4050
11710,"$200,000 or more",1420
,,
11713,,"5,090"
11713,"$1 under $25,000",1810
11713,"$25,000 under $50,000",1160
11713,"$50,000 under $75,000",730
11713,"$75,000 under $100,000",530
11713,"$100,000 under $200,000",690
11713,"$200,000 or more",170
,,
11714,,"12,330"
11714,"$1 under $25,000",3840
11714,"$25,000 under $50,000",2400
11714,"$50,000 under $75,000",1720
11714,"$75,000 under $100,000",1400
11714,"$100,000 under $200,000",2450
11714,"$200,000 or more",520
,,
11715,,"2,340"
11715,"$1 under $25,000",650
11715,"$25,000 under $50,000",350
11715,"$50,000 under $75,000",310
11715,"$75,000 under $100,000",290
11715,"$100,000 under $200,000",570
11715,"$200,000 or more",170
,,
11716,,"5,460"
11716,"$1 under $25,000",1600
11716,"$25,000 under $50,000",1100
11716,"$50,000 under $75,000",800
11716,"$75,000 under $100,000",640
11716,"$100,000 under $200,000",1100
11716,"$200,000 or more",220
,,
11717,,"31,240"
11717,"$1 under $25,000",15330
11717,"$25,000 under $50,000",9770
11717,"$50,000 under $75,000",3390
11717,"$75,000 under $100,000",1510
11717,"$100,000 under $200,000",1180
11717,"$200,000 or more",60
,,
11718,,"1,750"
11718,"$1 under $25,000",430
11718,"$25,000 under $50,000",240
11718,"$50,000 under $75,000",190
11718,"$75,000 under $100,000",170
11718,"$100,000 under $200,000",430
11718,"$200,000 or more",290
,,
11719,,"1,630"
11719,"$1 under $25,000",440
11719,"$25,000 under $50,000",330
11719,"$50,000 under $75,000",230
11719,"$75,000 under $100,000",200
11719,"$100,000 under $200,000",340
11719,"$200,000 or more",90
,,
11720,,"14,190"
11720,"$1 under $25,000",4590
11720,"$25,000 under $50,000",2760
11720,"$50,000 under $75,000",2040
11720,"$75,000 under $100,000",1580
11720,"$100,000 under $200,000",2760
11720,"$200,000 or more",460
,,
11721,,"3,250"
11721,"$1 under $25,000",820
11721,"$25,000 under $50,000",420
11721,"$50,000 under $75,000",340
11721,"$75,000 under $100,000",320
11721,"$100,000 under $200,000",790
11721,"$200,000 or more",560
,,
11722,,"18,540"
11722,"$1 under $25,000",8320
11722,"$25,000 under $50,000",5350
11722,"$50,000 under $75,000",2250
11722,"$75,000 under $100,000",1290
11722,"$100,000 under $200,000",1230
11722,"$200,000 or more",100
,,
11724,,"1,710"
11724,"$1 under $25,000",440
11724,"$25,000 under $50,000",220
11724,"$50,000 under $75,000",140
11724,"$75,000 under $100,000",110
11724,"$100,000 under $200,000",270
11724,"$200,000 or more",530
,,
11725,,"14,240"
11725,"$1 under $25,000",3950
11725,"$25,000 under $50,000",2160
11725,"$50,000 under $75,000",1750
11725,"$75,000 under $100,000",1490
11725,"$100,000 under $200,000",3590
11725,"$200,000 or more",1300
,,
11726,,"10,770"
11726,"$1 under $25,000",4810
11726,"$25,000 under $50,000",2880
11726,"$50,000 under $75,000",1350
11726,"$75,000 under $100,000",770
11726,"$100,000 under $200,000",840
11726,"$200,000 or more",120
,,
11727,,"14,180"
11727,"$1 under $25,000",4300
11727,"$25,000 under $50,000",3280
11727,"$50,000 under $75,000",2340
11727,"$75,000 under $100,000",1690
11727,"$100,000 under $200,000",2320
11727,"$200,000 or more",250
,,
11729,,"14,410"
11729,"$1 under $25,000",4890
11729,"$25,000 under $50,000",3290
11729,"$50,000 under $75,000",2100
11729,"$75,000 under $100,000",1570
11729,"$100,000 under $200,000",2260
11729,"$200,000 or more",300
,,
11730,,"7,250"
11730,"$1 under $25,000",2250
11730,"$25,000 under $50,000",1140
11730,"$50,000 under $75,000",960
11730,"$75,000 under $100,000",770
11730,"$100,000 under $200,000",1650
11730,"$200,000 or more",480
,,
11731,,"14,730"
11731,"$1 under $25,000",4260
11731,"$25,000 under $50,000",2290
11731,"$50,000 under $75,000",1860
11731,"$75,000 under $100,000",1620
11731,"$100,000 under $200,000",3520
11731,"$200,000 or more",1180
,,
11732,,"1,810"
11732,"$1 under $25,000",450
11732,"$25,000 under $50,000",290
11732,"$50,000 under $75,000",230
11732,"$75,000 under $100,000",170
11732,"$100,000 under $200,000",440
11732,"$200,000 or more",230
,,
11733,,"8,550"
11733,"$1 under $25,000",2220
11733,"$25,000 under $50,000",1100
11733,"$50,000 under $75,000",810
11733,"$75,000 under $100,000",790
11733,"$100,000 under $200,000",2130
11733,"$200,000 or more",1500
,,
11735,,"16,940"
11735,"$1 under $25,000",5320
11735,"$25,000 under $50,000",3380
11735,"$50,000 under $75,000",2430
11735,"$75,000 under $100,000",1930
11735,"$100,000 under $200,000",3200
11735,"$200,000 or more",680
,,
11738,,"8,140"
11738,"$1 under $25,000",2700
11738,"$25,000 under $50,000",1660
11738,"$50,000 under $75,000",1090
11738,"$75,000 under $100,000",920
11738,"$100,000 under $200,000",1540
11738,"$200,000 or more",230
,,
11740,,"4,590"
11740,"$1 under $25,000",1360
11740,"$25,000 under $50,000",760
11740,"$50,000 under $75,000",490
11740,"$75,000 under $100,000",430
11740,"$100,000 under $200,000",1040
11740,"$200,000 or more",510
,,
11741,,"14,310"
11741,"$1 under $25,000",4080
11741,"$25,000 under $50,000",2890
11741,"$50,000 under $75,000",2090
11741,"$75,000 under $100,000",1640
11741,"$100,000 under $200,000",3090
11741,"$200,000 or more",520
,,
11742,,"6,910"
11742,"$1 under $25,000",2180
11742,"$25,000 under $50,000",1310
11742,"$50,000 under $75,000",960
11742,"$75,000 under $100,000",780
11742,"$100,000 under $200,000",1420
11742,"$200,000 or more",260
,,
11743,,"21,830"
11743,"$1 under $25,000",6130
11743,"$25,000 under $50,000",3380
11743,"$50,000 under $75,000",2500
11743,"$75,000 under $100,000",1980
11743,"$100,000 under $200,000",4480
11743,"$200,000 or more",3360
,,
11746,,"32,710"
11746,"$1 under $25,000",11570
11746,"$25,000 under $50,000",6100
11746,"$50,000 under $75,000",3640
11746,"$75,000 under $100,000",2760
11746,"$100,000 under $200,000",5440
11746,"$200,000 or more",3200
,,
11747,,"10,500"
11747,"$1 under $25,000",2690
11747,"$25,000 under $50,000",1530
11747,"$50,000 under $75,000",1170
11747,"$75,000 under $100,000",930
11747,"$100,000 under $200,000",2310
11747,"$200,000 or more",1870
,,
11749,,"1,800"
11749,"$1 under $25,000",630
11749,"$25,000 under $50,000",420
11749,"$50,000 under $75,000",270
11749,"$75,000 under $100,000",190
11749,"$100,000 under $200,000",260
11749,"$200,000 or more",30
,,
11751,,"7,530"
11751,"$1 under $25,000",2320
11751,"$25,000 under $50,000",1440
11751,"$50,000 under $75,000",1080
11751,"$75,000 under $100,000",770
11751,"$100,000 under $200,000",1530
11751,"$200,000 or more",390
,,
11752,,"5,110"
11752,"$1 under $25,000",1640
11752,"$25,000 under $50,000",1080
11752,"$50,000 under $75,000",730
11752,"$75,000 under $100,000",540
11752,"$100,000 under $200,000",1000
11752,"$200,000 or more",120
,,
11753,,"6,410"
11753,"$1 under $25,000",1710
11753,"$25,000 under $50,000",710
11753,"$50,000 under $75,000",620
11753,"$75,000 under $100,000",520
11753,"$100,000 under $200,000",1340
11753,"$200,000 or more",1510
,,
11754,,"9,170"
11754,"$1 under $25,000",2620
11754,"$25,000 under $50,000",1500
11754,"$50,000 under $75,000",1200
11754,"$75,000 under $100,000",1020
11754,"$100,000 under $200,000",2190
11754,"$200,000 or more",640
,,
11755,,"6,080"
11755,"$1 under $25,000",1760
11755,"$25,000 under $50,000",1100
11755,"$50,000 under $75,000",860
11755,"$75,000 under $100,000",680
11755,"$100,000 under $200,000",1340
11755,"$200,000 or more",340
,,
11756,,"22,480"
11756,"$1 under $25,000",6960
11756,"$25,000 under $50,000",4340
11756,"$50,000 under $75,000",3310
11756,"$75,000 under $100,000",2640
11756,"$100,000 under $200,000",4650
11756,"$200,000 or more",580
,,
11757,,"23,100"
11757,"$1 under $25,000",8010
11757,"$25,000 under $50,000",4960
11757,"$50,000 under $75,000",3410
11757,"$75,000 under $100,000",2560
11757,"$100,000 under $200,000",3740
11757,"$200,000 or more",420
,,
11758,,"28,020"
11758,"$1 under $25,000",8000
11758,"$25,000 under $50,000",4820
11758,"$50,000 under $75,000",3690
11758,"$75,000 under $100,000",3060
11758,"$100,000 under $200,000",6240
11758,"$200,000 or more",2210
,,
11762,,"11,480"
11762,"$1 under $25,000",3070
11762,"$25,000 under $50,000",1750
11762,"$50,000 under $75,000",1420
11762,"$75,000 under $100,000",1260
11762,"$100,000 under $200,000",3090
11762,"$200,000 or more",890
,,
11763,,"14,710"
11763,"$1 under $25,000",5390
11763,"$25,000 under $50,000",3160
11763,"$50,000 under $75,000",1960
11763,"$75,000 under $100,000",1590
11763,"$100,000 under $200,000",2280
11763,"$200,000 or more",330
,,
11764,,"6,140"
11764,"$1 under $25,000",1700
11764,"$25,000 under $50,000",880
11764,"$50,000 under $75,000",650
11764,"$75,000 under $100,000",610
11764,"$100,000 under $200,000",1720
11764,"$200,000 or more",580
,,
11765,,320
11765,"$1 under $25,000",70
11765,"$25,000 under $50,000",40
11765,"$50,000 under $75,000",30
11765,"$75,000 under $100,000",30
11765,"$100,000 under $200,000",50
11765,"$200,000 or more",100
,,
11766,,"6,100"
11766,"$1 under $25,000",1730
11766,"$25,000 under $50,000",840
11766,"$50,000 under $75,000",670
11766,"$75,000 under $100,000",640
11766,"$100,000 under $200,000",1580
11766,"$200,000 or more",640
,,
11767,,"6,980"
11767,"$1 under $25,000",1920
11767,"$25,000 under $50,000",1140
11767,"$50,000 under $75,000",870
11767,"$75,000 under $100,000",720
11767,"$100,000 under $200,000",1760
11767,"$200,000 or more",570
,,
11768,,"10,850"
11768,"$1 under $25,000",2820
11768,"$25,000 under $50,000",1430
11768,"$50,000 under $75,000",1220
11768,"$75,000 under $100,000",1040
11768,"$100,000 under $200,000",2570
11768,"$200,000 or more",1770
,,
11769,,"4,920"
11769,"$1 under $25,000",1480
11769,"$25,000 under $50,000",750
11769,"$50,000 under $75,000",670
11769,"$75,000 under $100,000",590
11769,"$100,000 under $200,000",1100
11769,"$200,000 or more",330
,,
11771,,"5,010"
11771,"$1 under $25,000",1420
11771,"$25,000 under $50,000",790
11771,"$50,000 under $75,000",620
11771,"$75,000 under $100,000",420
11771,"$100,000 under $200,000",830
11771,"$200,000 or more",930
,,
11772,,"22,090"
11772,"$1 under $25,000",8160
11772,"$25,000 under $50,000",5070
11772,"$50,000 under $75,000",3110
11772,"$75,000 under $100,000",2220
11772,"$100,000 under $200,000",3090
11772,"$200,000 or more",440
,,
11776,,"11,800"
11776,"$1 under $25,000",3970
11776,"$25,000 under $50,000",2330
11776,"$50,000 under $75,000",1620
11776,"$75,000 under $100,000",1260
11776,"$100,000 under $200,000",2240
11776,"$200,000 or more",380
,,
11777,,"4,580"
11777,"$1 under $25,000",1290
11777,"$25,000 under $50,000",680
11777,"$50,000 under $75,000",550
11777,"$75,000 under $100,000",460
11777,"$100,000 under $200,000",980
11777,"$200,000 or more",620
,,
11778,,"6,010"
11778,"$1 under $25,000",1830
11778,"$25,000 under $50,000",1160
11778,"$50,000 under $75,000",870
11778,"$75,000 under $100,000",780
11778,"$100,000 under $200,000",1190
11778,"$200,000 or more",180
,,
11779,,"19,090"
11779,"$1 under $25,000",5930
11779,"$25,000 under $50,000",4040
11779,"$50,000 under $75,000",2870
11779,"$75,000 under $100,000",2280
11779,"$100,000 under $200,000",3550
11779,"$200,000 or more",420
,,
11780,,"7,520"
11780,"$1 under $25,000",2180
11780,"$25,000 under $50,000",1090
11780,"$50,000 under $75,000",840
11780,"$75,000 under $100,000",700
11780,"$100,000 under $200,000",1640
11780,"$200,000 or more",1070
,,
11782,,"7,870"
11782,"$1 under $25,000",2240
11782,"$25,000 under $50,000",1210
11782,"$50,000 under $75,000",1000
11782,"$75,000 under $100,000",880
11782,"$100,000 under $200,000",1900
11782,"$200,000 or more",640
,,
11783,,"10,750"
11783,"$1 under $25,000",2940
11783,"$25,000 under $50,000",1680
11783,"$50,000 under $75,000",1380
11783,"$75,000 under $100,000",1210
11783,"$100,000 under $200,000",2800
11783,"$200,000 or more",740
,,
11784,,"11,990"
11784,"$1 under $25,000",4050
11784,"$25,000 under $50,000",2630
11784,"$50,000 under $75,000",1840
11784,"$75,000 under $100,000",1340
11784,"$100,000 under $200,000",1950
11784,"$200,000 or more",180
,,
11786,,"3,100"
11786,"$1 under $25,000",890
11786,"$25,000 under $50,000",420
11786,"$50,000 under $75,000",300
11786,"$75,000 under $100,000",300
11786,"$100,000 under $200,000",860
11786,"$200,000 or more",330
,,
11787,,"16,790"
11787,"$1 under $25,000",4510
11787,"$25,000 under $50,000",2500
11787,"$50,000 under $75,000",2050
11787,"$75,000 under $100,000",1740
11787,"$100,000 under $200,000",4280
11787,"$200,000 or more",1710
,,
11788,,"8,340"
11788,"$1 under $25,000",2240
11788,"$25,000 under $50,000",1390
11788,"$50,000 under $75,000",1140
11788,"$75,000 under $100,000",940
11788,"$100,000 under $200,000",1970
11788,"$200,000 or more",660
,,
11789,,"3,600"
11789,"$1 under $25,000",1090
11789,"$25,000 under $50,000",700
11789,"$50,000 under $75,000",540
11789,"$75,000 under $100,000",460
11789,"$100,000 under $200,000",730
11789,"$200,000 or more",80
,,
11790,,"6,720"
11790,"$1 under $25,000",1910
11790,"$25,000 under $50,000",930
11790,"$50,000 under $75,000",700
11790,"$75,000 under $100,000",640
11790,"$100,000 under $200,000",1750
11790,"$200,000 or more",790
,,
11791,,"12,000"
11791,"$1 under $25,000",3140
11791,"$25,000 under $50,000",1470
11791,"$50,000 under $75,000",1260
11791,"$75,000 under $100,000",990
11791,"$100,000 under $200,000",2750
11791,"$200,000 or more",2390
,,
11792,,"4,180"
11792,"$1 under $25,000",1150
11792,"$25,000 under $50,000",610
11792,"$50,000 under $75,000",510
11792,"$75,000 under $100,000",450
11792,"$100,000 under $200,000",1090
11792,"$200,000 or more",370
,,
11793,,"16,310"
11793,"$1 under $25,000",4460
11793,"$25,000 under $50,000",2450
11793,"$50,000 under $75,000",2010
11793,"$75,000 under $100,000",1760
11793,"$100,000 under $200,000",4300
11793,"$200,000 or more",1330
,,
11795,,"12,830"
11795,"$1 under $25,000",3730
11795,"$25,000 under $50,000",2130
11795,"$50,000 under $75,000",1620
11795,"$75,000 under $100,000",1410
11795,"$100,000 under $200,000",3020
11795,"$200,000 or more",920
,,
11796,,"1,840"
11796,"$1 under $25,000",530
11796,"$25,000 under $50,000",330
11796,"$50,000 under $75,000",230
11796,"$75,000 under $100,000",210
11796,"$100,000 under $200,000",440
11796,"$200,000 or more",100
,,
11797,,"4,620"
11797,"$1 under $25,000",1290
11797,"$25,000 under $50,000",560
11797,"$50,000 under $75,000",420
11797,"$75,000 under $100,000",320
11797,"$100,000 under $200,000",820
11797,"$200,000 or more",1210
,,
11798,,"7,880"
11798,"$1 under $25,000",3660
11798,"$25,000 under $50,000",2230
11798,"$50,000 under $75,000",880
11798,"$75,000 under $100,000",480
11798,"$100,000 under $200,000",550
11798,"$200,000 or more",80
,,
11801,,"20,930"
11801,"$1 under $25,000",6930
11801,"$25,000 under $50,000",4420
11801,"$50,000 under $75,000",3020
11801,"$75,000 under $100,000",2300
11801,"$100,000 under $200,000",3640
11801,"$200,000 or more",620
,,
11803,,"14,070"
11803,"$1 under $25,000",3600
11803,"$25,000 under $50,000",1920
11803,"$50,000 under $75,000",1640
11803,"$75,000 under $100,000",1400
11803,"$100,000 under $200,000",3580
11803,"$200,000 or more",1930
,,
11804,,"2,530"
11804,"$1 under $25,000",670
11804,"$25,000 under $50,000",320
11804,"$50,000 under $75,000",290
11804,"$75,000 under $100,000",240
11804,"$100,000 under $200,000",630
11804,"$200,000 or more",380
,,
11901,,"12,180"
11901,"$1 under $25,000",5220
11901,"$25,000 under $50,000",3130
11901,"$50,000 under $75,000",1540
11901,"$75,000 under $100,000",900
11901,"$100,000 under $200,000",1150
11901,"$200,000 or more",240
,,
11933,,"3,380"
11933,"$1 under $25,000",1120
11933,"$25,000 under $50,000",690
11933,"$50,000 under $75,000",470
11933,"$75,000 under $100,000",370
11933,"$100,000 under $200,000",600
11933,"$200,000 or more",130
,,
11934,,"3,790"
11934,"$1 under $25,000",1130
11934,"$25,000 under $50,000",630
11934,"$50,000 under $75,000",510
11934,"$75,000 under $100,000",440
11934,"$100,000 under $200,000",850
11934,"$200,000 or more",230
,,
11935,,"1,850"
11935,"$1 under $25,000",610
11935,"$25,000 under $50,000",320
11935,"$50,000 under $75,000",230
11935,"$75,000 under $100,000",170
11935,"$100,000 under $200,000",360
11935,"$200,000 or more",160
,,
11937,,"8,810"
11937,"$1 under $25,000",3310
11937,"$25,000 under $50,000",1850
11937,"$50,000 under $75,000",1060
11937,"$75,000 under $100,000",710
11937,"$100,000 under $200,000",1100
11937,"$200,000 or more",780
,,
11939,,540
11939,"$1 under $25,000",180
11939,"$25,000 under $50,000",100
11939,"$50,000 under $75,000",80
11939,"$75,000 under $100,000",50
11939,"$100,000 under $200,000",90
11939,"$200,000 or more",40
,,
11940,,"2,700"
11940,"$1 under $25,000",860
11940,"$25,000 under $50,000",460
11940,"$50,000 under $75,000",350
11940,"$75,000 under $100,000",280
11940,"$100,000 under $200,000",570
11940,"$200,000 or more",180
