"ZIP
code [1]",Size of adjusted gross income,Number of returns
12566,"$50,000 under $75,000",710
12566,"$75,000 under $100,000",570
12566,"$100,000 under $200,000",810
12566,"$200,000 or more",90
,,
12567,,"1,310"
12567,"$1 under $25,000",460
12567,"$25,000 under $50,000",320
12567,"$50,000 under $75,000",190
12567,"$75,000 under $100,000",150
12567,"$100,000 under $200,000",150
12567,"$200,000 or more",40
,,
12569,,"5,000"
12569,"$1 under $25,000",1610
12569,"$25,000 under $50,000",1010
12569,"$50,000 under $75,000",730
12569,"$75,000 under $100,000",560
12569,"$100,000 under $200,000",870
12569,"$200,000 or more",220
,,
12570,,"3,360"
12570,"$1 under $25,000",960
12570,"$25,000 under $50,000",500
12570,"$50,000 under $75,000",430
12570,"$75,000 under $100,000",380
12570,"$100,000 under $200,000",880
12570,"$200,000 or more",210
,,
12571,,"4,530"
12571,"$1 under $25,000",1530
12571,"$25,000 under $50,000",930
12571,"$50,000 under $75,000",640
12571,"$75,000 under $100,000",480
12571,"$100,000 under $200,000",760
12571,"$200,000 or more",190
,,
12572,,"4,370"
12572,"$1 under $25,000",1300
12572,"$25,000 under $50,000",870
12572,"$50,000 under $75,000",660
12572,"$75,000 under $100,000",460
12572,"$100,000 under $200,000",740
12572,"$200,000 or more",340
,,
12575,,"1,120"
12575,"$1 under $25,000",340
12575,"$25,000 under $50,000",190
12575,"$50,000 under $75,000",150
12575,"$75,000 under $100,000",130
12575,"$100,000 under $200,000",250
12575,"$200,000 or more",60
,,
12577,,960
12577,"$1 under $25,000",290
12577,"$25,000 under $50,000",160
12577,"$50,000 under $75,000",130
12577,"$75,000 under $100,000",110
12577,"$100,000 under $200,000",220
12577,"$200,000 or more",50
,,
12578,,"1,120"
12578,"$1 under $25,000",350
12578,"$25,000 under $50,000",200
12578,"$50,000 under $75,000",160
12578,"$75,000 under $100,000",120
12578,"$100,000 under $200,000",210
12578,"$200,000 or more",80
,,
12580,,"1,870"
12580,"$1 under $25,000",570
12580,"$25,000 under $50,000",350
12580,"$50,000 under $75,000",290
12580,"$75,000 under $100,000",230
12580,"$100,000 under $200,000",340
12580,"$200,000 or more",90
,,
12581,,"1,030"
12581,"$1 under $25,000",330
12581,"$25,000 under $50,000",240
12581,"$50,000 under $75,000",160
12581,"$75,000 under $100,000",100
12581,"$100,000 under $200,000",160
12581,"$200,000 or more",40
,,
12582,,"2,250"
12582,"$1 under $25,000",640
12582,"$25,000 under $50,000",380
12582,"$50,000 under $75,000",280
12582,"$75,000 under $100,000",270
12582,"$100,000 under $200,000",540
12582,"$200,000 or more",140
,,
12583,,"1,040"
12583,"$1 under $25,000",380
12583,"$25,000 under $50,000",250
12583,"$50,000 under $75,000",140
12583,"$75,000 under $100,000",100
12583,"$100,000 under $200,000",140
12583,"$200,000 or more",30
,,
12585,,460
12585,"$1 under $25,000",140
12585,"$25,000 under $50,000",80
12585,"$50,000 under $75,000",60
12585,"$75,000 under $100,000",50
12585,"$100,000 under $200,000",100
12585,"$200,000 or more",30
,,
12586,,"6,010"
12586,"$1 under $25,000",2160
12586,"$25,000 under $50,000",1330
12586,"$50,000 under $75,000",840
12586,"$75,000 under $100,000",620
12586,"$100,000 under $200,000",970
12586,"$200,000 or more",90
,,
12589,,"6,650"
12589,"$1 under $25,000",2470
12589,"$25,000 under $50,000",1350
12589,"$50,000 under $75,000",860
12589,"$75,000 under $100,000",700
12589,"$100,000 under $200,000",1110
12589,"$200,000 or more",160
,,
12590,,"17,710"
12590,"$1 under $25,000",5470
12590,"$25,000 under $50,000",3540
12590,"$50,000 under $75,000",2810
12590,"$75,000 under $100,000",2190
12590,"$100,000 under $200,000",3110
12590,"$200,000 or more",590
,,
12592,,570
12592,"$1 under $25,000",180
12592,"$25,000 under $50,000",160
12592,"$50,000 under $75,000",100
12592,"$75,000 under $100,000",60
12592,"$100,000 under $200,000",70
12592,"$200,000 or more",**
,,
12594,,"1,910"
12594,"$1 under $25,000",700
12594,"$25,000 under $50,000",410
12594,"$50,000 under $75,000",280
12594,"$75,000 under $100,000",240
12594,"$100,000 under $200,000",250
12594,"$200,000 or more",30
,,
12601,,"17,070"
12601,"$1 under $25,000",7520
12601,"$25,000 under $50,000",4360
12601,"$50,000 under $75,000",2120
12601,"$75,000 under $100,000",1260
12601,"$100,000 under $200,000",1520
12601,"$200,000 or more",290
,,
12603,,"20,580"
12603,"$1 under $25,000",6520
12603,"$25,000 under $50,000",4140
12603,"$50,000 under $75,000",3000
12603,"$75,000 under $100,000",2380
12603,"$100,000 under $200,000",3710
12603,"$200,000 or more",830
,,
12701,,"4,440"
12701,"$1 under $25,000",2270
12701,"$25,000 under $50,000",1170
12701,"$50,000 under $75,000",450
12701,"$75,000 under $100,000",250
12701,"$100,000 under $200,000",250
12701,"$200,000 or more",50
,,
12719,,450
12719,"$1 under $25,000",170
12719,"$25,000 under $50,000",90
12719,"$50,000 under $75,000",80
12719,"$75,000 under $100,000",50
12719,"$100,000 under $200,000",60
12719,"$200,000 or more",**
,,
12720,,150
12720,"$1 under $25,000",50
12720,"$25,000 under $50,000",30
12720,"$50,000 under $75,000",40
12720,"$75,000 under $100,000",**
12720,"$100,000 under $200,000",30
12720,"$200,000 or more",**
,,
12721,,"2,900"
12721,"$1 under $25,000",980
12721,"$25,000 under $50,000",660
12721,"$50,000 under $75,000",420
12721,"$75,000 under $100,000",330
12721,"$100,000 under $200,000",450
12721,"$200,000 or more",60
,,
12723,,710
12723,"$1 under $25,000",290
12723,"$25,000 under $50,000",170
12723,"$50,000 under $75,000",90
12723,"$75,000 under $100,000",60
12723,"$100,000 under $200,000",100
12723,"$200,000 or more",**
,,
12725,,180
12725,"$1 under $25,000",60
12725,"$25,000 under $50,000",50
12725,"$50,000 under $75,000",20
12725,"$75,000 under $100,000",50
12725,"$100,000 under $200,000",**
12725,"$200,000 or more",**
,,
12726,,500
12726,"$1 under $25,000",180
12726,"$25,000 under $50,000",110
12726,"$50,000 under $75,000",80
12726,"$75,000 under $100,000",50
12726,"$100,000 under $200,000",80
12726,"$200,000 or more",**
,,
12729,,850
12729,"$1 under $25,000",390
12729,"$25,000 under $50,000",190
12729,"$50,000 under $75,000",110
12729,"$75,000 under $100,000",80
12729,"$100,000 under $200,000",80
12729,"$200,000 or more",**
,,
12732,,370
12732,"$1 under $25,000",130
12732,"$25,000 under $50,000",80
12732,"$50,000 under $75,000",60
12732,"$75,000 under $100,000",50
12732,"$100,000 under $200,000",50
12732,"$200,000 or more",**
,,
12733,,240
12733,"$1 under $25,000",110
12733,"$25,000 under $50,000",90
12733,"$50,000 under $75,000",20
12733,"$75,000 under $100,000",20
12733,"$100,000 under $200,000",**
12733,"$200,000 or more",0
,,
12734,,540
12734,"$1 under $25,000",220
12734,"$25,000 under $50,000",170
12734,"$50,000 under $75,000",80
12734,"$75,000 under $100,000",30
12734,"$100,000 under $200,000",40
12734,"$200,000 or more",**
,,
12737,,810
12737,"$1 under $25,000",290
12737,"$25,000 under $50,000",180
12737,"$50,000 under $75,000",130
12737,"$75,000 under $100,000",90
12737,"$100,000 under $200,000",120
12737,"$200,000 or more",**
,,
12738,,130
12738,"$1 under $25,000",50
12738,"$25,000 under $50,000",50
12738,"$50,000 under $75,000",**
12738,"$75,000 under $100,000",30
12738,"$100,000 under $200,000",**
12738,"$200,000 or more",**
,,
12740,,960
12740,"$1 under $25,000",350
12740,"$25,000 under $50,000",220
12740,"$50,000 under $75,000",150
12740,"$75,000 under $100,000",110
12740,"$100,000 under $200,000",130
12740,"$200,000 or more",**
,,
12741,,170
12741,"$1 under $25,000",70
12741,"$25,000 under $50,000",30
12741,"$50,000 under $75,000",40
12741,"$75,000 under $100,000",30
12741,"$100,000 under $200,000",**
12741,"$200,000 or more",0
,,
12742,,200
12742,"$1 under $25,000",80
12742,"$25,000 under $50,000",60
12742,"$50,000 under $75,000",30
12742,"$75,000 under $100,000",30
12742,"$100,000 under $200,000",**
12742,"$200,000 or more",**
,,
12743,,150
12743,"$1 under $25,000",50
12743,"$25,000 under $50,000",40
12743,"$50,000 under $75,000",20
12743,"$75,000 under $100,000",40
12743,"$100,000 under $200,000",**
12743,"$200,000 or more",**
,,
12745,,110
12745,"$1 under $25,000",40
12745,"$25,000 under $50,000",40
12745,"$50,000 under $75,000",**
12745,"$75,000 under $100,000",30
12745,"$100,000 under $200,000",**
12745,"$200,000 or more",0
,,
12746,,560
12746,"$1 under $25,000",230
12746,"$25,000 under $50,000",130
12746,"$50,000 under $75,000",80
12746,"$75,000 under $100,000",60
12746,"$100,000 under $200,000",60
12746,"$200,000 or more",**
,,
12747,,820
12747,"$1 under $25,000",380
12747,"$25,000 under $50,000",210
12747,"$50,000 under $75,000",90
12747,"$75,000 under $100,000",60
12747,"$100,000 under $200,000",80
12747,"$200,000 or more",**
,,
12748,,940
12748,"$1 under $25,000",390
12748,"$25,000 under $50,000",210
12748,"$50,000 under $75,000",150
12748,"$75,000 under $100,000",70
12748,"$100,000 under $200,000",120
12748,"$200,000 or more",**
,,
12750,,120
12750,"$1 under $25,000",60
12750,"$25,000 under $50,000",30
12750,"$50,000 under $75,000",30
12750,"$75,000 under $100,000",**
12750,"$100,000 under $200,000",**
12750,"$200,000 or more",**
,,
12751,,430
12751,"$1 under $25,000",210
12751,"$25,000 under $50,000",110
12751,"$50,000 under $75,000",50
12751,"$75,000 under $100,000",30
12751,"$100,000 under $200,000",30
12751,"$200,000 or more",**
,,
12752,,140
12752,"$1 under $25,000",50
12752,"$25,000 under $50,000",30
12752,"$50,000 under $75,000",30
12752,"$75,000 under $100,000",30
12752,"$100,000 under $200,000",**
12752,"$200,000 or more",**
,,
12754,,"2,890"
12754,"$1 under $25,000",1300
12754,"$25,000 under $50,000",790
12754,"$50,000 under $75,000",340
12754,"$75,000 under $100,000",190
12754,"$100,000 under $200,000",220
12754,"$200,000 or more",50
,,
12758,,"1,730"
12758,"$1 under $25,000",730
12758,"$25,000 under $50,000",420
12758,"$50,000 under $75,000",230
12758,"$75,000 under $100,000",150
12758,"$100,000 under $200,000",200
12758,"$200,000 or more",**
,,
12759,,760
12759,"$1 under $25,000",470
12759,"$25,000 under $50,000",160
12759,"$50,000 under $75,000",70
12759,"$75,000 under $100,000",30
12759,"$100,000 under $200,000",30
12759,"$200,000 or more",**
,,
12760,,210
12760,"$1 under $25,000",100
12760,"$25,000 under $50,000",50
12760,"$50,000 under $75,000",30
12760,"$75,000 under $100,000",30
12760,"$100,000 under $200,000",**
12760,"$200,000 or more",**
,,
12762,,260
12762,"$1 under $25,000",110
12762,"$25,000 under $50,000",60
12762,"$50,000 under $75,000",40
12762,"$75,000 under $100,000",20
12762,"$100,000 under $200,000",30
12762,"$200,000 or more",**
,,
12763,,390
12763,"$1 under $25,000",150
12763,"$25,000 under $50,000",110
12763,"$50,000 under $75,000",60
12763,"$75,000 under $100,000",40
12763,"$100,000 under $200,000",30
12763,"$200,000 or more",**
,,
12764,,740
12764,"$1 under $25,000",310
12764,"$25,000 under $50,000",170
12764,"$50,000 under $75,000",110
12764,"$75,000 under $100,000",70
12764,"$100,000 under $200,000",80
12764,"$200,000 or more",**
,,
12765,,440
12765,"$1 under $25,000",160
12765,"$25,000 under $50,000",100
12765,"$50,000 under $75,000",50
12765,"$75,000 under $100,000",50
12765,"$100,000 under $200,000",80
12765,"$200,000 or more",**
,,
12766,,170
12766,"$1 under $25,000",80
12766,"$25,000 under $50,000",40
12766,"$50,000 under $75,000",30
12766,"$75,000 under $100,000",20
12766,"$100,000 under $200,000",**
12766,"$200,000 or more",**
,,
12768,,420
12768,"$1 under $25,000",160
12768,"$25,000 under $50,000",100
12768,"$50,000 under $75,000",70
12768,"$75,000 under $100,000",40
12768,"$100,000 under $200,000",50
12768,"$200,000 or more",**
,,
12770,,110
12770,"$1 under $25,000",40
12770,"$25,000 under $50,000",30
12770,"$50,000 under $75,000",20
12770,"$75,000 under $100,000",20
12770,"$100,000 under $200,000",**
12770,"$200,000 or more",**
,,
12771,,"6,110"
12771,"$1 under $25,000",2610
12771,"$25,000 under $50,000",1410
12771,"$50,000 under $75,000",770
12771,"$75,000 under $100,000",540
12771,"$100,000 under $200,000",700
12771,"$200,000 or more",80
,,
12775,,"1,260"
12775,"$1 under $25,000",380
12775,"$25,000 under $50,000",240
12775,"$50,000 under $75,000",210
12775,"$75,000 under $100,000",160
12775,"$100,000 under $200,000",210
12775,"$200,000 or more",60
,,
12776,,890
12776,"$1 under $25,000",370
12776,"$25,000 under $50,000",230
12776,"$50,000 under $75,000",120
12776,"$75,000 under $100,000",80
12776,"$100,000 under $200,000",90
12776,"$200,000 or more",**
,,
12777,,340
12777,"$1 under $25,000",100
12777,"$25,000 under $50,000",60
12777,"$50,000 under $75,000",60
12777,"$75,000 under $100,000",50
12777,"$100,000 under $200,000",70
12777,"$200,000 or more",**
,,
12779,,980
12779,"$1 under $25,000",520
12779,"$25,000 under $50,000",260
12779,"$50,000 under $75,000",90
12779,"$75,000 under $100,000",50
12779,"$100,000 under $200,000",60
12779,"$200,000 or more",**
,,
12780,,"1,080"
12780,"$1 under $25,000",400
12780,"$25,000 under $50,000",240
12780,"$50,000 under $75,000",170
12780,"$75,000 under $100,000",110
12780,"$100,000 under $200,000",160
12780,"$200,000 or more",**
,,
12783,,590
12783,"$1 under $25,000",230
12783,"$25,000 under $50,000",170
12783,"$50,000 under $75,000",90
12783,"$75,000 under $100,000",50
12783,"$100,000 under $200,000",50
12783,"$200,000 or more",**
,,
12786,,340
12786,"$1 under $25,000",130
12786,"$25,000 under $50,000",80
12786,"$50,000 under $75,000",50
12786,"$75,000 under $100,000",30
12786,"$100,000 under $200,000",50
12786,"$200,000 or more",**
,,
12787,,270
12787,"$1 under $25,000",120
12787,"$25,000 under $50,000",60
12787,"$50,000 under $75,000",50
12787,"$75,000 under $100,000",20
12787,"$100,000 under $200,000",20
12787,"$200,000 or more",**
,,
12788,,940
12788,"$1 under $25,000",360
12788,"$25,000 under $50,000",240
12788,"$50,000 under $75,000",130
12788,"$75,000 under $100,000",100
12788,"$100,000 under $200,000",110
12788,"$200,000 or more",**
,,
12789,,690
12789,"$1 under $25,000",290
12789,"$25,000 under $50,000",170
12789,"$50,000 under $75,000",100
12789,"$75,000 under $100,000",60
12789,"$100,000 under $200,000",70
12789,"$200,000 or more",**
,,
12790,,"2,190"
12790,"$1 under $25,000",770
12790,"$25,000 under $50,000",580
12790,"$50,000 under $75,000",360
12790,"$75,000 under $100,000",230
12790,"$100,000 under $200,000",220
12790,"$200,000 or more",30
,,
12791,,370
12791,"$1 under $25,000",150
12791,"$25,000 under $50,000",70
12791,"$50,000 under $75,000",50
12791,"$75,000 under $100,000",50
12791,"$100,000 under $200,000",50
12791,"$200,000 or more",**
,,
12792,,210
12792,"$1 under $25,000",80
12792,"$25,000 under $50,000",50
12792,"$50,000 under $75,000",50
12792,"$75,000 under $100,000",**
12792,"$100,000 under $200,000",30
12792,"$200,000 or more",**
,,
12801,,"7,610"
12801,"$1 under $25,000",3510
12801,"$25,000 under $50,000",1980
12801,"$50,000 under $75,000",990
12801,"$75,000 under $100,000",550
12801,"$100,000 under $200,000",500
12801,"$200,000 or more",80
,,
12803,,"4,040"
12803,"$1 under $25,000",1610
12803,"$25,000 under $50,000",1020
12803,"$50,000 under $75,000",610
12803,"$75,000 under $100,000",420
12803,"$100,000 under $200,000",380
12803,"$200,000 or more",**
,,
12804,,"13,430"
12804,"$1 under $25,000",5030
12804,"$25,000 under $50,000",2820
12804,"$50,000 under $75,000",1890
12804,"$75,000 under $100,000",1340
12804,"$100,000 under $200,000",1900
12804,"$200,000 or more",450
,,
12808,,180
12808,"$1 under $25,000",60
12808,"$25,000 under $50,000",40
12808,"$50,000 under $75,000",50
12808,"$75,000 under $100,000",**
12808,"$100,000 under $200,000",30
12808,"$200,000 or more",**
,,
12809,,"1,620"
12809,"$1 under $25,000",600
12809,"$25,000 under $50,000",440
12809,"$50,000 under $75,000",260
12809,"$75,000 under $100,000",170
12809,"$100,000 under $200,000",130
12809,"$200,000 or more",20
,,
12810,,320
12810,"$1 under $25,000",150
12810,"$25,000 under $50,000",90
12810,"$50,000 under $75,000",40
12810,"$75,000 under $100,000",20
12810,"$100,000 under $200,000",20
12810,"$200,000 or more",**
,,
12814,,900
12814,"$1 under $25,000",390
12814,"$25,000 under $50,000",180
12814,"$50,000 under $75,000",100
12814,"$75,000 under $100,000",90
12814,"$100,000 under $200,000",110
12814,"$200,000 or more",30
,,
12815,,530
12815,"$1 under $25,000",210
12815,"$25,000 under $50,000",130
12815,"$50,000 under $75,000",90
12815,"$75,000 under $100,000",40
12815,"$100,000 under $200,000",60
12815,"$200,000 or more",**
,,
12816,,"2,140"
12816,"$1 under $25,000",850
12816,"$25,000 under $50,000",530
12816,"$50,000 under $75,000",350
12816,"$75,000 under $100,000",200
12816,"$100,000 under $200,000",180
12816,"$200,000 or more",30
,,
12817,,"1,130"
12817,"$1 under $25,000",450
12817,"$25,000 under $50,000",270
12817,"$50,000 under $75,000",180
12817,"$75,000 under $100,000",110
12817,"$100,000 under $200,000",120
12817,"$200,000 or more",**
,,
12819,,130
12819,"$1 under $25,000",60
12819,"$25,000 under $50,000",50
12819,"$50,000 under $75,000",**
12819,"$75,000 under $100,000",20
12819,"$100,000 under $200,000",**
12819,"$200,000 or more",**
,,
12821,,160
12821,"$1 under $25,000",60
12821,"$25,000 under $50,000",50
12821,"$50,000 under $75,000",20
12821,"$75,000 under $100,000",30
12821,"$100,000 under $200,000",**
12821,"$200,000 or more",0
,,
12822,,"2,780"
12822,"$1 under $25,000",1100
12822,"$25,000 under $50,000",750
12822,"$50,000 under $75,000",470
12822,"$75,000 under $100,000",260
12822,"$100,000 under $200,000",200
12822,"$200,000 or more",**
,,
12823,,160
12823,"$1 under $25,000",50
12823,"$25,000 under $50,000",40
12823,"$50,000 under $75,000",40
12823,"$75,000 under $100,000",30
12823,"$100,000 under $200,000",**
12823,"$200,000 or more",**
,,
12824,,400
12824,"$1 under $25,000",160
12824,"$25,000 under $50,000",70
12824,"$50,000 under $75,000",60
12824,"$75,000 under $100,000",40
12824,"$100,000 under $200,000",70
12824,"$200,000 or more",**
,,
12827,,"1,870"
12827,"$1 under $25,000",720
12827,"$25,000 under $50,000",480
12827,"$50,000 under $75,000",310
12827,"$75,000 under $100,000",190
12827,"$100,000 under $200,000",170
12827,"$200,000 or more",**
,,
12828,,"4,730"
12828,"$1 under $25,000",1950
12828,"$25,000 under $50,000",1280
12828,"$50,000 under $75,000",670
12828,"$75,000 under $100,000",400
12828,"$100,000 under $200,000",400
12828,"$200,000 or more",30
,,
12831,,"8,260"
12831,"$1 under $25,000",2750
12831,"$25,000 under $50,000",1640
12831,"$50,000 under $75,000",1130
12831,"$75,000 under $100,000",950
12831,"$100,000 under $200,000",1520
12831,"$200,000 or more",270
,,
12832,,"2,700"
12832,"$1 under $25,000",1140
12832,"$25,000 under $50,000",700
12832,"$50,000 under $75,000",420
12832,"$75,000 under $100,000",230
12832,"$100,000 under $200,000",210
12832,"$200,000 or more",**
,,
12833,,"2,170"
12833,"$1 under $25,000",750
12833,"$25,000 under $50,000",460
12833,"$50,000 under $75,000",320
12833,"$75,000 under $100,000",230
12833,"$100,000 under $200,000",330
12833,"$200,000 or more",80
,,
12834,,"3,150"
12834,"$1 under $25,000",1130
12834,"$25,000 under $50,000",760
12834,"$50,000 under $75,000",500
12834,"$75,000 under $100,000",360
12834,"$100,000 under $200,000",350
12834,"$200,000 or more",50
,,
12835,,"1,230"
12835,"$1 under $25,000",490
12835,"$25,000 under $50,000",310
12835,"$50,000 under $75,000",200
12835,"$75,000 under $100,000",110
12835,"$100,000 under $200,000",120
12835,"$200,000 or more",**
,,
12836,,280
12836,"$1 under $25,000",110
12836,"$25,000 under $50,000",80
12836,"$50,000 under $75,000",30
12836,"$75,000 under $100,000",20
12836,"$100,000 under $200,000",40
12836,"$200,000 or more",**
,,
12837,,360
12837,"$1 under $25,000",170
12837,"$25,000 under $50,000",70
12837,"$50,000 under $75,000",50
12837,"$75,000 under $100,000",40
12837,"$100,000 under $200,000",30
12837,"$200,000 or more",0
,,
12838,,330
12838,"$1 under $25,000",130
12838,"$25,000 under $50,000",90
12838,"$50,000 under $75,000",50
12838,"$75,000 under $100,000",30
12838,"$100,000 under $200,000",30
12838,"$200,000 or more",0
,,
12839,,"6,380"
12839,"$1 under $25,000",2820
12839,"$25,000 under $50,000",1800
12839,"$50,000 under $75,000",930
12839,"$75,000 under $100,000",470
12839,"$100,000 under $200,000",340
12839,"$200,000 or more",20
,,
12842,,600
12842,"$1 under $25,000",250
12842,"$25,000 under $50,000",160
12842,"$50,000 under $75,000",90
12842,"$75,000 under $100,000",50
12842,"$100,000 under $200,000",50
12842,"$200,000 or more",**
,,
12843,,250
12843,"$1 under $25,000",120
12843,"$25,000 under $50,000",50
12843,"$50,000 under $75,000",40
12843,"$75,000 under $100,000",20
12843,"$100,000 under $200,000",20
12843,"$200,000 or more",**
,,
12844,,160
12844,"$1 under $25,000",50
12844,"$25,000 under $50,000",30
12844,"$50,000 under $75,000",30
12844,"$75,000 under $100,000",**
12844,"$100,000 under $200,000",50
12844,"$200,000 or more",**
,,
12845,,"2,580"
12845,"$1 under $25,000",1110
12845,"$25,000 under $50,000",540
12845,"$50,000 under $75,000",310
12845,"$75,000 under $100,000",210
12845,"$100,000 under $200,000",310
12845,"$200,000 or more",100
,,
12846,,"1,620"
12846,"$1 under $25,000",680
12846,"$25,000 under $50,000",400
12846,"$50,000 under $75,000",260
12846,"$75,000 under $100,000",160
12846,"$100,000 under $200,000",120
12846,"$200,000 or more",**
,,
12847,,360
12847,"$1 under $25,000",150
12847,"$25,000 under $50,000",80
12847,"$50,000 under $75,000",60
12847,"$75,000 under $100,000",30
12847,"$100,000 under $200,000",40
12847,"$200,000 or more",**
,,
12849,,330
12849,"$1 under $25,000",130
12849,"$25,000 under $50,000",70
12849,"$50,000 under $75,000",60
12849,"$75,000 under $100,000",30
12849,"$100,000 under $200,000",40
12849,"$200,000 or more",**
,,
12850,,"1,390"
12850,"$1 under $25,000",470
12850,"$25,000 under $50,000",330
12850,"$50,000 under $75,000",220
12850,"$75,000 under $100,000",140
12850,"$100,000 under $200,000",190
12850,"$200,000 or more",40
,,
12851,,160
12851,"$1 under $25,000",80
12851,"$25,000 under $50,000",40
12851,"$50,000 under $75,000",40
12851,"$75,000 under $100,000",**
12851,"$100,000 under $200,000",**
12851,"$200,000 or more",**
,,
12852,,230
12852,"$1 under $25,000",80
12852,"$25,000 under $50,000",60
12852,"$50,000 under $75,000",40
12852,"$75,000 under $100,000",30
12852,"$100,000 under $200,000",20
12852,"$200,000 or more",**
,,
12853,,660
12853,"$1 under $25,000",310
12853,"$25,000 under $50,000",180
12853,"$50,000 under $75,000",80
12853,"$75,000 under $100,000",40
12853,"$100,000 under $200,000",50
12853,"$200,000 or more",**
,,
12855,,120
12855,"$1 under $25,000",50
12855,"$25,000 under $50,000",50
12855,"$50,000 under $75,000",**
12855,"$75,000 under $100,000",20
12855,"$100,000 under $200,000",**
12855,"$200,000 or more",0
,,
12857,,270
12857,"$1 under $25,000",120
12857,"$25,000 under $50,000",80
12857,"$50,000 under $75,000",20
12857,"$75,000 under $100,000",20
12857,"$100,000 under $200,000",30
12857,"$200,000 or more",**
,,
12859,,"1,020"
12859,"$1 under $25,000",350
12859,"$25,000 under $50,000",250
12859,"$50,000 under $75,000",170
12859,"$75,000 under $100,000",110
12859,"$100,000 under $200,000",140
12859,"$200,000 or more",**
,,
12860,,370
12860,"$1 under $25,000",170
12860,"$25,000 under $50,000",110
12860,"$50,000 under $75,000",40
12860,"$75,000 under $100,000",50
12860,"$100,000 under $200,000",**
12860,"$200,000 or more",**
,,
12861,,290
12861,"$1 under $25,000",100
12861,"$25,000 under $50,000",60
12861,"$50,000 under $75,000",50
12861,"$75,000 under $100,000",40
12861,"$100,000 under $200,000",40
12861,"$200,000 or more",**
,,
12863,,340
12863,"$1 under $25,000",110
12863,"$25,000 under $50,000",80
12863,"$50,000 under $75,000",50
12863,"$75,000 under $100,000",50
12863,"$100,000 under $200,000",50
12863,"$200,000 or more",**
,,
12865,,"1,640"
12865,"$1 under $25,000",670
12865,"$25,000 under $50,000",420
12865,"$50,000 under $75,000",260
12865,"$75,000 under $100,000",140
12865,"$100,000 under $200,000",130
12865,"$200,000 or more",20
,,
12866,,"18,630"
12866,"$1 under $25,000",5930
12866,"$25,000 under $50,000",3820
12866,"$50,000 under $75,000",2560
12866,"$75,000 under $100,000",1970
12866,"$100,000 under $200,000",3090
12866,"$200,000 or more",1260
,,
12870,,810
12870,"$1 under $25,000",340
12870,"$25,000 under $50,000",230
12870,"$50,000 under $75,000",120
12870,"$75,000 under $100,000",50
12870,"$100,000 under $200,000",70
12870,"$200,000 or more",**
,,
12871,,"1,950"
12871,"$1 under $25,000",700
12871,"$25,000 under $50,000",480
12871,"$50,000 under $75,000",300
12871,"$75,000 under $100,000",230
12871,"$100,000 under $200,000",220
12871,"$200,000 or more",20
,,
12873,,370
12873,"$1 under $25,000",130
12873,"$25,000 under $50,000",100
12873,"$50,000 under $75,000",70
12873,"$75,000 under $100,000",20
12873,"$100,000 under $200,000",50
12873,"$200,000 or more",**
,,
12878,,300
12878,"$1 under $25,000",140
12878,"$25,000 under $50,000",70
12878,"$50,000 under $75,000",50
12878,"$75,000 under $100,000",40
12878,"$100,000 under $200,000",**
12878,"$200,000 or more",**
,,
12883,,"2,250"
12883,"$1 under $25,000",980
12883,"$25,000 under $50,000",530
12883,"$50,000 under $75,000",340
12883,"$75,000 under $100,000",200
12883,"$100,000 under $200,000",200
12883,"$200,000 or more",**
,,
12885,,"2,210"
12885,"$1 under $25,000",1070
12885,"$25,000 under $50,000",540
12885,"$50,000 under $75,000",300
12885,"$75,000 under $100,000",150
12885,"$100,000 under $200,000",150
12885,"$200,000 or more",**
,,
12886,,110
12886,"$1 under $25,000",50
12886,"$25,000 under $50,000",40
12886,"$50,000 under $75,000",**
12886,"$75,000 under $100,000",20
12886,"$100,000 under $200,000",**
12886,"$200,000 or more",**
,,
12887,,"2,160"
12887,"$1 under $25,000",910
12887,"$25,000 under $50,000",570
12887,"$50,000 under $75,000",330
12887,"$75,000 under $100,000",210
12887,"$100,000 under $200,000",140
12887,"$200,000 or more",**
,,
12901,,"14,130"
12901,"$1 under $25,000",6040
12901,"$25,000 under $50,000",3540
12901,"$50,000 under $75,000",1840
12901,"$75,000 under $100,000",1170
12901,"$100,000 under $200,000",1260
12901,"$200,000 or more",280
,,
12903,,750
12903,"$1 under $25,000",210
12903,"$25,000 under $50,000",180
12903,"$50,000 under $75,000",160
12903,"$75,000 under $100,000",100
12903,"$100,000 under $200,000",100
12903,"$200,000 or more",**
,,
12910,,750
12910,"$1 under $25,000",310
12910,"$25,000 under $50,000",190
12910,"$50,000 under $75,000",110
12910,"$75,000 under $100,000",70
12910,"$100,000 under $200,000",70
12910,"$200,000 or more",**
,,
12912,,980
12912,"$1 under $25,000",420
12912,"$25,000 under $50,000",270
12912,"$50,000 under $75,000",140
12912,"$75,000 under $100,000",80
12912,"$100,000 under $200,000",70
12912,"$200,000 or more",**
,,
12913,,510
12913,"$1 under $25,000",200
12913,"$25,000 under $50,000",130
12913,"$50,000 under $75,000",70
12913,"$75,000 under $100,000",60
12913,"$100,000 under $200,000",50
12913,"$200,000 or more",**
,,
12914,,350
12914,"$1 under $25,000",150
12914,"$25,000 under $50,000",90
12914,"$50,000 under $75,000",60
12914,"$75,000 under $100,000",30
12914,"$100,000 under $200,000",20
12914,"$200,000 or more",**
,,
12916,,900
12916,"$1 under $25,000",400
12916,"$25,000 under $50,000",240
12916,"$50,000 under $75,000",120
