"ZIP
code",Size of adjusted gross income,Number of returns
12831,"$100,000 under $200,000",1420
12831,"$200,000 or more",247
,,
12832,,"2,696"
12832,"$1 under $25,000",1199
12832,"$25,000 under $50,000",677
12832,"$50,000 under $75,000",424
12832,"$75,000 under $100,000",217
12832,"$100,000 under $200,000",179
12832,"$200,000 or more",**
,,
12833,,"2,168"
12833,"$1 under $25,000",795
12833,"$25,000 under $50,000",457
12833,"$50,000 under $75,000",305
12833,"$75,000 under $100,000",234
12833,"$100,000 under $200,000",312
12833,"$200,000 or more",65
,,
12834,,"3,108"
12834,"$1 under $25,000",1143
12834,"$25,000 under $50,000",750
12834,"$50,000 under $75,000",478
12834,"$75,000 under $100,000",348
12834,"$100,000 under $200,000",345
12834,"$200,000 or more",44
,,
12835,,"1,252"
12835,"$1 under $25,000",494
12835,"$25,000 under $50,000",349
12835,"$50,000 under $75,000",198
12835,"$75,000 under $100,000",116
12835,"$100,000 under $200,000",95
12835,"$200,000 or more",**
,,
12836,,287
12836,"$1 under $25,000",106
12836,"$25,000 under $50,000",74
12836,"$50,000 under $75,000",42
12836,"$75,000 under $100,000",24
12836,"$100,000 under $200,000",41
12836,"$200,000 or more",**
,,
12837,,345
12837,"$1 under $25,000",140
12837,"$25,000 under $50,000",90
12837,"$50,000 under $75,000",59
12837,"$75,000 under $100,000",34
12837,"$100,000 under $200,000",22
12837,"$200,000 or more",0
,,
12838,,328
12838,"$1 under $25,000",136
12838,"$25,000 under $50,000",77
12838,"$50,000 under $75,000",54
12838,"$75,000 under $100,000",31
12838,"$100,000 under $200,000",30
12838,"$200,000 or more",**
,,
12839,,"6,399"
12839,"$1 under $25,000",2856
12839,"$25,000 under $50,000",1808
12839,"$50,000 under $75,000",939
12839,"$75,000 under $100,000",444
12839,"$100,000 under $200,000",352
12839,"$200,000 or more",**
,,
12842,,597
12842,"$1 under $25,000",264
12842,"$25,000 under $50,000",146
12842,"$50,000 under $75,000",89
12842,"$75,000 under $100,000",57
12842,"$100,000 under $200,000",41
12842,"$200,000 or more",**
,,
12843,,263
12843,"$1 under $25,000",115
12843,"$25,000 under $50,000",60
12843,"$50,000 under $75,000",49
12843,"$75,000 under $100,000",39
12843,"$100,000 under $200,000",**
12843,"$200,000 or more",**
,,
12844,,160
12844,"$1 under $25,000",49
12844,"$25,000 under $50,000",53
12844,"$50,000 under $75,000",**
12844,"$75,000 under $100,000",21
12844,"$100,000 under $200,000",37
12844,"$200,000 or more",**
,,
12845,,"2,644"
12845,"$1 under $25,000",1127
12845,"$25,000 under $50,000",583
12845,"$50,000 under $75,000",309
12845,"$75,000 under $100,000",242
12845,"$100,000 under $200,000",301
12845,"$200,000 or more",82
,,
12846,,"1,604"
12846,"$1 under $25,000",658
12846,"$25,000 under $50,000",443
12846,"$50,000 under $75,000",258
12846,"$75,000 under $100,000",129
12846,"$100,000 under $200,000",116
12846,"$200,000 or more",**
,,
12847,,356
12847,"$1 under $25,000",140
12847,"$25,000 under $50,000",89
12847,"$50,000 under $75,000",56
12847,"$75,000 under $100,000",31
12847,"$100,000 under $200,000",40
12847,"$200,000 or more",**
,,
12849,,321
12849,"$1 under $25,000",133
12849,"$25,000 under $50,000",73
12849,"$50,000 under $75,000",56
12849,"$75,000 under $100,000",29
12849,"$100,000 under $200,000",30
12849,"$200,000 or more",**
,,
12850,,"1,368"
12850,"$1 under $25,000",491
12850,"$25,000 under $50,000",290
12850,"$50,000 under $75,000",217
12850,"$75,000 under $100,000",147
12850,"$100,000 under $200,000",193
12850,"$200,000 or more",30
,,
12851,,168
12851,"$1 under $25,000",83
12851,"$25,000 under $50,000",45
12851,"$50,000 under $75,000",40
12851,"$75,000 under $100,000",**
12851,"$100,000 under $200,000",**
12851,"$200,000 or more",**
,,
12852,,221
12852,"$1 under $25,000",83
12852,"$25,000 under $50,000",47
12852,"$50,000 under $75,000",40
12852,"$75,000 under $100,000",27
12852,"$100,000 under $200,000",24
12852,"$200,000 or more",**
,,
12853,,633
12853,"$1 under $25,000",297
12853,"$25,000 under $50,000",159
12853,"$50,000 under $75,000",78
12853,"$75,000 under $100,000",51
12853,"$100,000 under $200,000",48
12853,"$200,000 or more",**
,,
12855,,127
12855,"$1 under $25,000",56
12855,"$25,000 under $50,000",34
12855,"$50,000 under $75,000",37
12855,"$75,000 under $100,000",**
12855,"$100,000 under $200,000",**
12855,"$200,000 or more",0
,,
12857,,257
12857,"$1 under $25,000",114
12857,"$25,000 under $50,000",63
12857,"$50,000 under $75,000",36
12857,"$75,000 under $100,000",20
12857,"$100,000 under $200,000",24
12857,"$200,000 or more",**
,,
12859,,988
12859,"$1 under $25,000",350
12859,"$25,000 under $50,000",229
12859,"$50,000 under $75,000",164
12859,"$75,000 under $100,000",115
12859,"$100,000 under $200,000",130
12859,"$200,000 or more",**
,,
12860,,370
12860,"$1 under $25,000",178
12860,"$25,000 under $50,000",115
12860,"$50,000 under $75,000",34
12860,"$75,000 under $100,000",43
12860,"$100,000 under $200,000",**
12860,"$200,000 or more",**
,,
12861,,287
12861,"$1 under $25,000",110
12861,"$25,000 under $50,000",58
12861,"$50,000 under $75,000",54
12861,"$75,000 under $100,000",30
12861,"$100,000 under $200,000",35
12861,"$200,000 or more",**
,,
12863,,334
12863,"$1 under $25,000",110
12863,"$25,000 under $50,000",83
12863,"$50,000 under $75,000",50
12863,"$75,000 under $100,000",41
12863,"$100,000 under $200,000",50
12863,"$200,000 or more",**
,,
12865,,"1,642"
12865,"$1 under $25,000",667
12865,"$25,000 under $50,000",438
12865,"$50,000 under $75,000",260
12865,"$75,000 under $100,000",142
12865,"$100,000 under $200,000",113
12865,"$200,000 or more",22
,,
12866,,"18,389"
12866,"$1 under $25,000",6003
12866,"$25,000 under $50,000",3944
12866,"$50,000 under $75,000",2487
12866,"$75,000 under $100,000",1868
12866,"$100,000 under $200,000",2919
12866,"$200,000 or more",1168
,,
12870,,771
12870,"$1 under $25,000",324
12870,"$25,000 under $50,000",217
12870,"$50,000 under $75,000",110
12870,"$75,000 under $100,000",53
12870,"$100,000 under $200,000",67
12870,"$200,000 or more",**
,,
12871,,"1,923"
12871,"$1 under $25,000",717
12871,"$25,000 under $50,000",483
12871,"$50,000 under $75,000",300
12871,"$75,000 under $100,000",203
12871,"$100,000 under $200,000",220
12871,"$200,000 or more",**
,,
12873,,374
12873,"$1 under $25,000",146
12873,"$25,000 under $50,000",92
12873,"$50,000 under $75,000",61
12873,"$75,000 under $100,000",25
12873,"$100,000 under $200,000",50
12873,"$200,000 or more",**
,,
12878,,310
12878,"$1 under $25,000",150
12878,"$25,000 under $50,000",74
12878,"$50,000 under $75,000",49
12878,"$75,000 under $100,000",37
12878,"$100,000 under $200,000",**
12878,"$200,000 or more",**
,,
12883,,"2,250"
12883,"$1 under $25,000",975
12883,"$25,000 under $50,000",547
12883,"$50,000 under $75,000",334
12883,"$75,000 under $100,000",210
12883,"$100,000 under $200,000",184
12883,"$200,000 or more",**
,,
12885,,"2,144"
12885,"$1 under $25,000",1051
12885,"$25,000 under $50,000",505
12885,"$50,000 under $75,000",301
12885,"$75,000 under $100,000",151
12885,"$100,000 under $200,000",136
12885,"$200,000 or more",**
,,
12886,,117
12886,"$1 under $25,000",53
12886,"$25,000 under $50,000",22
12886,"$50,000 under $75,000",42
12886,"$75,000 under $100,000",**
12886,"$100,000 under $200,000",**
12886,"$200,000 or more",**
,,
12887,,"2,139"
12887,"$1 under $25,000",914
12887,"$25,000 under $50,000",556
12887,"$50,000 under $75,000",353
12887,"$75,000 under $100,000",180
12887,"$100,000 under $200,000",136
12887,"$200,000 or more",**
,,
12901,,"14,295"
12901,"$1 under $25,000",6362
12901,"$25,000 under $50,000",3452
12901,"$50,000 under $75,000",1888
12901,"$75,000 under $100,000",1144
12901,"$100,000 under $200,000",1190
12901,"$200,000 or more",259
,,
12903,,724
12903,"$1 under $25,000",218
12903,"$25,000 under $50,000",170
12903,"$50,000 under $75,000",155
12903,"$75,000 under $100,000",89
12903,"$100,000 under $200,000",92
12903,"$200,000 or more",**
,,
12910,,748
12910,"$1 under $25,000",315
12910,"$25,000 under $50,000",196
12910,"$50,000 under $75,000",117
12910,"$75,000 under $100,000",62
12910,"$100,000 under $200,000",58
12910,"$200,000 or more",**
,,
12912,,"1,003"
12912,"$1 under $25,000",456
12912,"$25,000 under $50,000",251
12912,"$50,000 under $75,000",164
12912,"$75,000 under $100,000",62
12912,"$100,000 under $200,000",70
12912,"$200,000 or more",**
,,
12913,,505
12913,"$1 under $25,000",176
12913,"$25,000 under $50,000",144
12913,"$50,000 under $75,000",78
12913,"$75,000 under $100,000",59
12913,"$100,000 under $200,000",48
12913,"$200,000 or more",**
,,
12914,,347
12914,"$1 under $25,000",143
12914,"$25,000 under $50,000",96
12914,"$50,000 under $75,000",59
12914,"$75,000 under $100,000",25
12914,"$100,000 under $200,000",24
12914,"$200,000 or more",**
,,
12916,,910
12916,"$1 under $25,000",418
12916,"$25,000 under $50,000",242
12916,"$50,000 under $75,000",125
12916,"$75,000 under $100,000",86
12916,"$100,000 under $200,000",39
12916,"$200,000 or more",**
,,
12917,,604
12917,"$1 under $25,000",250
12917,"$25,000 under $50,000",161
12917,"$50,000 under $75,000",105
12917,"$75,000 under $100,000",62
12917,"$100,000 under $200,000",26
12917,"$200,000 or more",0
,,
12918,,"1,155"
12918,"$1 under $25,000",443
12918,"$25,000 under $50,000",276
12918,"$50,000 under $75,000",171
12918,"$75,000 under $100,000",129
12918,"$100,000 under $200,000",136
12918,"$200,000 or more",**
,,
12919,,"1,634"
12919,"$1 under $25,000",679
12919,"$25,000 under $50,000",396
12919,"$50,000 under $75,000",241
12919,"$75,000 under $100,000",164
12919,"$100,000 under $200,000",154
12919,"$200,000 or more",**
,,
12920,,"1,030"
12920,"$1 under $25,000",384
12920,"$25,000 under $50,000",277
12920,"$50,000 under $75,000",172
12920,"$75,000 under $100,000",108
12920,"$100,000 under $200,000",89
12920,"$200,000 or more",**
,,
12921,,"1,184"
12921,"$1 under $25,000",433
12921,"$25,000 under $50,000",293
12921,"$50,000 under $75,000",172
12921,"$75,000 under $100,000",131
12921,"$100,000 under $200,000",133
12921,"$200,000 or more",22
,,
12923,,229
12923,"$1 under $25,000",105
12923,"$25,000 under $50,000",56
12923,"$50,000 under $75,000",68
12923,"$75,000 under $100,000",**
12923,"$100,000 under $200,000",**
12923,"$200,000 or more",0
,,
12926,,911
12926,"$1 under $25,000",436
12926,"$25,000 under $50,000",228
12926,"$50,000 under $75,000",148
12926,"$75,000 under $100,000",50
12926,"$100,000 under $200,000",49
12926,"$200,000 or more",**
,,
12928,,887
12928,"$1 under $25,000",347
12928,"$25,000 under $50,000",226
12928,"$50,000 under $75,000",156
12928,"$75,000 under $100,000",91
12928,"$100,000 under $200,000",67
12928,"$200,000 or more",**
,,
12930,,256
12930,"$1 under $25,000",112
12930,"$25,000 under $50,000",70
12930,"$50,000 under $75,000",74
12930,"$75,000 under $100,000",**
12930,"$100,000 under $200,000",**
12930,"$200,000 or more",0
,,
12932,,637
12932,"$1 under $25,000",263
12932,"$25,000 under $50,000",159
12932,"$50,000 under $75,000",92
12932,"$75,000 under $100,000",58
12932,"$100,000 under $200,000",65
12932,"$200,000 or more",**
,,
12934,,372
12934,"$1 under $25,000",136
12934,"$25,000 under $50,000",110
12934,"$50,000 under $75,000",77
12934,"$75,000 under $100,000",49
12934,"$100,000 under $200,000",**
12934,"$200,000 or more",0
,,
12935,,639
12935,"$1 under $25,000",235
12935,"$25,000 under $50,000",180
12935,"$50,000 under $75,000",100
12935,"$75,000 under $100,000",64
12935,"$100,000 under $200,000",60
12935,"$200,000 or more",**
,,
12936,,312
12936,"$1 under $25,000",132
12936,"$25,000 under $50,000",73
12936,"$50,000 under $75,000",67
12936,"$75,000 under $100,000",**
12936,"$100,000 under $200,000",40
12936,"$200,000 or more",**
,,
12937,,626
12937,"$1 under $25,000",292
12937,"$25,000 under $50,000",157
12937,"$50,000 under $75,000",95
12937,"$75,000 under $100,000",42
12937,"$100,000 under $200,000",40
12937,"$200,000 or more",**
,,
12941,,619
12941,"$1 under $25,000",261
12941,"$25,000 under $50,000",136
12941,"$50,000 under $75,000",104
12941,"$75,000 under $100,000",59
12941,"$100,000 under $200,000",59
12941,"$200,000 or more",**
,,
12942,,305
12942,"$1 under $25,000",113
12942,"$25,000 under $50,000",68
12942,"$50,000 under $75,000",43
12942,"$75,000 under $100,000",32
12942,"$100,000 under $200,000",49
12942,"$200,000 or more",**
,,
12943,,219
12943,"$1 under $25,000",97
12943,"$25,000 under $50,000",39
12943,"$50,000 under $75,000",54
12943,"$75,000 under $100,000",**
12943,"$100,000 under $200,000",29
12943,"$200,000 or more",**
,,
12944,,"1,772"
12944,"$1 under $25,000",747
12944,"$25,000 under $50,000",464
12944,"$50,000 under $75,000",265
12944,"$75,000 under $100,000",164
12944,"$100,000 under $200,000",132
12944,"$200,000 or more",**
,,
12945,,330
12945,"$1 under $25,000",119
12945,"$25,000 under $50,000",87
12945,"$50,000 under $75,000",54
12945,"$75,000 under $100,000",41
12945,"$100,000 under $200,000",29
12945,"$200,000 or more",**
,,
12946,,"2,790"
12946,"$1 under $25,000",1174
12946,"$25,000 under $50,000",733
12946,"$50,000 under $75,000",368
12946,"$75,000 under $100,000",195
12946,"$100,000 under $200,000",219
12946,"$200,000 or more",101
,,
12950,,367
12950,"$1 under $25,000",157
12950,"$25,000 under $50,000",106
12950,"$50,000 under $75,000",54
12950,"$75,000 under $100,000",50
12950,"$100,000 under $200,000",**
12950,"$200,000 or more",**
,,
12952,,268
12952,"$1 under $25,000",108
12952,"$25,000 under $50,000",71
12952,"$50,000 under $75,000",40
12952,"$75,000 under $100,000",23
12952,"$100,000 under $200,000",26
12952,"$200,000 or more",**
,,
12953,,"4,881"
12953,"$1 under $25,000",2222
12953,"$25,000 under $50,000",1168
12953,"$50,000 under $75,000",677
12953,"$75,000 under $100,000",413
12953,"$100,000 under $200,000",341
12953,"$200,000 or more",60
,,
12955,,151
12955,"$1 under $25,000",56
12955,"$25,000 under $50,000",34
12955,"$50,000 under $75,000",61
12955,"$75,000 under $100,000",**
12955,"$100,000 under $200,000",**
12955,"$200,000 or more",**
,,
12956,,499
12956,"$1 under $25,000",210
12956,"$25,000 under $50,000",145
12956,"$50,000 under $75,000",80
12956,"$75,000 under $100,000",42
12956,"$100,000 under $200,000",22
12956,"$200,000 or more",**
,,
12957,,712
12957,"$1 under $25,000",348
12957,"$25,000 under $50,000",175
12957,"$50,000 under $75,000",114
12957,"$75,000 under $100,000",51
12957,"$100,000 under $200,000",24
12957,"$200,000 or more",**
,,
12958,,871
12958,"$1 under $25,000",343
12958,"$25,000 under $50,000",233
12958,"$50,000 under $75,000",142
12958,"$75,000 under $100,000",90
12958,"$100,000 under $200,000",63
12958,"$200,000 or more",**
,,
12959,,633
12959,"$1 under $25,000",261
12959,"$25,000 under $50,000",178
12959,"$50,000 under $75,000",95
12959,"$75,000 under $100,000",53
12959,"$100,000 under $200,000",46
12959,"$200,000 or more",**
,,
12960,,496
12960,"$1 under $25,000",202
12960,"$25,000 under $50,000",121
12960,"$50,000 under $75,000",86
12960,"$75,000 under $100,000",54
12960,"$100,000 under $200,000",33
12960,"$200,000 or more",0
,,
12961,,111
12961,"$1 under $25,000",35
12961,"$25,000 under $50,000",33
12961,"$50,000 under $75,000",43
12961,"$75,000 under $100,000",**
12961,"$100,000 under $200,000",**
12961,"$200,000 or more",**
,,
12962,,"2,629"
12962,"$1 under $25,000",924
12962,"$25,000 under $50,000",578
12962,"$50,000 under $75,000",440
12962,"$75,000 under $100,000",281
12962,"$100,000 under $200,000",373
12962,"$200,000 or more",33
,,
12965,,236
12965,"$1 under $25,000",113
12965,"$25,000 under $50,000",51
12965,"$50,000 under $75,000",72
12965,"$75,000 under $100,000",**
12965,"$100,000 under $200,000",**
12965,"$200,000 or more",0
,,
12966,,"1,170"
12966,"$1 under $25,000",533
12966,"$25,000 under $50,000",281
12966,"$50,000 under $75,000",189
12966,"$75,000 under $100,000",108
12966,"$100,000 under $200,000",59
12966,"$200,000 or more",**
,,
12967,,438
12967,"$1 under $25,000",190
12967,"$25,000 under $50,000",109
12967,"$50,000 under $75,000",71
12967,"$75,000 under $100,000",42
12967,"$100,000 under $200,000",26
12967,"$200,000 or more",**
,,
12969,,174
12969,"$1 under $25,000",74
12969,"$25,000 under $50,000",48
12969,"$50,000 under $75,000",52
12969,"$75,000 under $100,000",**
12969,"$100,000 under $200,000",**
12969,"$200,000 or more",**
,,
12970,,151
12970,"$1 under $25,000",53
12970,"$25,000 under $50,000",44
12970,"$50,000 under $75,000",54
12970,"$75,000 under $100,000",**
12970,"$100,000 under $200,000",**
12970,"$200,000 or more",**
,,
12972,,"3,087"
12972,"$1 under $25,000",1164
12972,"$25,000 under $50,000",657
12972,"$50,000 under $75,000",445
12972,"$75,000 under $100,000",353
12972,"$100,000 under $200,000",424
12972,"$200,000 or more",44
,,
12974,,697
12974,"$1 under $25,000",314
12974,"$25,000 under $50,000",180
12974,"$50,000 under $75,000",107
12974,"$75,000 under $100,000",62
12974,"$100,000 under $200,000",34
12974,"$200,000 or more",**
,,
12978,,197
12978,"$1 under $25,000",79
12978,"$25,000 under $50,000",54
12978,"$50,000 under $75,000",64
12978,"$75,000 under $100,000",**
12978,"$100,000 under $200,000",**
12978,"$200,000 or more",0
,,
12979,,"1,188"
12979,"$1 under $25,000",510
12979,"$25,000 under $50,000",247
12979,"$50,000 under $75,000",181
12979,"$75,000 under $100,000",118
12979,"$100,000 under $200,000",132
12979,"$200,000 or more",**
,,
12980,,597
12980,"$1 under $25,000",301
12980,"$25,000 under $50,000",138
12980,"$50,000 under $75,000",92
12980,"$75,000 under $100,000",32
12980,"$100,000 under $200,000",34
12980,"$200,000 or more",**
,,
12981,,"1,129"
12981,"$1 under $25,000",419
12981,"$25,000 under $50,000",277
12981,"$50,000 under $75,000",201
12981,"$75,000 under $100,000",116
12981,"$100,000 under $200,000",116
12981,"$200,000 or more",**
,,
12983,,"3,560"
12983,"$1 under $25,000",1461
12983,"$25,000 under $50,000",915
12983,"$50,000 under $75,000",511
12983,"$75,000 under $100,000",315
12983,"$100,000 under $200,000",299
12983,"$200,000 or more",59
,,
12985,,473
12985,"$1 under $25,000",200
12985,"$25,000 under $50,000",122
12985,"$50,000 under $75,000",67
12985,"$75,000 under $100,000",45
12985,"$100,000 under $200,000",39
12985,"$200,000 or more",**
,,
12986,,"2,716"
12986,"$1 under $25,000",958
12986,"$25,000 under $50,000",842
12986,"$50,000 under $75,000",461
12986,"$75,000 under $100,000",234
12986,"$100,000 under $200,000",221
12986,"$200,000 or more",**
,,
12987,,128
12987,"$1 under $25,000",45
12987,"$25,000 under $50,000",83
12987,"$50,000 under $75,000",**
12987,"$75,000 under $100,000",**
12987,"$100,000 under $200,000",**
12987,"$200,000 or more",**
,,
12989,,440
12989,"$1 under $25,000",170
12989,"$25,000 under $50,000",103
12989,"$50,000 under $75,000",67
12989,"$75,000 under $100,000",57
12989,"$100,000 under $200,000",43
12989,"$200,000 or more",**
,,
12992,,"2,258"
12992,"$1 under $25,000",886
12992,"$25,000 under $50,000",617
12992,"$50,000 under $75,000",356
12992,"$75,000 under $100,000",218
12992,"$100,000 under $200,000",181
12992,"$200,000 or more",**
,,
12993,,785
12993,"$1 under $25,000",327
12993,"$25,000 under $50,000",180
12993,"$50,000 under $75,000",124
12993,"$75,000 under $100,000",68
12993,"$100,000 under $200,000",86
12993,"$200,000 or more",**
,,
12996,,935
12996,"$1 under $25,000",408
12996,"$25,000 under $50,000",235
12996,"$50,000 under $75,000",155
12996,"$75,000 under $100,000",74
12996,"$100,000 under $200,000",63
12996,"$200,000 or more",**
,,
12997,,561
12997,"$1 under $25,000",233
12997,"$25,000 under $50,000",144
12997,"$50,000 under $75,000",82
12997,"$75,000 under $100,000",58
12997,"$100,000 under $200,000",44
12997,"$200,000 or more",**
,,
12998,,221
12998,"$1 under $25,000",111
12998,"$25,000 under $50,000",59
12998,"$50,000 under $75,000",51
12998,"$75,000 under $100,000",**
12998,"$100,000 under $200,000",**
12998,"$200,000 or more",**
,,
13021,,"18,632"
13021,"$1 under $25,000",8148
13021,"$25,000 under $50,000",4349
13021,"$50,000 under $75,000",2706
13021,"$75,000 under $100,000",1612
13021,"$100,000 under $200,000",1555
13021,"$200,000 or more",262
,,
13026,,653
13026,"$1 under $25,000",238
13026,"$25,000 under $50,000",155
13026,"$50,000 under $75,000",112
13026,"$75,000 under $100,000",62
13026,"$100,000 under $200,000",86
13026,"$200,000 or more",**
,,
13027,,"15,923"
13027,"$1 under $25,000",5280
13027,"$25,000 under $50,000",3343
13027,"$50,000 under $75,000",2383
13027,"$75,000 under $100,000",1756
13027,"$100,000 under $200,000",2633
13027,"$200,000 or more",528
,,
13028,,573
13028,"$1 under $25,000",228
13028,"$25,000 under $50,000",142
13028,"$50,000 under $75,000",94
13028,"$75,000 under $100,000",61
13028,"$100,000 under $200,000",48
13028,"$200,000 or more",**
,,
13029,,"3,429"
13029,"$1 under $25,000",1227
13029,"$25,000 under $50,000",696
13029,"$50,000 under $75,000",522
13029,"$75,000 under $100,000",406
13029,"$100,000 under $200,000",489
13029,"$200,000 or more",89
,,
13030,,"2,063"
13030,"$1 under $25,000",769
13030,"$25,000 under $50,000",560
13030,"$50,000 under $75,000",337
13030,"$75,000 under $100,000",200
13030,"$100,000 under $200,000",168
13030,"$200,000 or more",29
,,
13031,,"8,226"
13031,"$1 under $25,000",2773
13031,"$25,000 under $50,000",1758
13031,"$50,000 under $75,000",1325
13031,"$75,000 under $100,000",953
13031,"$100,000 under $200,000",1187
13031,"$200,000 or more",230
,,
13032,,"5,916"
13032,"$1 under $25,000",2416
13032,"$25,000 under $50,000",1554
13032,"$50,000 under $75,000",890
13032,"$75,000 under $100,000",531
13032,"$100,000 under $200,000",463
13032,"$200,000 or more",62
,,
13033,,"1,769"
13033,"$1 under $25,000",695
13033,"$25,000 under $50,000",439
13033,"$50,000 under $75,000",300
13033,"$75,000 under $100,000",187
13033,"$100,000 under $200,000",148
13033,"$200,000 or more",**
,,
13034,,849
13034,"$1 under $25,000",327
13034,"$25,000 under $50,000",203
13034,"$50,000 under $75,000",128
13034,"$75,000 under $100,000",95
13034,"$100,000 under $200,000",96
13034,"$200,000 or more",**
,,
13035,,"3,719"
13035,"$1 under $25,000",1247
13035,"$25,000 under $50,000",647
13035,"$50,000 under $75,000",526
13035,"$75,000 under $100,000",386
13035,"$100,000 under $200,000",619
13035,"$200,000 or more",294
,,
13036,,"4,159"
13036,"$1 under $25,000",1584
13036,"$25,000 under $50,000",1107
13036,"$50,000 under $75,000",668
13036,"$75,000 under $100,000",370
13036,"$100,000 under $200,000",400
13036,"$200,000 or more",30
,,
13037,,"4,232"
13037,"$1 under $25,000",1527
13037,"$25,000 under $50,000",1031
13037,"$50,000 under $75,000",628
13037,"$75,000 under $100,000",445
13037,"$100,000 under $200,000",538
13037,"$200,000 or more",63
,,
13039,,"8,553"
13039,"$1 under $25,000",2708
13039,"$25,000 under $50,000",1675
13039,"$50,000 under $75,000",1345
13039,"$75,000 under $100,000",1078
13039,"$100,000 under $200,000",1529
13039,"$200,000 or more",218
,,
13040,,"1,233"
13040,"$1 under $25,000",550
13040,"$25,000 under $50,000",316
13040,"$50,000 under $75,000",201
13040,"$75,000 under $100,000",90
13040,"$100,000 under $200,000",76
13040,"$200,000 or more",**
,,
13041,,"5,289"
13041,"$1 under $25,000",1625
13041,"$25,000 under $50,000",1114
13041,"$50,000 under $75,000",996
13041,"$75,000 under $100,000",767
13041,"$100,000 under $200,000",725
13041,"$200,000 or more",62
,,
13042,,"1,056"
13042,"$1 under $25,000",445
13042,"$25,000 under $50,000",272
13042,"$50,000 under $75,000",173
13042,"$75,000 under $100,000",84
13042,"$100,000 under $200,000",82
13042,"$200,000 or more",**
,,
13044,,"1,247"
13044,"$1 under $25,000",477
13044,"$25,000 under $50,000",288
13044,"$50,000 under $75,000",229
13044,"$75,000 under $100,000",123
13044,"$100,000 under $200,000",130
13044,"$200,000 or more",**
,,
13045,,"11,516"
13045,"$1 under $25,000",5033
13045,"$25,000 under $50,000",2837
13045,"$50,000 under $75,000",1606
13045,"$75,000 under $100,000",982
13045,"$100,000 under $200,000",909
13045,"$200,000 or more",149
,,
13052,,851
13052,"$1 under $25,000",313
13052,"$25,000 under $50,000",246
13052,"$50,000 under $75,000",141
13052,"$75,000 under $100,000",78
13052,"$100,000 under $200,000",73
13052,"$200,000 or more",**
,,
13053,,"2,181"
13053,"$1 under $25,000",828
13053,"$25,000 under $50,000",509
13053,"$50,000 under $75,000",311
13053,"$75,000 under $100,000",202
13053,"$100,000 under $200,000",293
13053,"$200,000 or more",38
,,
13054,,725
13054,"$1 under $25,000",286
13054,"$25,000 under $50,000",223
13054,"$50,000 under $75,000",107
13054,"$75,000 under $100,000",67
13054,"$100,000 under $200,000",42
13054,"$200,000 or more",**
,,
13057,,"7,911"
13057,"$1 under $25,000",3059
13057,"$25,000 under $50,000",2048
13057,"$50,000 under $75,000",1189
13057,"$75,000 under $100,000",760
13057,"$100,000 under $200,000",748
13057,"$200,000 or more",107
,,
13060,,"1,455"
13060,"$1 under $25,000",573
13060,"$25,000 under $50,000",369
13060,"$50,000 under $75,000",210
13060,"$75,000 under $100,000",152
13060,"$100,000 under $200,000",130
13060,"$200,000 or more",21
,,
13061,,499
13061,"$1 under $25,000",198
13061,"$25,000 under $50,000",107
13061,"$50,000 under $75,000",75
13061,"$75,000 under $100,000",64
13061,"$100,000 under $200,000",55
13061,"$200,000 or more",**
,,
13063,,897
13063,"$1 under $25,000",312
13063,"$25,000 under $50,000",195
13063,"$50,000 under $75,000",134
13063,"$75,000 under $100,000",96
13063,"$100,000 under $200,000",160
13063,"$200,000 or more",**
,,
13066,,"6,379"
13066,"$1 under $25,000",1880
13066,"$25,000 under $50,000",1046
13066,"$50,000 under $75,000",849
13066,"$75,000 under $100,000",658
13066,"$100,000 under $200,000",1225
13066,"$200,000 or more",721
,,
13068,,"2,505"
13068,"$1 under $25,000",935
13068,"$25,000 under $50,000",649
13068,"$50,000 under $75,000",390
13068,"$75,000 under $100,000",254
13068,"$100,000 under $200,000",248
13068,"$200,000 or more",29
,,
13069,,"10,938"
13069,"$1 under $25,000",4884
13069,"$25,000 under $50,000",2696
13069,"$50,000 under $75,000",1619
13069,"$75,000 under $100,000",867
13069,"$100,000 under $200,000",788
13069,"$200,000 or more",84
,,
13071,,496
13071,"$1 under $25,000",208
13071,"$25,000 under $50,000",133
13071,"$50,000 under $75,000",68
13071,"$75,000 under $100,000",48
13071,"$100,000 under $200,000",39
13071,"$200,000 or more",**
,,
13072,,361
13072,"$1 under $25,000",164
13072,"$25,000 under $50,000",96
13072,"$50,000 under $75,000",58
13072,"$75,000 under $100,000",43
13072,"$100,000 under $200,000",**
13072,"$200,000 or more",0
,,
13073,,"2,982"
13073,"$1 under $25,000",1157
13073,"$25,000 under $50,000",739
13073,"$50,000 under $75,000",480
13073,"$75,000 under $100,000",292
13073,"$100,000 under $200,000",287
13073,"$200,000 or more",27
,,
13074,,"1,949"
13074,"$1 under $25,000",876
13074,"$25,000 under $50,000",494
13074,"$50,000 under $75,000",285
13074,"$75,000 under $100,000",157
13074,"$100,000 under $200,000",137
13074,"$200,000 or more",**
,,
13076,,"1,104"
13076,"$1 under $25,000",437
13076,"$25,000 under $50,000",277
13076,"$50,000 under $75,000",166
13076,"$75,000 under $100,000",111
13076,"$100,000 under $200,000",113
13076,"$200,000 or more",**
,,
13077,,"3,234"
13077,"$1 under $25,000",1275
13077,"$25,000 under $50,000",816
13077,"$50,000 under $75,000",487
13077,"$75,000 under $100,000",311
