"ZIP
code",Size of adjusted gross income,Number of returns
,,
14080,,"2,088"
14080,"$1 under $25,000",692
14080,"$25,000 under $50,000",473
14080,"$50,000 under $75,000",376
14080,"$75,000 under $100,000",268
14080,"$100,000 under $200,000",243
14080,"$200,000 or more",36
,,
14081,,"1,235"
14081,"$1 under $25,000",540
14081,"$25,000 under $50,000",317
14081,"$50,000 under $75,000",195
14081,"$75,000 under $100,000",84
14081,"$100,000 under $200,000",99
14081,"$200,000 or more",**
,,
14082,,226
14082,"$1 under $25,000",75
14082,"$25,000 under $50,000",62
14082,"$50,000 under $75,000",46
14082,"$75,000 under $100,000",43
14082,"$100,000 under $200,000",**
14082,"$200,000 or more",**
,,
14085,,"3,672"
14085,"$1 under $25,000",1136
14085,"$25,000 under $50,000",642
14085,"$50,000 under $75,000",587
14085,"$75,000 under $100,000",518
14085,"$100,000 under $200,000",708
14085,"$200,000 or more",81
,,
14086,,"16,646"
14086,"$1 under $25,000",5529
14086,"$25,000 under $50,000",3265
14086,"$50,000 under $75,000",2465
14086,"$75,000 under $100,000",2125
14086,"$100,000 under $200,000",2901
14086,"$200,000 or more",361
,,
14091,,599
14091,"$1 under $25,000",232
14091,"$25,000 under $50,000",163
14091,"$50,000 under $75,000",105
14091,"$75,000 under $100,000",49
14091,"$100,000 under $200,000",50
14091,"$200,000 or more",**
,,
14092,,"5,666"
14092,"$1 under $25,000",1980
14092,"$25,000 under $50,000",1161
14092,"$50,000 under $75,000",844
14092,"$75,000 under $100,000",660
14092,"$100,000 under $200,000",821
14092,"$200,000 or more",200
,,
14094,,"24,507"
14094,"$1 under $25,000",10083
14094,"$25,000 under $50,000",5990
14094,"$50,000 under $75,000",3591
14094,"$75,000 under $100,000",2260
14094,"$100,000 under $200,000",2318
14094,"$200,000 or more",265
,,
14098,,"1,392"
14098,"$1 under $25,000",581
14098,"$25,000 under $50,000",376
14098,"$50,000 under $75,000",203
14098,"$75,000 under $100,000",130
14098,"$100,000 under $200,000",102
14098,"$200,000 or more",**
,,
14101,,811
14101,"$1 under $25,000",349
14101,"$25,000 under $50,000",226
14101,"$50,000 under $75,000",130
14101,"$75,000 under $100,000",55
14101,"$100,000 under $200,000",51
14101,"$200,000 or more",**
,,
14102,,666
14102,"$1 under $25,000",256
14102,"$25,000 under $50,000",118
14102,"$50,000 under $75,000",103
14102,"$75,000 under $100,000",71
14102,"$100,000 under $200,000",118
14102,"$200,000 or more",**
,,
14103,,"5,083"
14103,"$1 under $25,000",2276
14103,"$25,000 under $50,000",1385
14103,"$50,000 under $75,000",700
14103,"$75,000 under $100,000",387
14103,"$100,000 under $200,000",306
14103,"$200,000 or more",29
,,
14105,,"2,139"
14105,"$1 under $25,000",836
14105,"$25,000 under $50,000",553
14105,"$50,000 under $75,000",378
14105,"$75,000 under $100,000",190
14105,"$100,000 under $200,000",159
14105,"$200,000 or more",23
,,
14108,,"2,769"
14108,"$1 under $25,000",1074
14108,"$25,000 under $50,000",719
14108,"$50,000 under $75,000",447
14108,"$75,000 under $100,000",266
14108,"$100,000 under $200,000",241
14108,"$200,000 or more",22
,,
14111,,"1,576"
14111,"$1 under $25,000",625
14111,"$25,000 under $50,000",394
14111,"$50,000 under $75,000",262
14111,"$75,000 under $100,000",150
14111,"$100,000 under $200,000",145
14111,"$200,000 or more",**
,,
14113,,400
14113,"$1 under $25,000",158
14113,"$25,000 under $50,000",94
14113,"$50,000 under $75,000",76
14113,"$75,000 under $100,000",43
14113,"$100,000 under $200,000",29
14113,"$200,000 or more",**
,,
14120,,"22,630"
14120,"$1 under $25,000",8783
14120,"$25,000 under $50,000",5431
14120,"$50,000 under $75,000",3330
14120,"$75,000 under $100,000",2314
14120,"$100,000 under $200,000",2525
14120,"$200,000 or more",247
,,
14125,,"1,781"
14125,"$1 under $25,000",728
14125,"$25,000 under $50,000",460
14125,"$50,000 under $75,000",272
14125,"$75,000 under $100,000",174
14125,"$100,000 under $200,000",147
14125,"$200,000 or more",**
,,
14127,,"15,316"
14127,"$1 under $25,000",4916
14127,"$25,000 under $50,000",2847
14127,"$50,000 under $75,000",2097
14127,"$75,000 under $100,000",1681
14127,"$100,000 under $200,000",2666
14127,"$200,000 or more",1109
,,
14129,,591
14129,"$1 under $25,000",202
14129,"$25,000 under $50,000",172
14129,"$50,000 under $75,000",96
14129,"$75,000 under $100,000",77
14129,"$100,000 under $200,000",44
14129,"$200,000 or more",**
,,
14131,,"2,589"
14131,"$1 under $25,000",1010
14131,"$25,000 under $50,000",624
14131,"$50,000 under $75,000",394
14131,"$75,000 under $100,000",283
14131,"$100,000 under $200,000",258
14131,"$200,000 or more",20
,,
14132,,"2,921"
14132,"$1 under $25,000",1121
14132,"$25,000 under $50,000",710
14132,"$50,000 under $75,000",486
14132,"$75,000 under $100,000",303
14132,"$100,000 under $200,000",301
14132,"$200,000 or more",**
,,
14134,,160
14134,"$1 under $25,000",66
14134,"$25,000 under $50,000",44
14134,"$50,000 under $75,000",50
14134,"$75,000 under $100,000",**
14134,"$100,000 under $200,000",**
14134,"$200,000 or more",0
,,
14136,,"2,329"
14136,"$1 under $25,000",993
14136,"$25,000 under $50,000",600
14136,"$50,000 under $75,000",358
14136,"$75,000 under $100,000",202
14136,"$100,000 under $200,000",154
14136,"$200,000 or more",22
,,
14138,,869
14138,"$1 under $25,000",384
14138,"$25,000 under $50,000",235
14138,"$50,000 under $75,000",131
14138,"$75,000 under $100,000",74
14138,"$100,000 under $200,000",45
14138,"$200,000 or more",**
,,
14139,,"1,174"
14139,"$1 under $25,000",415
14139,"$25,000 under $50,000",269
14139,"$50,000 under $75,000",162
14139,"$75,000 under $100,000",151
14139,"$100,000 under $200,000",151
14139,"$200,000 or more",26
,,
14141,,"3,731"
14141,"$1 under $25,000",1528
14141,"$25,000 under $50,000",883
14141,"$50,000 under $75,000",598
14141,"$75,000 under $100,000",335
14141,"$100,000 under $200,000",332
14141,"$200,000 or more",55
,,
14143,,646
14143,"$1 under $25,000",244
14143,"$25,000 under $50,000",150
14143,"$50,000 under $75,000",104
14143,"$75,000 under $100,000",80
14143,"$100,000 under $200,000",68
14143,"$200,000 or more",**
,,
14145,,790
14145,"$1 under $25,000",280
14145,"$25,000 under $50,000",217
14145,"$50,000 under $75,000",137
14145,"$75,000 under $100,000",81
14145,"$100,000 under $200,000",75
14145,"$200,000 or more",**
,,
14150,,"21,968"
14150,"$1 under $25,000",8756
14150,"$25,000 under $50,000",5955
14150,"$50,000 under $75,000",3478
14150,"$75,000 under $100,000",2089
14150,"$100,000 under $200,000",1578
14150,"$200,000 or more",112
,,
14167,,842
14167,"$1 under $25,000",312
14167,"$25,000 under $50,000",224
14167,"$50,000 under $75,000",147
14167,"$75,000 under $100,000",100
14167,"$100,000 under $200,000",59
14167,"$200,000 or more",**
,,
14170,,"1,211"
14170,"$1 under $25,000",369
14170,"$25,000 under $50,000",274
14170,"$50,000 under $75,000",210
14170,"$75,000 under $100,000",158
14170,"$100,000 under $200,000",167
14170,"$200,000 or more",33
,,
14171,,997
14171,"$1 under $25,000",401
14171,"$25,000 under $50,000",262
14171,"$50,000 under $75,000",169
14171,"$75,000 under $100,000",86
14171,"$100,000 under $200,000",79
14171,"$200,000 or more",**
,,
14172,,"1,621"
14172,"$1 under $25,000",606
14172,"$25,000 under $50,000",371
14172,"$50,000 under $75,000",269
14172,"$75,000 under $100,000",181
14172,"$100,000 under $200,000",171
14172,"$200,000 or more",23
,,
14174,,"2,928"
14174,"$1 under $25,000",1038
14174,"$25,000 under $50,000",608
14174,"$50,000 under $75,000",432
14174,"$75,000 under $100,000",317
14174,"$100,000 under $200,000",430
14174,"$200,000 or more",103
,,
14201,,"4,570"
14201,"$1 under $25,000",2727
14201,"$25,000 under $50,000",1115
14201,"$50,000 under $75,000",373
14201,"$75,000 under $100,000",160
14201,"$100,000 under $200,000",147
14201,"$200,000 or more",48
,,
14202,,"1,691"
14202,"$1 under $25,000",725
14202,"$25,000 under $50,000",426
14202,"$50,000 under $75,000",179
14202,"$75,000 under $100,000",90
14202,"$100,000 under $200,000",141
14202,"$200,000 or more",130
,,
14203,,745
14203,"$1 under $25,000",364
14203,"$25,000 under $50,000",187
14203,"$50,000 under $75,000",84
14203,"$75,000 under $100,000",45
14203,"$100,000 under $200,000",44
14203,"$200,000 or more",21
,,
14204,,"3,241"
14204,"$1 under $25,000",2022
14204,"$25,000 under $50,000",764
14204,"$50,000 under $75,000",261
14204,"$75,000 under $100,000",116
14204,"$100,000 under $200,000",78
14204,"$200,000 or more",**
,,
14206,,"9,399"
14206,"$1 under $25,000",4873
14206,"$25,000 under $50,000",2698
14206,"$50,000 under $75,000",1133
14206,"$75,000 under $100,000",479
14206,"$100,000 under $200,000",216
14206,"$200,000 or more",**
,,
14207,,"9,211"
14207,"$1 under $25,000",5732
14207,"$25,000 under $50,000",2377
14207,"$50,000 under $75,000",719
14207,"$75,000 under $100,000",258
14207,"$100,000 under $200,000",125
14207,"$200,000 or more",**
,,
14208,,"3,641"
14208,"$1 under $25,000",2229
14208,"$25,000 under $50,000",935
14208,"$50,000 under $75,000",301
14208,"$75,000 under $100,000",110
14208,"$100,000 under $200,000",66
14208,"$200,000 or more",**
,,
14209,,"3,496"
14209,"$1 under $25,000",1590
14209,"$25,000 under $50,000",989
14209,"$50,000 under $75,000",380
14209,"$75,000 under $100,000",165
14209,"$100,000 under $200,000",234
14209,"$200,000 or more",138
,,
14210,,"6,382"
14210,"$1 under $25,000",3488
14210,"$25,000 under $50,000",1787
14210,"$50,000 under $75,000",697
14210,"$75,000 under $100,000",272
14210,"$100,000 under $200,000",138
14210,"$200,000 or more",**
,,
14211,,"8,422"
14211,"$1 under $25,000",5436
14211,"$25,000 under $50,000",2146
14211,"$50,000 under $75,000",569
14211,"$75,000 under $100,000",179
14211,"$100,000 under $200,000",92
14211,"$200,000 or more",**
,,
14212,,"4,196"
14212,"$1 under $25,000",2500
14212,"$25,000 under $50,000",1136
14212,"$50,000 under $75,000",352
14212,"$75,000 under $100,000",148
14212,"$100,000 under $200,000",60
14212,"$200,000 or more",**
,,
14213,,"8,775"
14213,"$1 under $25,000",5865
14213,"$25,000 under $50,000",1944
14213,"$50,000 under $75,000",570
14213,"$75,000 under $100,000",222
14213,"$100,000 under $200,000",154
14213,"$200,000 or more",20
,,
14214,,"7,916"
14214,"$1 under $25,000",3893
14214,"$25,000 under $50,000",1861
14214,"$50,000 under $75,000",869
14214,"$75,000 under $100,000",494
14214,"$100,000 under $200,000",613
14214,"$200,000 or more",186
,,
14215,,"16,915"
14215,"$1 under $25,000",9686
14215,"$25,000 under $50,000",4628
14215,"$50,000 under $75,000",1552
14215,"$75,000 under $100,000",604
14215,"$100,000 under $200,000",419
14215,"$200,000 or more",26
,,
14216,,"11,425"
14216,"$1 under $25,000",4631
14216,"$25,000 under $50,000",3322
14216,"$50,000 under $75,000",1568
14216,"$75,000 under $100,000",836
14216,"$100,000 under $200,000",845
14216,"$200,000 or more",223
,,
14217,,"11,863"
14217,"$1 under $25,000",4596
14217,"$25,000 under $50,000",3246
14217,"$50,000 under $75,000",1863
14217,"$75,000 under $100,000",1150
14217,"$100,000 under $200,000",894
14217,"$200,000 or more",114
,,
14218,,"8,893"
14218,"$1 under $25,000",4389
14218,"$25,000 under $50,000",2506
14218,"$50,000 under $75,000",1151
14218,"$75,000 under $100,000",508
14218,"$100,000 under $200,000",339
14218,"$200,000 or more",**
,,
14219,,"6,138"
14219,"$1 under $25,000",2655
14219,"$25,000 under $50,000",1658
14219,"$50,000 under $75,000",980
14219,"$75,000 under $100,000",517
14219,"$100,000 under $200,000",305
14219,"$200,000 or more",23
,,
14220,,"11,791"
14220,"$1 under $25,000",5081
14220,"$25,000 under $50,000",3347
14220,"$50,000 under $75,000",1726
14220,"$75,000 under $100,000",909
14220,"$100,000 under $200,000",700
14220,"$200,000 or more",28
,,
14221,,"26,964"
14221,"$1 under $25,000",8570
14221,"$25,000 under $50,000",4808
14221,"$50,000 under $75,000",3911
14221,"$75,000 under $100,000",3245
14221,"$100,000 under $200,000",4643
14221,"$200,000 or more",1787
,,
14222,,"6,058"
14222,"$1 under $25,000",2286
14222,"$25,000 under $50,000",1635
14222,"$50,000 under $75,000",767
14222,"$75,000 under $100,000",451
14222,"$100,000 under $200,000",614
14222,"$200,000 or more",305
,,
14223,,"12,512"
14223,"$1 under $25,000",4721
14223,"$25,000 under $50,000",3050
14223,"$50,000 under $75,000",2154
14223,"$75,000 under $100,000",1311
14223,"$100,000 under $200,000",1156
14223,"$200,000 or more",120
,,
14224,,"21,348"
14224,"$1 under $25,000",7767
14224,"$25,000 under $50,000",5211
14224,"$50,000 under $75,000",3423
14224,"$75,000 under $100,000",2421
14224,"$100,000 under $200,000",2364
14224,"$200,000 or more",162
,,
14225,,"17,795"
14225,"$1 under $25,000",7564
14225,"$25,000 under $50,000",5182
14225,"$50,000 under $75,000",2809
14225,"$75,000 under $100,000",1401
14225,"$100,000 under $200,000",793
14225,"$200,000 or more",46
,,
14226,,"14,711"
14226,"$1 under $25,000",5299
14226,"$25,000 under $50,000",3195
14226,"$50,000 under $75,000",2222
14226,"$75,000 under $100,000",1491
14226,"$100,000 under $200,000",1848
14226,"$200,000 or more",656
,,
14227,,"12,030"
14227,"$1 under $25,000",4581
14227,"$25,000 under $50,000",3281
14227,"$50,000 under $75,000",2064
14227,"$75,000 under $100,000",1246
14227,"$100,000 under $200,000",824
14227,"$200,000 or more",34
,,
14228,,"9,334"
14228,"$1 under $25,000",3740
14228,"$25,000 under $50,000",2083
14228,"$50,000 under $75,000",1269
14228,"$75,000 under $100,000",898
14228,"$100,000 under $200,000",1084
14228,"$200,000 or more",260
,,
14301,,"5,250"
14301,"$1 under $25,000",3295
14301,"$25,000 under $50,000",1262
14301,"$50,000 under $75,000",424
14301,"$75,000 under $100,000",184
14301,"$100,000 under $200,000",85
14301,"$200,000 or more",**
,,
14303,,"2,416"
14303,"$1 under $25,000",1450
14303,"$25,000 under $50,000",609
14303,"$50,000 under $75,000",216
14303,"$75,000 under $100,000",92
14303,"$100,000 under $200,000",49
14303,"$200,000 or more",**
,,
14304,,"15,174"
14304,"$1 under $25,000",6483
14304,"$25,000 under $50,000",3951
14304,"$50,000 under $75,000",2234
14304,"$75,000 under $100,000",1325
14304,"$100,000 under $200,000",1109
14304,"$200,000 or more",72
,,
14305,,"7,318"
14305,"$1 under $25,000",3892
14305,"$25,000 under $50,000",1714
14305,"$50,000 under $75,000",844
14305,"$75,000 under $100,000",452
14305,"$100,000 under $200,000",378
14305,"$200,000 or more",38
,,
14411,,"5,524"
14411,"$1 under $25,000",2403
14411,"$25,000 under $50,000",1516
14411,"$50,000 under $75,000",805
14411,"$75,000 under $100,000",431
14411,"$100,000 under $200,000",336
14411,"$200,000 or more",33
,,
14414,,"3,431"
14414,"$1 under $25,000",1268
14414,"$25,000 under $50,000",834
14414,"$50,000 under $75,000",485
14414,"$75,000 under $100,000",375
14414,"$100,000 under $200,000",425
14414,"$200,000 or more",44
,,
14416,,"1,935"
14416,"$1 under $25,000",755
14416,"$25,000 under $50,000",470
14416,"$50,000 under $75,000",294
14416,"$75,000 under $100,000",228
14416,"$100,000 under $200,000",188
14416,"$200,000 or more",**
,,
14418,,566
14418,"$1 under $25,000",237
14418,"$25,000 under $50,000",138
14418,"$50,000 under $75,000",87
14418,"$75,000 under $100,000",52
14418,"$100,000 under $200,000",52
14418,"$200,000 or more",**
,,
14420,,"7,649"
14420,"$1 under $25,000",3012
14420,"$25,000 under $50,000",1675
14420,"$50,000 under $75,000",1120
14420,"$75,000 under $100,000",835
14420,"$100,000 under $200,000",915
14420,"$200,000 or more",92
,,
14422,,"1,088"
14422,"$1 under $25,000",408
14422,"$25,000 under $50,000",274
14422,"$50,000 under $75,000",193
14422,"$75,000 under $100,000",102
14422,"$100,000 under $200,000",111
14422,"$200,000 or more",**
,,
14423,,"2,373"
14423,"$1 under $25,000",908
14423,"$25,000 under $50,000",575
14423,"$50,000 under $75,000",374
14423,"$75,000 under $100,000",257
14423,"$100,000 under $200,000",228
14423,"$200,000 or more",31
,,
14424,,"13,156"
14424,"$1 under $25,000",5107
14424,"$25,000 under $50,000",2959
14424,"$50,000 under $75,000",1893
14424,"$75,000 under $100,000",1248
14424,"$100,000 under $200,000",1542
14424,"$200,000 or more",407
,,
14425,,"5,410"
14425,"$1 under $25,000",1946
14425,"$25,000 under $50,000",1275
14425,"$50,000 under $75,000",828
14425,"$75,000 under $100,000",634
14425,"$100,000 under $200,000",672
14425,"$200,000 or more",55
,,
14427,,978
14427,"$1 under $25,000",393
14427,"$25,000 under $50,000",256
14427,"$50,000 under $75,000",169
14427,"$75,000 under $100,000",93
14427,"$100,000 under $200,000",67
14427,"$200,000 or more",**
,,
14428,,"4,324"
14428,"$1 under $25,000",1480
14428,"$25,000 under $50,000",961
14428,"$50,000 under $75,000",701
14428,"$75,000 under $100,000",523
14428,"$100,000 under $200,000",609
14428,"$200,000 or more",50
,,
14432,,"2,597"
14432,"$1 under $25,000",1034
14432,"$25,000 under $50,000",682
14432,"$50,000 under $75,000",399
14432,"$75,000 under $100,000",252
14432,"$100,000 under $200,000",230
14432,"$200,000 or more",**
,,
14433,,"1,994"
14433,"$1 under $25,000",833
14433,"$25,000 under $50,000",582
14433,"$50,000 under $75,000",300
14433,"$75,000 under $100,000",154
14433,"$100,000 under $200,000",125
14433,"$200,000 or more",**
,,
14435,,"1,440"
14435,"$1 under $25,000",500
14435,"$25,000 under $50,000",350
14435,"$50,000 under $75,000",222
14435,"$75,000 under $100,000",175
14435,"$100,000 under $200,000",163
14435,"$200,000 or more",30
,,
14437,,"4,366"
14437,"$1 under $25,000",1788
14437,"$25,000 under $50,000",1159
14437,"$50,000 under $75,000",658
14437,"$75,000 under $100,000",412
14437,"$100,000 under $200,000",324
14437,"$200,000 or more",25
,,
14441,,175
14441,"$1 under $25,000",79
14441,"$25,000 under $50,000",42
14441,"$50,000 under $75,000",54
14441,"$75,000 under $100,000",**
14441,"$100,000 under $200,000",**
14441,"$200,000 or more",**
,,
14445,,"4,097"
14445,"$1 under $25,000",1851
14445,"$25,000 under $50,000",1152
14445,"$50,000 under $75,000",589
14445,"$75,000 under $100,000",267
14445,"$100,000 under $200,000",204
14445,"$200,000 or more",34
,,
14450,,"21,134"
14450,"$1 under $25,000",6744
